name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Indrans Char,Male,6/5/2018,Halvad,ST,No,29209438,Christian,RMSA GOVERNMENT SCHOOL,Valsad,,11th,C,398-930-7378,IndransChar@gmail.com,29858,Government,Ehsaan Aggarwal,Rati Chacko,Santali,Hindi,Chef,Government Employee,No Formal Education,Bachelor's Degree,6224-2813-8552,7126-7007-2081-9048,Axis Bank,Individual,AB-,8EU3LRUZRWS,392172
Samar Tara,Male,10/12/2018,Gadhada,General,No,55578127,Muslim,RMSA GOVERNMENT SCHOOL,Jamnagar,,4th,A,392-392-5062,SamarTara@gmail.com,35556,Government,Samar Bhardwaj,Riaan Rattan,Telugu,Maithili,Teacher,Sales Representative,Other/Unknown,Middle School,6216-5357-8725,1173-4658-4269-5467,ICICI Bank,Individual,AB-,F55X6D6D6R1,393988
Veer Garg,Female,4/11/2018,Umreth,SC,No,57888823,Muslim,RMSA GOVERNMENT SCHOOL,Porbandar,,6th,B,387-605-4551,VeerGarg@gmail.com,79039,Government,Arnav Bahri,Nirvaan Ramakrishnan,Kannada,Sindhi,Other,Secretary,Bachelor's Degree,Middle School,7362-2178-5715,6499-6902-9839-4622,IDBI Bank,Individual,B+,MEQYW6Y5K7M,389573
Ehsaan Kumer,Female,10/19/2018,Malpur,ST,No,99481213,Hindu,RMSA GOVERNMENT SCHOOL,Junagadh,,8th,A,837-764-4091,EhsaanKumer@gmail.com,45388,Government,Ishaan Hans,Nayantara Kapadia,Telugu,Sindhi,Government Employee,Pharmacist,Primary School,Other/Unknown,8558-9350-1796,9763-2830-8690-8735,Punjab National Bank,Joint,AB+,H2GLFKK5I0U,390563
Seher Choudhury,Male,6/5/2018,Mansa,SEBC,No,75208286,Christian,RMSA GOVERNMENT SCHOOL,Mahesana,,4th,C,833-392-3510,SeherChoudhury@gmail.com,28192,Government,Ishita Bandi,Kismat Jha,Dogri,Malayalam,Accountant,Secretary,Vocational/Trade School,Primary School,5915-8283-5850,4338-9787-4917-1211,Central Bank Of India,Joint,A-,L6SEHJH4D6T,380158
Saira Sha,Female,9/27/2018,Morwa (Hadaf),SC,No,44740192,Muslim,RMSA GOVERNMENT SCHOOL,Dahod,,8th,B,365-489-2478,SairaSha@gmail.com,26794,Government,Aradhya Hans,Kartik Malhotra,Manipuri,Punjabi,Retired,Social Worker,Master's Degree,No Formal Education,5800-4443-9980,7060-8464-9332-9602,Indian Bank,Joint,AB-,RYCAECYGOCB,389397
Lakshay Manda,Female,1/1/2018,Talod,DT,No,99395030,Muslim,RMSA GOVERNMENT SCHOOL,Rajkot,,11th,C,187-150-5513,LakshayManda@gmail.com,79367,Government,Amani Roy,Divyansh Sarna,Gujarati,Manipuri,Artist,Accountant,Doctorate/Ph.D.,High School,3508-1631-6438,9920-1886-2577-5935,Punjab National Bank,Joint,AB+,VB22UXTHPC3,397505
Jiya Tak,Male,9/18/2018,Gandhinagar,SEBC,No,35030983,Hindu,RMSA GOVERNMENT SCHOOL,Porbandar,,9th,C,232-852-4688,JiyaTak@gmail.com,58778,Government,Anaya Vyas,Advika Borra,Oriya,Punjabi,Sales Representative,Secretary,No Formal Education,Middle School,1294-5747-3376,3773-6629-2894-9372,State Bank Of India,Joint,A-,L2QKQ821DJW,385814
Rasha Wable,Male,5/19/2018,Gadhada,NT,No,27732942,Muslim,RMSA GOVERNMENT SCHOOL,Bhavnagar,,2nd,B,137-563-7750,RashaWable@gmail.com,74069,Government,Badal Saha,Uthkarsh Sarna,Telugu,Maithili,Chef,Labour,High School,Vocational/Trade School,6901-3353-5496,2823-5646-1212-2763,Punjab National Bank,Individual,A-,T6C17A6FR3B,393864
Anay Agrawal,Female,4/27/2018,Jamkandorna,DT,No,62850452,Hindu,RMSA GOVERNMENT SCHOOL,Rajkot,,1st,D,121-863-2015,AnayAgrawal@gmail.com,43528,Government,Rohan Koshy,Riya Wason,Others,Kannada,Lawyer,Business Owner,Some College/Associate's Degree,Doctorate/Ph.D.,8735-7558-6871,8835-3761-7394-9940,ICICI Bank,Individual,A+,R8YBYC2JERY,396079
Bhamini Sabharwal,Female,5/16/2018,Tankara,SC,No,49337742,Muslim,RMSA GOVERNMENT SCHOOL,Patan,,3rd,D,418-932-7487,BhaminiSabharwal@gmail.com,95705,Government,Kiaan Sibal,Arnav Anne,Kannada,Tamil,Government Employee,Retired,Primary School,High School,8930-6653-7302,6560-1077-5105-8122,ICICI Bank,Joint,A-,B7JZSPXWFPH,391635
Hrishita Amble,Female,4/3/2018,Kankrej,SEBC,No,89262763,Hindu,RMSA GOVERNMENT SCHOOL,Patan,,4th,C,499-780-5062,HrishitaAmble@gmail.com,51158,Government,Ela De,Shamik Setty,Kashmiri,Others,Construction Worker,Doctor,Doctorate/Ph.D.,Vocational/Trade School,8343-5350-7906,1026-3344-8422-6453,State Bank Of India,Joint,AB+,BNQHK50DSCV,393683
Aarna Taneja,Female,4/9/2018,Bagasara,SC,No,15595616,Muslim,RMSA GOVERNMENT SCHOOL,Jamnagar,,6th,B,454-767-1660,AarnaTaneja@gmail.com,58547,Government,Gokul Reddy,Riya Cherian,Sindhi,Tamil,Labour,Chef,Primary School,Middle School,7408-7139-4304,6180-5947-5517-4540,ICICI Bank,Joint,A-,ABRO0KUAY44,396572
Onkar Varty,Male,9/27/2018,Bhanvad,DT,No,69113747,Muslim,RMSA GOVERNMENT SCHOOL,Narmada,,4th,C,380-495-5279,OnkarVarty@gmail.com,86035,Government,Azad Chahal,Suhana Gole,Gujarati,Dogri,Manager,Other,Other/Unknown,High School,6224-6300-9840,9773-5193-2838-3904,Central Bank Of India,Individual,B-,HM9FW4SZ8CM,391624
Shayak Venkatesh,Female,1/7/2018,Gandhinagar,DT,No,60071176,Muslim,RMSA GOVERNMENT SCHOOL,The Dangs,,7th,B,995-546-3415,ShayakVenkatesh@gmail.com,54935,Government,Indranil Krishna,Anya Sant,Punjabi,Punjabi,Government Employee,Accountant,Other/Unknown,Bachelor's Degree,6455-6571-3402,9880-5236-1535-4404,ICICI Bank,Joint,O+,RDUBMU98ZG7,389432
Uthkarsh Lall,Female,3/25/2018,Malia,SEBC,No,47153484,Hindu,RMSA GOVERNMENT SCHOOL,Bharuch,,6th,D,649-605-2844,UthkarshLall@gmail.com,58233,Government,Himmat Raj,Anvi Garg,Tamil,Konkani,Driver,Social Worker,Other/Unknown,Primary School,5498-7119-1312,1871-5727-1656-3484,IDBI Bank,Joint,O+,CGW4JUB51AU,384171
Indrans Bhargava,Male,10/24/2018,Dhansura,DT,No,47130834,Christian,RMSA GOVERNMENT SCHOOL,Gandhinagar,,9th,C,134-621-8163,IndransBhargava@gmail.com,85338,Government,Hrishita Rajagopal,Anay Bumb,Punjabi,Kashmiri,Government Employee,Government Employee,Primary School,Bachelor's Degree,4075-8985-8249,3923-2470-9131-5220,Central Bank Of India,Joint,A-,TPAIIGVQOFQ,384184
Divit Kala,Male,10/15/2018,Jafrabad,DT,No,67426105,Hindu,RMSA GOVERNMENT SCHOOL,Surendranagar,,2nd,D,874-389-5021,DivitKala@gmail.com,71123,Government,Kaira Sibal,Ahana  Kant,Kashmiri,Sindhi,Construction Worker,Other,High School,Vocational/Trade School,1468-1594-4402,4721-2641-3914-3050,Punjab National Bank,Joint,AB+,ITS1Q03MRIO,395445
Rohan Ramaswamy,Female,2/23/2018,Dhoraji,ST,No,25078062,Hindu,RMSA GOVERNMENT SCHOOL,The Dangs,,10th,D,158-326-3592,RohanRamaswamy@gmail.com,73524,Government,Pihu Sawhney,Jayan Lal,Urdu,Maithili,Retired,Doctor,Doctorate/Ph.D.,Master's Degree,8074-1999-1283,5790-6812-8417-7935,State Bank Of India,Individual,A-,M513C12AWN3,387903
Anaya Hegde,Male,7/23/2018,Palanpur,ST,No,55169014,Hindu,RMSA GOVERNMENT SCHOOL,Navsari,,8th,D,934-629-6560,AnayaHegde@gmail.com,34523,Government,Manjari Kumer,Ehsaan Das,Kashmiri,Urdu,Construction Worker,Manager,Doctorate/Ph.D.,Primary School,3775-4509-6355,4945-7887-7843-2270,Indian Bank,Individual,B-,1JGJQRI5F7V,392097
Yashvi Bhatnagar,Female,11/10/2018,Bavla,OBC,No,76370461,Hindu,RMSA GOVERNMENT SCHOOL,Amreli,,3rd,D,889-108-2323,YashviBhatnagar@gmail.com,54019,Government,Mahika Dasgupta,Uthkarsh Anand,Urdu,Telugu,Labour,Doctor,High School,Some College/Associate's Degree,1993-6593-2859,8539-8458-5737-1306,State Bank Of India,Joint,A+,P7ZJEY1NX6S,383939
Yakshit Golla,Female,2/14/2018,Chuda,SC,No,50021717,Muslim,RMSA GOVERNMENT SCHOOL,Gandhinagar,,2nd,C,664-330-1369,YakshitGolla@gmail.com,44511,Government,Misha Lad,Ayesha Srivastava,Konkani,Telugu,Manager,Retired,No Formal Education,Vocational/Trade School,8853-7183-6550,8839-5464-2815-8842,Axis Bank,Joint,A-,KEMQB7YWZ0X,398166
Prisha Dugar,Female,12/4/2018,Dasada,SEBC,No,47530234,Muslim,RMSA GOVERNMENT SCHOOL,Vadodara,,5th,D,663-218-2584,PrishaDugar@gmail.com,32266,Government,Adira Kala,Divyansh Bassi,Sindhi,Malayalam,Artist,IT Professional,Middle School,High School,1109-5562-2030,3249-4482-6278-4319,Punjab National Bank,Individual,AB-,FLZ719A6T6F,393166
Kismat Goswami,Female,2/22/2018,Mahuva,ST,No,40946188,Christian,RMSA GOVERNMENT SCHOOL,Bhavnagar,,12th,D,133-103-6214,KismatGoswami@gmail.com,27716,Government,Nirvi Ganesan,Lakshay Batra,Bodo,Malayalam,IT Professional,Chef,Master's Degree,Some College/Associate's Degree,4992-4136-3506,7061-9278-2462-4456,Indian Bank,Joint,A-,9G0NQS4BAZ7,396923
Chirag Sinha,Female,8/1/2018,Nadiad,OBC,No,49505003,Muslim,RMSA GOVERNMENT SCHOOL,Tapi,,11th,A,315-257-7606,ChiragSinha@gmail.com,93532,Government,Riya Lata,Myra Kalla,Tamil,Gujarati,Artist,Homemaker,Bachelor's Degree,Master's Degree,4233-7917-1680,5371-2498-4070-9980,Axis Bank,Joint,O+,9SY1F7X5Z9Y,390367
Arhaan Gola,Male,12/21/2018,Babra,ST,No,68442838,Hindu,RMSA GOVERNMENT SCHOOL,The Dangs,,2nd,D,758-942-8050,ArhaanGola@gmail.com,61587,Government,Manikya Sachar,Drishya Gera,Manipuri,Malayalam,Construction Worker,Accountant,Middle School,No Formal Education,8027-5341-9215,2399-6776-4373-5265,Indian Bank,Individual,A+,D0JTH2B51PU,389033
Samarth Agate,Female,10/14/2018,Nakhatrana,ST,No,25865269,Muslim,RMSA GOVERNMENT SCHOOL,Dahod,,2nd,A,202-442-3548,SamarthAgate@gmail.com,46253,Government,Vaibhav Din,Hiran Dash,Hindi,Dogri,Construction Worker,Doctor,Other/Unknown,Bachelor's Degree,2619-9037-1650,4368-5170-9110-2929,Central Bank Of India,Joint,A-,8YB6IXPUD3Q,382350
Tarini Koshy,Male,12/4/2018,Umrala,OBC,No,40301058,Christian,RMSA GOVERNMENT SCHOOL,Anand,,6th,C,935-543-1326,TariniKoshy@gmail.com,50108,Government,Ranbir Bava,Saanvi Gill,Dogri,Others,IT Professional,Doctor,Bachelor's Degree,Bachelor's Degree,1304-9102-3186,7916-5817-1066-7498,Punjab National Bank,Joint,O+,K07FN62VX55,385401
Aarav Shukla,Female,11/24/2018,Khanpur,ST,No,37531891,Muslim,RMSA GOVERNMENT SCHOOL,Tapi,,8th,D,331-738-2073,AaravShukla@gmail.com,67910,Government,Yasmin Sahota,Rati Ravel,Others,Punjabi,Teacher,Doctor,Bachelor's Degree,Doctorate/Ph.D.,5591-4467-9042,9049-8139-1160-3971,ICICI Bank,Joint,O+,9JW4KHWA2BT,381699
Heer Sen,Female,9/7/2018,Lunawada,General,No,32781778,Hindu,RMSA GOVERNMENT SCHOOL,Amreli,,6th,D,516-773-6500,HeerSen@gmail.com,97957,Government,Nirvaan Chandran,Misha Sundaram,Punjabi,Kannada,Manager,IT Professional,No Formal Education,Bachelor's Degree,2401-2361-2551,6518-3721-7412-3034,ICICI Bank,Joint,AB+,1VHJHOVTIAF,390795
Advik Khare,Male,8/19/2018,Unjha,DT,No,65976367,Muslim,RMSA GOVERNMENT SCHOOL,Mahesana,,1st,B,601-350-6650,AdvikKhare@gmail.com,81426,Government,Pranay Brar,Uthkarsh Kapur,Bodo,Kashmiri,Teacher,Doctor,Doctorate/Ph.D.,No Formal Education,7667-5131-5376,9505-4819-8286-6735,IDBI Bank,Joint,A+,4BKCNDXTFM8,396364
Pari Sangha,Female,2/9/2018,Dasada,General,No,48871667,Muslim,RMSA GOVERNMENT SCHOOL,Surendranagar,,1st,B,763-862-1949,PariSangha@gmail.com,65009,Government,Nehmat Bose,Arnav Sawhney,Malayalam,Bangla,Sales Representative,Manager,Primary School,Some College/Associate's Degree,1094-8571-1511,6345-9704-4462-6302,Indian Bank,Joint,AB-,BW5FJMMUT1P,399344
Armaan Kapoor,Male,10/24/2018,Deesa,SC,No,65349329,Muslim,RMSA GOVERNMENT SCHOOL,Rajkot,,9th,B,825-369-9503,ArmaanKapoor@gmail.com,47995,Government,Alia Shankar,Devansh Sarkar,Others,Sindhi,Doctor,Teacher,High School,Middle School,4616-1858-5129,9675-7759-3759-7164,Indian Bank,Individual,A+,Q306XRDAJME,399237
Aarna Banerjee,Male,1/10/2018,Radhanpur,ST,No,99230526,Christian,RMSA GOVERNMENT SCHOOL,Sabarkantha,,10th,B,976-538-8728,AarnaBanerjee@gmail.com,58747,Government,Taimur Bala,Jayan Zachariah,Others,Sindhi,Business Owner,Librarian,Master's Degree,High School,5474-9062-3810,8637-9596-6167-5823,ICICI Bank,Individual,B-,J9DNRFU4YIZ,395925
Stuvan Bhakta,Female,7/27/2018,Anjar,SC,No,89613909,Hindu,RMSA GOVERNMENT SCHOOL,Sabarkantha,,8th,A,132-968-2402,StuvanBhakta@gmail.com,98708,Government,Rati Gala,Vivaan Mandal,Urdu,Bangla,Artist,Sales Representative,Some College/Associate's Degree,High School,1203-8770-9331,6361-9608-4478-7443,ICICI Bank,Joint,AB-,574BYM41V1L,383254
Mamooty Sangha,Female,11/8/2018,Tankara,DT,No,23355936,Hindu,RMSA GOVERNMENT SCHOOL,Banaskantha,,12th,D,627-612-3824,MamootySangha@gmail.com,81111,Government,Heer Rao,Ayesha Chakrabarti,Marathi,Kashmiri,Chef,Retired,No Formal Education,No Formal Education,7600-8996-3922,6878-3016-5836-6323,IDBI Bank,Joint,AB+,DTJX2S16DK0,397568
Ahana  Doctor,Female,1/10/2018,Satlasana,SC,No,77895080,Hindu,RMSA GOVERNMENT SCHOOL,Surat,,4th,B,256-629-1895,AhanaDoctor@gmail.com,72623,Government,Ehsaan Kothari,Saanvi Mand,Urdu,Manipuri,Labour,Homemaker,Middle School,High School,1252-5502-7710,5683-4743-1642-7794,State Bank Of India,Individual,AB+,NSV2SWLMJQ5,395439
Manjari Lata,Male,5/17/2018,Khambha,OBC,No,58348128,Christian,RMSA GOVERNMENT SCHOOL,Bhavnagar,,1st,D,788-264-8135,ManjariLata@gmail.com,60646,Government,Yuvraj  Raju,Lagan Jaggi,Manipuri,Sindhi,Retired,Government Employee,Vocational/Trade School,Middle School,2625-5072-8564,7695-6910-8210-3033,Indian Bank,Joint,B-,RV0OUNY6IGN,396080
Hrishita Ahluwalia,Female,6/6/2018,Abdasa,DT,No,92750524,Christian,RMSA GOVERNMENT SCHOOL,Jamnagar,,4th,A,632-193-3075,HrishitaAhluwalia@gmail.com,27994,Government,Renee Rau,Indranil Chakrabarti,Manipuri,Kashmiri,IT Professional,Chef,Some College/Associate's Degree,Doctorate/Ph.D.,2305-9187-8924,6883-6772-3641-4127,ICICI Bank,Joint,AB+,LB67DVST46L,381210
Rati Biswas,Male,12/9/2018,Halol,DT,No,39362474,Muslim,RMSA GOVERNMENT SCHOOL,Valsad,,8th,B,378-459-1868,RatiBiswas@gmail.com,43928,Government,Myra Sabharwal,Vidur Borde,Kashmiri,Manipuri,Business Owner,Business Owner,Bachelor's Degree,High School,8645-7262-7344,4970-6751-4305-5669,Indian Bank,Joint,A-,XIW17R5OS6P,382044
Kashvi Viswanathan,Male,4/26/2018,Lodhika,SEBC,No,69551738,Muslim,RMSA GOVERNMENT SCHOOL,Surat,,9th,A,808-969-6374,KashviViswanathan@gmail.com,98666,Government,Nirvi Bhat,Bhamini Mannan,Gujarati,Gujarati,Artist,Artist,Doctorate/Ph.D.,Other/Unknown,9947-6954-7047,3841-5339-6035-4764,Central Bank Of India,Joint,AB-,SF6KB3042CM,396155
Drishya Cherian,Female,2/27/2018,Prantij,SEBC,No,44481616,Hindu,RMSA GOVERNMENT SCHOOL,Bhavnagar,,11th,B,992-778-1420,DrishyaCherian@gmail.com,78509,Government,Hazel Varghese,Amani Saha,Malayalam,Tamil,Lawyer,Other,High School,No Formal Education,8869-7686-6239,9513-9124-3871-2902,Axis Bank,Joint,AB-,KU2UM9PL671,399371
Miraan Bhatnagar,Female,1/26/2018,Limdi,DT,No,44546741,Hindu,RMSA GOVERNMENT SCHOOL,Jamnagar,,6th,B,685-169-2483,MiraanBhatnagar@gmail.com,39840,Government,Gokul Choudhary,Drishya Gara,Oriya,Konkani,Manager,Other,Some College/Associate's Degree,Bachelor's Degree,5167-5463-9199,8041-8048-4490-9130,Central Bank Of India,Individual,A-,MRSNJ4G0HUI,386975
Ela Kanda,Female,9/23/2018,Anklav,SC,No,47924347,Muslim,RMSA GOVERNMENT SCHOOL,Rajkot,,12th,A,181-475-5313,ElaKanda@gmail.com,78838,Government,Zain Korpal,Aniruddh Tiwari,Nepali,Urdu,Driver,Librarian,No Formal Education,No Formal Education,4062-1955-3892,2588-4027-4874-8380,Punjab National Bank,Joint,B+,SI0S00AI0C1,391006
Renee Rajagopal,Male,10/8/2018,Nakhatrana,ST,No,87993894,Christian,RMSA GOVERNMENT SCHOOL,Rajkot,,9th,D,828-144-9675,ReneeRajagopal@gmail.com,34105,Government,Anvi Sarkar,Onkar Atwal,Maithili,Tamil,Doctor,Accountant,Primary School,Some College/Associate's Degree,2977-9330-9742,4005-9270-4972-6401,Punjab National Bank,Individual,A-,3KX8N203ZEY,384775
Damini Krish,Male,6/11/2018,Becharaji,DT,No,27858703,Hindu,RMSA GOVERNMENT SCHOOL,Valsad,,4th,C,689-815-4715,DaminiKrish@gmail.com,75311,Government,Hridaan Sodhi,Baiju Sood,Tamil,Malayalam,Teacher,Accountant,No Formal Education,Vocational/Trade School,6392-7820-4681,8385-5474-5739-6838,Axis Bank,Individual,AB+,TGW9NHF7K72,397498
Himmat Sridhar,Female,10/9/2018,Chotila,ST,No,79208866,Hindu,RMSA GOVERNMENT SCHOOL,Vadodara,,3rd,A,143-335-7001,HimmatSridhar@gmail.com,56443,Government,Tara Bava,Misha Bhavsar,Gujarati,Gujarati,Artist,Chef,Master's Degree,No Formal Education,4830-2396-8791,6372-8449-5634-9409,Indian Bank,Individual,AB-,87MOWCSIBW4,398944
Miraya Ganesan,Female,3/8/2018,Malpur,OBC,No,67228759,Muslim,RMSA GOVERNMENT SCHOOL,Anand,,9th,D,357-392-9287,MirayaGanesan@gmail.com,89016,Government,Ivana Goswami,Vivaan Samra,Dogri,Malayalam,Labour,Teacher,High School,No Formal Education,8554-1294-3317,2072-7539-3609-9775,Punjab National Bank,Individual,AB+,NGDV9K0HOOP,389089
Rasha Seshadri,Male,8/5/2018,Vijaynagar,OBC,No,76590596,Muslim,RMSA GOVERNMENT SCHOOL,Banaskantha,,3rd,B,891-629-8239,RashaSeshadri@gmail.com,27074,Government,Samarth Joshi,Vidur Chander,Gujarati,Malayalam,Driver,Nurse,Doctorate/Ph.D.,Doctorate/Ph.D.,4188-7297-1779,4128-3507-2398-7277,IDBI Bank,Joint,AB+,9GIBUNRRLAV,394456
Pari Shroff,Male,7/16/2018,Mundra,SC,No,54539325,Muslim,RMSA GOVERNMENT SCHOOL,Amreli,,4th,B,975-570-1621,PariShroff@gmail.com,37545,Government,Yasmin Dugal,Dhruv Gaba,Assamese,Gujarati,Teacher,Retired,Middle School,Doctorate/Ph.D.,3976-7346-7153,1889-3534-4994-9244,Axis Bank,Joint,A+,HN9MO8G7KTP,388040
Yuvraj  Kapadia,Male,5/26/2018,Nakhatrana,DT,No,60349488,Muslim,RMSA GOVERNMENT SCHOOL,Narmada,,6th,B,778-224-8667,YuvrajKapadia@gmail.com,87198,Government,Taimur Rama,Kismat Raju,Nepali,Gujarati,Labour,Government Employee,Bachelor's Degree,Middle School,8393-5828-5568,1578-1318-2738-5996,Axis Bank,Joint,B+,W1RVBL3ZPIM,398014
Abram Keer,Female,2/12/2018,Nakhatrana,OBC,No,77778731,Muslim,RMSA GOVERNMENT SCHOOL,Bharuch,,7th,A,413-792-3060,AbramKeer@gmail.com,33756,Government,Taimur Bhatt,Rania Chandran,Kannada,Sindhi,Doctor,Chef,Other/Unknown,Other/Unknown,6991-5328-3171,2416-6728-2537-6051,State Bank Of India,Joint,A-,RI7BSE5XCW1,382211
Tara Sandal,Male,7/15/2018,Okhamandal,SEBC,No,82170483,Hindu,RMSA GOVERNMENT SCHOOL,Tapi,,7th,D,499-122-2765,TaraSandal@gmail.com,49472,Government,Raunak Jani,Shlok Sampath,Telugu,Assamese,Engineer,Homemaker,Vocational/Trade School,Other/Unknown,5436-4310-3273,5188-1511-3691-7778,HDFC Bank,Individual,B-,4YXUHOFZXKH,388147
Madhav Sibal,Male,12/12/2018,Chuda,DT,No,78059877,Muslim,RMSA GOVERNMENT SCHOOL,Valsad,,2nd,D,387-157-7081,MadhavSibal@gmail.com,27695,Government,Aayush Devi,Mohanlal Chaudhry,Dogri,Tamil,Farmer,Retired,Other/Unknown,Vocational/Trade School,8170-1887-1494,3813-2411-6162-4469,IDBI Bank,Individual,A+,89TM5LLGLGS,386556
