name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Hazel Sarraf,Male,8/21/2018,Sanand,ST,No,85061604,Christian,GOVT. HIGH SEC. SCHOOL,Banaskantha,,2nd,D,899-270-2652,HazelSarraf@gmail.com,85714,Government,Kismat Chand,Reyansh Maharaj,Marathi,Urdu,Artist,Retired,Other/Unknown,Master's Degree,9852-6559-3715,9472-4443-2113-4893,IDBI Bank,Individual,AB+,2GD0H1I8JEB,380994
Kavya Iyengar,Female,5/16/2018,Malia,NT,No,27882409,Christian,GOVT. HIGH SEC. SCHOOL,Kheda,,8th,D,112-127-7303,KavyaIyengar@gmail.com,88290,Government,Prerak DÂAlia,Siya Singh,Punjabi,Bangla,Labour,Accountant,Bachelor's Degree,Bachelor's Degree,7819-2659-6478,1621-1022-3279-3727,Indian Bank,Joint,B+,QE8GVM30HRU,385105
Yashvi Dalal,Male,10/9/2018,Amirgadh,DT,No,80815371,Muslim,GOVT. HIGH SEC. SCHOOL,Valsad,,6th,D,793-803-6574,YashviDalal@gmail.com,49253,Government,Navya Bora,Nayantara Chandran,Konkani,Oriya,Artist,Nurse,Doctorate/Ph.D.,High School,5549-3019-4293,8263-4577-3049-2131,IDBI Bank,Joint,O+,HGC6NN4555M,381215
Sumer Randhawa,Female,3/25/2018,Jafrabad,DT,No,35382522,Muslim,GOVT. HIGH SEC. SCHOOL,Panchmahals,,12th,C,949-538-8278,SumerRandhawa@gmail.com,40890,Government,Devansh Konda,Kashvi Thaker,Oriya,Maithili,Other,Pharmacist,Some College/Associate's Degree,Middle School,6902-8420-5528,6300-1976-3249-6724,Punjab National Bank,Joint,O+,F9O8PW1G5SA,380866
Ira Borra,Male,7/10/2018,Jamnagar,SC,No,15256973,Hindu,GOVT. HIGH SEC. SCHOOL,Surat,,3rd,B,651-495-8973,IraBorra@gmail.com,84535,Government,Hridaan Dara,Raunak Mangat,Telugu,Telugu,Lawyer,Doctor,Master's Degree,Middle School,1277-9616-1488,5944-8970-5600-9994,Central Bank Of India,Joint,B-,LYBHVQCFT05,381204
Kashvi Vaidya,Male,7/7/2018,Thasra,SC,No,70327782,Muslim,GOVT. HIGH SEC. SCHOOL,Surendranagar,,11th,A,383-719-4793,KashviVaidya@gmail.com,51234,Government,Nirvi Korpal,Badal Choudhary,Gujarati,Kashmiri,Government Employee,Doctor,Bachelor's Degree,No Formal Education,7380-5468-1568,1743-9535-8781-9431,State Bank Of India,Individual,AB+,Z9SLHHDAYHJ,392006
Adah Rana,Female,8/14/2018,Petlad,SEBC,No,44662918,Christian,GOVT. HIGH SEC. SCHOOL,Jamnagar,,2nd,D,878-315-9012,AdahRana@gmail.com,74565,Government,Miraan Amble,Anahita Sura,Gujarati,Santali,Lawyer,Labour,Some College/Associate's Degree,Primary School,2225-7729-9169,4382-5566-4460-1177,Punjab National Bank,Joint,O+,P0HSONUU8KP,384657
Lagan Saraf,Female,9/4/2018,Bhachau,SC,No,62543259,Christian,GOVT. HIGH SEC. SCHOOL,Vadodara,,7th,A,273-556-8218,LaganSaraf@gmail.com,30864,Government,Jivin Kulkarni,Bhavin Garg,Urdu,Tamil,Teacher,Librarian,Primary School,Doctorate/Ph.D.,9172-9144-4629,6397-3846-6147-8873,ICICI Bank,Individual,A+,UR1QB59JU30,384750
Tarini Chauhan,Male,10/14/2018,Tankara,DT,No,15739265,Muslim,GOVT. HIGH SEC. SCHOOL,Vadodara,,10th,A,826-951-3617,TariniChauhan@gmail.com,40073,Government,Priyansh Lad,Samaira Saxena,Santali,Punjabi,Engineer,Homemaker,Doctorate/Ph.D.,Vocational/Trade School,7744-8196-3925,5535-7020-4744-4749,Indian Bank,Joint,B+,3NIZIJHW3NK,381830
Lakshit Agate,Male,10/6/2018,Deesa,DT,No,20864043,Hindu,GOVT. HIGH SEC. SCHOOL,Sabarkantha,,6th,B,580-276-9837,LakshitAgate@gmail.com,63053,Government,Divij Vora,Eshani Rajan,Kannada,Kannada,Manager,Doctor,Bachelor's Degree,Doctorate/Ph.D.,4360-1692-7687,2703-7335-3684-9616,State Bank Of India,Individual,A-,CFDXQEIQQTV,391433
Divit Shetty,Male,1/1/2018,Prantij,SC,No,72859556,Muslim,GOVT. HIGH SEC. SCHOOL,Bhavnagar,,10th,C,634-514-4000,DivitShetty@gmail.com,41931,Government,Umang Shankar,Bhavin Chandran,Bangla,Oriya,Doctor,Social Worker,Primary School,Doctorate/Ph.D.,9085-8652-9115,7911-3598-5024-7417,HDFC Bank,Individual,AB+,ZFLN6870LS3,399639
Armaan De,Female,4/24/2018,Anand,General,No,19448353,Muslim,GOVT. HIGH SEC. SCHOOL,Sabarkantha,,2nd,C,477-350-6211,ArmaanDe@gmail.com,68648,Government,Kavya Bhat,Bhavin Hayre,Marathi,Gujarati,Chef,Teacher,Other/Unknown,Vocational/Trade School,4811-3641-8106,8544-7953-8031-1437,Axis Bank,Joint,AB-,QFP69PCBOHL,399880
Emir Dass,Male,9/20/2018,Virpur,DT,No,87766168,Hindu,GOVT. HIGH SEC. SCHOOL,Banaskantha,,12th,D,436-136-5187,EmirDass@gmail.com,42216,Government,Adah Chad,Heer Comar,Malayalam,Bangla,Chef,Homemaker,Primary School,No Formal Education,5048-3761-9334,7431-9936-9310-1482,Punjab National Bank,Individual,AB-,OIDAF6OJY37,393572
Yuvaan Ramesh,Female,12/18/2018,Gadhada,ST,No,55945584,Christian,GOVT. HIGH SEC. SCHOOL,Valsad,,7th,C,687-439-6195,YuvaanRamesh@gmail.com,70315,Government,Vardaniya Chaudhuri,Jiya Kuruvilla,Kannada,Malayalam,Teacher,Accountant,No Formal Education,Vocational/Trade School,4824-1875-5143,6687-7482-1722-5429,Axis Bank,Joint,AB-,QD1H86JNK1T,386583
Pranay Deo,Male,7/18/2018,Lakhtar,SC,No,38142532,Christian,GOVT. HIGH SEC. SCHOOL,Sabarkantha,,4th,D,333-567-2786,PranayDeo@gmail.com,66886,Government,Anay Chakraborty,Elakshi Madan,Kannada,Telugu,Manager,Nurse,High School,Doctorate/Ph.D.,8847-2346-3983,3118-8149-5529-1903,ICICI Bank,Joint,AB+,NEEU5DJF2X0,391882
Rhea Arora,Female,7/19/2018,Fata,SEBC,No,13180107,Hindu,GOVT. HIGH SEC. SCHOOL,Sabarkantha,,8th,B,234-676-2516,RheaArora@gmail.com,32911,Government,Hunar Sandhu,Taimur Gokhale,Telugu,Bangla,Artist,Doctor,Other/Unknown,Bachelor's Degree,4873-3946-2294,6011-5490-9417-6408,State Bank Of India,Joint,A+,TYU5G80EIC4,386632
Lakshit Kohli,Male,2/17/2018,Palitana,SEBC,No,28941794,Christian,GOVT. HIGH SEC. SCHOOL,Ahmedabad,,6th,C,955-805-1183,LakshitKohli@gmail.com,36576,Government,Devansh Barman,Lakshay Gopal,Punjabi,Assamese,Engineer,Chef,Middle School,High School,3858-9554-5551,8790-8372-1593-6647,HDFC Bank,Individual,A+,RICW81DWKSO,389473
Saira Khanna,Female,1/12/2018,Dantiwada,DT,No,26599486,Hindu,GOVT. HIGH SEC. SCHOOL,Mahesana,,6th,A,492-202-1084,SairaKhanna@gmail.com,88214,Government,Kaira Walia,Tanya Warrior,Bodo,Gujarati,Driver,Sales Representative,Bachelor's Degree,Vocational/Trade School,2350-1842-6349,1189-1427-2019-2796,IDBI Bank,Individual,B+,2CTEVZ2VJFN,389240
Yuvraj  Halder,Female,9/3/2018,Unjha,ST,No,95920236,Christian,GOVT. HIGH SEC. SCHOOL,Porbandar,,9th,C,800-295-4082,YuvrajHalder@gmail.com,54550,Government,Khushi Goyal,Jayan Balasubramanian,Telugu,Kannada,Farmer,Business Owner,No Formal Education,Middle School,1260-9934-1656,7922-9665-7057-2304,Axis Bank,Joint,A-,QYLLNYIBBKJ,386118
Bhamini Iyengar,Male,8/2/2018,Jasdan,ST,No,14811778,Hindu,GOVT. HIGH SEC. SCHOOL,Valsad,,5th,A,198-165-8620,BhaminiIyengar@gmail.com,70661,Government,Tushar Guha,Yashvi Sunder,Dogri,Sindhi,IT Professional,Labour,High School,Primary School,4790-3271-2306,5769-9662-2983-7037,Punjab National Bank,Joint,AB+,E8VFJ3GPMXQ,397773
Hunar Dhaliwal,Female,11/9/2018,Harij,SEBC,No,86458968,Christian,GOVT. HIGH SEC. SCHOOL,Rajkot,,8th,C,224-491-2167,HunarDhaliwal@gmail.com,94967,Government,Bhavin Kashyap,Yasmin Baral,Santali,Manipuri,Construction Worker,Artist,Primary School,No Formal Education,2003-3751-8661,6730-6584-6897-8912,IDBI Bank,Joint,AB+,H0TJP6SZC6D,389814
Keya Brahmbhatt,Male,12/11/2018,Anjar,General,No,41463471,Muslim,GOVT. HIGH SEC. SCHOOL,Vadodara,,1st,A,965-174-9701,KeyaBrahmbhatt@gmail.com,47216,Government,Heer Dara,Siya Handa,Tamil,Marathi,Doctor,Secretary,Other/Unknown,Bachelor's Degree,1013-4002-2880,3029-4275-3267-1895,Axis Bank,Individual,B+,8IYLIV238TA,381512
Eshani Varughese,Male,1/23/2018,Visnagar,DT,No,63124907,Hindu,GOVT. HIGH SEC. SCHOOL,Tapi,,7th,D,608-762-5795,EshaniVarughese@gmail.com,91032,Government,Lakshit Gaba,Vardaniya Karan,Marathi,Others,Teacher,Teacher,High School,Primary School,5809-2493-8747,4661-1344-4183-1719,Punjab National Bank,Individual,O+,OI7XWGX5II6,381315
Pranay Rao,Male,4/1/2018,Amreli,OBC,No,80755641,Christian,GOVT. HIGH SEC. SCHOOL,Navsari,,6th,C,980-683-4815,PranayRao@gmail.com,82576,Government,Anaya Sood,Yashvi Brahmbhatt,Bangla,Bodo,Lawyer,Chef,Vocational/Trade School,Primary School,2687-4850-3688,6907-5096-1997-2051,State Bank Of India,Joint,O+,5MX1LJ31J70,389545
Anahita Salvi,Female,8/19/2018,Gariadhar,SC,No,41354117,Christian,GOVT. HIGH SEC. SCHOOL,Narmada,,5th,B,888-271-7240,AnahitaSalvi@gmail.com,41885,Government,Vardaniya Gole,Dhruv Sinha,Assamese,Assamese,Accountant,Homemaker,High School,Middle School,6869-3995-9324,9714-4447-3763-3020,Axis Bank,Joint,A+,91BJO5H4C5V,393927
Advika Dar,Male,7/15/2018,Botad,ST,No,75836343,Hindu,GOVT. HIGH SEC. SCHOOL,Mahesana,,4th,B,362-607-7074,AdvikaDar@gmail.com,49173,Government,Zoya Sem,Rati Karnik,Kashmiri,Punjabi,Engineer,Artist,No Formal Education,Primary School,1286-8289-9298,7360-8278-1949-5352,State Bank Of India,Individual,A-,BQI1MBLJ8WW,395047
Shamik Varty,Female,6/20/2018,Ghogha,DT,No,72103911,Hindu,GOVT. HIGH SEC. SCHOOL,Narmada,,2nd,B,376-190-1582,ShamikVarty@gmail.com,50641,Government,Prerak Karnik,Taimur Manda,Malayalam,Manipuri,Construction Worker,Artist,Primary School,Doctorate/Ph.D.,7041-3579-4698,8950-9134-8985-2029,HDFC Bank,Individual,B+,O8IKZW50MG1,392795
Ahana  Sengupta,Female,6/25/2018,Tankara,SEBC,No,85158116,Christian,GOVT. HIGH SEC. SCHOOL,Valsad,,10th,C,748-283-2655,AhanaSengupta@gmail.com,40871,Government,Ryan Golla,Shaan Dube,Others,Nepali,Government Employee,Manager,Bachelor's Degree,Primary School,9006-1426-3735,7887-8858-1735-2456,Punjab National Bank,Individual,A+,3KVO0869NFV,386227
Armaan Dasgupta,Female,2/10/2018,Nakhatrana,SEBC,No,52113664,Muslim,GOVT. HIGH SEC. SCHOOL,Amreli,,12th,C,567-131-8012,ArmaanDasgupta@gmail.com,36326,Government,Ahana  Mangal,Vardaniya Agarwal,Hindi,Urdu,Farmer,Sales Representative,High School,Some College/Associate's Degree,9363-6421-5626,8039-4289-2739-7457,Indian Bank,Individual,B-,9BL7M2S04UP,391239
Eva Ratti,Female,4/17/2018,Modasa,OBC,No,63689603,Muslim,GOVT. HIGH SEC. SCHOOL,Tapi,,5th,A,521-572-1771,EvaRatti@gmail.com,72628,Government,Nehmat Dada,Sumer Sura,Santali,Manipuri,Doctor,Nurse,High School,High School,3340-9030-1503,8930-2657-3530-8676,IDBI Bank,Individual,A+,2CI2CF33MIT,383117
Nitya Ramesh,Male,3/5/2018,Ghogha,NT,No,39102413,Muslim,GOVT. HIGH SEC. SCHOOL,Jamnagar,,4th,C,912-738-4467,NityaRamesh@gmail.com,26630,Government,Jiya Raman,Urvi Bajaj,Marathi,Assamese,Other,Government Employee,Other/Unknown,No Formal Education,2840-4051-8093,4069-4801-7861-5342,State Bank Of India,Individual,A-,430DO41VPID,395061
Nayantara Thakkar,Female,12/14/2018,Sayla,DT,No,62091086,Muslim,GOVT. HIGH SEC. SCHOOL,Surat,,2nd,C,157-402-7395,NayantaraThakkar@gmail.com,74479,Government,Ojas Wadhwa,Aradhya Tak,Assamese,Tamil,Farmer,Other,Master's Degree,No Formal Education,6345-1794-8616,2500-3561-4795-2798,Central Bank Of India,Joint,AB+,1224BBUN39G,382041
Zara Dora,Male,4/13/2018,Mandal,ST,No,44933155,Muslim,GOVT. HIGH SEC. SCHOOL,The Dangs,,4th,D,560-963-9824,ZaraDora@gmail.com,51002,Government,Mishti Kalita,Aaryahi Mani,Assamese,Assamese,Labour,Sales Representative,Doctorate/Ph.D.,Primary School,2128-2780-4089,6203-6145-9510-9758,Indian Bank,Joint,A+,3A1A3XXP4CO,398887
Zara Khalsa,Male,9/12/2018,Malpur,SC,No,89605667,Muslim,GOVT. HIGH SEC. SCHOOL,Bharuch,,2nd,C,970-819-7542,ZaraKhalsa@gmail.com,54984,Government,Saanvi Bera,Divyansh Gour,Nepali,Kannada,Engineer,Secretary,Other/Unknown,High School,6579-5705-1408,4601-7945-2335-8092,Indian Bank,Individual,B-,IAPSCA7XR1Y,394276
Reyansh Randhawa,Male,6/12/2018,Idar,SC,No,89262991,Hindu,GOVT. HIGH SEC. SCHOOL,Ahmedabad,,10th,B,188-824-9133,ReyanshRandhawa@gmail.com,85805,Government,Jhanvi Gulati,Vedika Srinivasan,Tamil,Manipuri,Manager,Sales Representative,Other/Unknown,Some College/Associate's Degree,8573-2565-2985,6272-4585-3636-6515,ICICI Bank,Individual,O+,YNFR4WG11R1,395138
Anahi Handa,Male,7/17/2018,Sihor,SEBC,No,10840490,Christian,GOVT. HIGH SEC. SCHOOL,Surendranagar,,7th,A,814-455-3084,AnahiHanda@gmail.com,34515,Government,Bhavin Borah,Farhan Chandran,Kannada,Punjabi,Sales Representative,Sales Representative,Bachelor's Degree,Other/Unknown,5933-4782-9881,3337-7397-5806-1872,State Bank Of India,Individual,AB+,ERLHAS27RYI,394310
Neysa Sachdeva,Female,6/6/2018,Dhari,SC,No,45280844,Muslim,GOVT. HIGH SEC. SCHOOL,Kheda,,6th,A,289-305-3373,NeysaSachdeva@gmail.com,64242,Government,Shaan Warrior,Anvi Hari,Punjabi,Nepali,Teacher,Doctor,Bachelor's Degree,Middle School,3224-4154-9043,4356-6724-6299-7524,Central Bank Of India,Individual,B+,CA2V273IWN2,389298
Dhanush Keer,Female,5/24/2018,Meghraj,DT,No,97117025,Muslim,GOVT. HIGH SEC. SCHOOL,Narmada,,7th,D,582-636-3603,DhanushKeer@gmail.com,49240,Government,Kiara Khatri,Shanaya Hari,Gujarati,Nepali,Retired,Labour,Primary School,Middle School,1902-8852-9733,5354-5113-8265-2721,Indian Bank,Individual,AB+,B8OUFIVZKNK,389612
Zain Aurora,Male,5/24/2018,Kunkavav Vadia,SC,No,14867850,Muslim,GOVT. HIGH SEC. SCHOOL,Kheda,,11th,C,645-258-5003,ZainAurora@gmail.com,49276,Government,Dhanuk Maharaj,Badal Rama,Others,Punjabi,Sales Representative,Pharmacist,No Formal Education,Vocational/Trade School,5618-7089-3655,9022-4080-3275-9556,State Bank Of India,Joint,B-,209EPD7EFDS,380903
Indrajit Dar,Male,9/3/2018,Matar,DT,No,26138902,Christian,GOVT. HIGH SEC. SCHOOL,Amreli,,9th,A,531-350-7040,IndrajitDar@gmail.com,34412,Government,Ahana  Buch,Navya Varghese,Assamese,Telugu,Teacher,Secretary,Some College/Associate's Degree,Doctorate/Ph.D.,3590-3432-7421,7084-5099-1710-5383,Punjab National Bank,Individual,AB-,KQEB8YDBDQU,395010
Kavya Venkatesh,Female,1/9/2018,Chuda,DT,No,32843827,Muslim,GOVT. HIGH SEC. SCHOOL,Sabarkantha,,6th,B,401-484-8282,KavyaVenkatesh@gmail.com,37151,Government,Suhana Lal,Farhan Dey,Kashmiri,Hindi,Chef,Social Worker,Middle School,Doctorate/Ph.D.,4056-6848-8342,9038-6063-6731-9309,HDFC Bank,Individual,B-,MHLKH8SJNAV,381961
Ishaan Shroff,Female,6/1/2018,Jamnagar,SC,No,21699706,Hindu,GOVT. HIGH SEC. SCHOOL,Surendranagar,,2nd,B,316-241-8656,IshaanShroff@gmail.com,69086,Government,Trisha Bhatt,Nehmat Rajagopal,Bodo,Dogri,Business Owner,Government Employee,Master's Degree,Other/Unknown,3604-9048-7439,1272-6667-3285-5875,HDFC Bank,Individual,AB+,UC4C5B9HC62,395417
Dishani Madan,Male,12/28/2018,Babra,OBC,No,10044083,Christian,GOVT. HIGH SEC. SCHOOL,Navsari,,4th,B,581-159-6001,DishaniMadan@gmail.com,28532,Government,Ivan Wali,Saira Sarin,Urdu,Others,IT Professional,Librarian,Other/Unknown,Vocational/Trade School,2004-3283-1306,2144-4296-3871-5727,State Bank Of India,Joint,O+,N7UHM420V0R,388202
Himmat Tiwari,Male,5/27/2018,Lakhpat,ST,No,17923646,Christian,GOVT. HIGH SEC. SCHOOL,Tapi,,4th,C,816-308-1604,HimmatTiwari@gmail.com,43179,Government,Seher Chada,Aradhya Uppal,Others,Gujarati,Accountant,Artist,Some College/Associate's Degree,Vocational/Trade School,8452-5078-2660,8676-4459-2374-9353,IDBI Bank,Joint,B-,QGPLYF2CWLQ,397306
Shaan Bhatnagar,Male,3/7/2018,Jambusar,DT,No,12828089,Christian,GOVT. HIGH SEC. SCHOOL,Amreli,,3rd,B,618-242-1650,ShaanBhatnagar@gmail.com,47144,Government,Kiaan Setty,Shlok Bir,Malayalam,Urdu,Chef,Chef,Bachelor's Degree,Doctorate/Ph.D.,9364-6972-9490,6685-8592-9519-5201,Axis Bank,Individual,AB+,T4M7KR64TLL,386324
