name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Pranay Dutt,Male,11/14/2018,Idar,SEBC,No,11378328,Hindu,MODEL SCHOOL,Jamnagar,,8th,B,885-526-6975,PranayDutt@gmail.com,88248,Private,Kabir Behl,Eva Khatri,Hindi,Bangla,Government Employee,Retired,Vocational/Trade School,Middle School,4305-8175-3598,4343-4873-3318-9518,State Bank Of India,Joint,A+,X6ZPJAV7UA0,393268
Mohanlal Deep,Female,10/24/2018,Jamkandorna,ST,No,26258746,Christian,MODEL SCHOOL,Junagadh,,8th,D,246-563-2890,MohanlalDeep@gmail.com,88778,Private,Devansh Venkataraman,Vanya Issac,Sindhi,Assamese,Manager,Labour,High School,Doctorate/Ph.D.,2481-7371-4852,6908-9010-8442-5024,HDFC Bank,Joint,O+,AUOSVA32PNV,388411
Drishya Bhakta,Female,10/1/2018,Bhavnagar,DT,No,60005528,Hindu,MODEL SCHOOL,Rajkot,,8th,D,801-239-7050,DrishyaBhakta@gmail.com,32338,Private,Reyansh Gade,Armaan Kashyap,Tamil,Sindhi,Engineer,Other,Middle School,Master's Degree,1059-7936-2083,9619-2651-3670-1707,HDFC Bank,Joint,A+,ER7RHCY0FD2,381717
Shalv Banerjee,Male,3/13/2018,Morvi,SC,No,20272489,Christian,MODEL SCHOOL,Navsari,,1st,B,495-391-5081,ShalvBanerjee@gmail.com,71573,Private,Hunar Uppal,Jayant Kunda,Malayalam,Sindhi,Business Owner,Retired,Bachelor's Degree,Bachelor's Degree,2103-6222-7765,2188-8084-8398-2927,Central Bank Of India,Joint,B+,MI8617V3BE0,399658
Taimur Batta,Female,2/16/2018,Sayla,SEBC,No,99848410,Hindu,MODEL SCHOOL,Rajkot,,5th,B,831-303-3691,TaimurBatta@gmail.com,88666,Private,Samar Rau,Mannat Guha,Kashmiri,Kashmiri,Manager,Other,Middle School,Some College/Associate's Degree,3204-1562-5007,5200-5169-5565-3630,Punjab National Bank,Joint,AB+,I6HJ5NI48KX,383915
Saira Sridhar,Male,4/21/2018,Tharad,SEBC,No,26988127,Christian,MODEL SCHOOL,Patan,,5th,A,164-999-9460,SairaSridhar@gmail.com,62295,Private,Eva Kara,Rhea Venkataraman,Malayalam,Bodo,Chef,Other,Other/Unknown,Middle School,5297-2007-6285,7321-5425-2623-1018,State Bank Of India,Joint,A-,N3OXJ29R3J9,396909
Taran Khalsa,Female,11/1/2018,Una,SC,No,66828794,Hindu,MODEL SCHOOL,Narmada,,1st,B,553-466-8272,TaranKhalsa@gmail.com,94071,Private,Armaan Salvi,Sumer Jaggi,Kannada,Santali,Farmer,Accountant,Bachelor's Degree,Other/Unknown,6673-3037-8392,2889-3296-6234-4315,Central Bank Of India,Joint,A+,E7OUP8MYZEQ,398142
Stuvan Bal,Male,6/10/2018,Sayla,DT,No,81342176,Christian,MODEL SCHOOL,Amreli,,6th,B,508-559-4907,StuvanBal@gmail.com,29721,Private,Miraan Singh,Parinaaz Jani,Hindi,Assamese,Other,Chef,Other/Unknown,Vocational/Trade School,3195-8918-8423,7157-1259-4557-3263,Central Bank Of India,Individual,A+,DV3ZWD6VNAI,396704
Fateh Bhat,Female,10/20/2018,Malia,ST,No,36299341,Hindu,MODEL SCHOOL,Surat,,8th,D,486-853-9329,FatehBhat@gmail.com,75009,Private,Amira Savant,Kaira Lanka,Oriya,Oriya,Business Owner,Pharmacist,High School,Other/Unknown,7353-1511-5823,3744-7423-9791-9292,Axis Bank,Individual,AB-,KLA5GZ5C7FS,396834
Darshit Chaudhry,Male,9/1/2018,Kathlal,DT,No,66623225,Muslim,MODEL SCHOOL,Ahmedabad,,10th,A,188-223-1866,DarshitChaudhry@gmail.com,66428,Private,Arnav Magar,Jivika Yohannan,Bodo,Dogri,Accountant,Homemaker,Some College/Associate's Degree,Some College/Associate's Degree,7238-5097-4509,4048-8873-3539-8876,Central Bank Of India,Joint,AB+,MBR4Q6WPKKN,388267
Stuvan Ganesan,Female,10/21/2018,Mahesana,SC,No,11472814,Hindu,MODEL SCHOOL,Mahesana,,8th,A,247-834-7320,StuvanGanesan@gmail.com,37971,Private,Jayan Mall,Renee Luthra,Hindi,Sindhi,Labour,Retired,Vocational/Trade School,Master's Degree,7902-5160-1605,1178-3788-8779-8111,Punjab National Bank,Individual,A-,QP42Q9XT35P,388256
Vaibhav Taneja,Female,7/8/2018,Khambhat,DT,No,93428026,Christian,MODEL SCHOOL,The Dangs,,2nd,A,424-286-8991,VaibhavTaneja@gmail.com,56466,Private,Rhea Sodhi,Nishith Sarma,Urdu,Marathi,Retired,Doctor,Bachelor's Degree,Middle School,9281-8524-2366,4171-2339-5057-9541,IDBI Bank,Individual,B-,FPYP3DWRLTS,383457
Kiaan Kulkarni,Female,12/14/2018,Idar,ST,No,69677564,Muslim,MODEL SCHOOL,Gandhinagar,,8th,D,610-255-5561,KiaanKulkarni@gmail.com,25787,Private,Aarush Bal,Oorja Choudhry,Santali,Marathi,Chef,Business Owner,Some College/Associate's Degree,Bachelor's Degree,1473-3004-5623,9027-4978-9126-4592,State Bank Of India,Joint,B-,VXYFQ6LV0JP,384283
Navya Kota,Female,3/26/2018,Lakhpat,DT,No,30449467,Muslim,MODEL SCHOOL,Patan,,2nd,C,717-640-8231,NavyaKota@gmail.com,72904,Private,Advika Bhavsar,Divij Ravi,Bodo,Urdu,Sales Representative,Homemaker,Middle School,Vocational/Trade School,7359-9771-9927,9571-2628-1987-8502,IDBI Bank,Joint,A-,OI832VKGORG,388534
Tanya Ray,Male,5/11/2018,Maliya,DT,No,64254273,Hindu,MODEL SCHOOL,Navsari,,7th,B,268-826-6163,TanyaRay@gmail.com,94524,Private,Purab Dash,Sahil Sem,Kashmiri,Telugu,Labour,Sales Representative,High School,Bachelor's Degree,5379-5197-5716,5828-5739-6510-2876,ICICI Bank,Joint,B+,HR4162JIQ6Y,382309
Vanya Chopra,Male,3/13/2018,Bhabhar,SC,No,18837699,Hindu,MODEL SCHOOL,Navsari,,9th,B,899-991-1231,VanyaChopra@gmail.com,80167,Private,Kashvi Tiwari,Misha Lata,Bodo,Malayalam,Other,Social Worker,Doctorate/Ph.D.,Middle School,7094-7270-7667,1260-4236-4944-6448,Punjab National Bank,Joint,B+,YMIWAN1MZHN,382423
Ehsaan Sinha,Male,9/6/2018,Danta,ST,No,90454510,Christian,MODEL SCHOOL,Gandhinagar,,3rd,B,263-499-8577,EhsaanSinha@gmail.com,72230,Private,Krish Kashyap,Advik Karnik,Sindhi,Marathi,Government Employee,Teacher,Vocational/Trade School,Bachelor's Degree,6354-3171-6864,7065-4702-4338-9307,Punjab National Bank,Joint,A-,8MGVM3Y5RMR,380171
Shanaya Tank,Female,10/13/2018,Rajula,SC,No,17509775,Christian,MODEL SCHOOL,Vadodara,,12th,D,731-789-7964,ShanayaTank@gmail.com,40310,Private,Lakshay Ratta,Heer Borde,Nepali,Santali,Chef,Other,Other/Unknown,Middle School,6003-3361-8850,5911-5809-4470-2731,HDFC Bank,Individual,B+,SL9D5FDM3Q2,384667
Madhav Chandran,Female,5/23/2018,Talaja,SC,No,36480219,Muslim,MODEL SCHOOL,Rajkot,,2nd,C,256-888-4535,MadhavChandran@gmail.com,91486,Private,Jayan Yohannan,Tushar Jaggi,Konkani,Manipuri,IT Professional,Manager,Other/Unknown,Primary School,6817-5303-1401,3059-9491-3546-8857,IDBI Bank,Individual,B+,GYTQVLQLDU8,383350
Lakshit Kumer,Female,10/9/2018,Kutiyana,DT,No,12369658,Christian,MODEL SCHOOL,Junagadh,,12th,B,339-426-4628,LakshitKumer@gmail.com,54128,Private,Ivan Bajwa,Yuvaan Bedi,Manipuri,Konkani,IT Professional,Sales Representative,Middle School,Vocational/Trade School,7841-4751-2784,3549-1791-5989-9634,IDBI Bank,Joint,A+,P9PL8R425WG,399455
Nitya Badami,Male,5/9/2018,Balasinor,SC,No,51356537,Christian,MODEL SCHOOL,Narmada,,12th,B,816-153-6629,NityaBadami@gmail.com,36632,Private,Suhana Borah,Aayush Iyengar,Manipuri,Marathi,Artist,Social Worker,Primary School,No Formal Education,6960-8143-3191,8355-2244-9658-3860,Punjab National Bank,Individual,B+,E0Q7RQI5RRG,386621
Kaira Dube,Female,9/19/2018,Mehmedabad,ST,No,83356213,Muslim,MODEL SCHOOL,Sabarkantha,,1st,C,396-869-9823,KairaDube@gmail.com,48762,Private,Miraan Barman,Miraan Kannan,Oriya,Kashmiri,Teacher,Librarian,No Formal Education,No Formal Education,8708-3049-4295,6763-2332-2713-8677,HDFC Bank,Joint,AB-,IBFQ6MOM8KJ,381377
Veer Sehgal,Female,4/9/2018,Mahuva,DT,No,51745214,Christian,MODEL SCHOOL,Dahod,,7th,C,141-518-8540,VeerSehgal@gmail.com,92607,Private,Taran Banik,Oorja Maharaj,Maithili,Telugu,Farmer,Manager,Doctorate/Ph.D.,Vocational/Trade School,7273-1600-4719,2916-9236-2568-8530,IDBI Bank,Individual,A+,L8HVW5FUS5N,381826
Kimaya Bhatt,Male,8/4/2018,Bagasara,NT,No,19915944,Christian,MODEL SCHOOL,Amreli,,4th,D,362-782-3046,KimayaBhatt@gmail.com,57900,Private,Indranil Goyal,Tanya Bhatia,Nepali,Assamese,Farmer,Retired,Doctorate/Ph.D.,Master's Degree,4923-1214-8368,1813-2677-8657-6964,HDFC Bank,Joint,B+,7OFAKGBJDTJ,389009
Shray Grewal,Male,1/15/2018,Wadhwan,SC,No,54425159,Hindu,MODEL SCHOOL,Kheda,,9th,C,778-412-2107,ShrayGrewal@gmail.com,75874,Private,Hansh Barad,Saksham Dugar,Assamese,Nepali,Government Employee,Teacher,Bachelor's Degree,Primary School,3993-2114-2744,3855-8141-2513-3285,IDBI Bank,Joint,AB+,ORT5Y6KP3UC,388220
Zeeshan Batra,Male,7/3/2018,Vanthali,OBC,No,87790426,Hindu,MODEL SCHOOL,Valsad,,8th,A,168-441-3702,ZeeshanBatra@gmail.com,53923,Private,Hansh Dixit,Lagan Guha,Santali,Marathi,Artist,Pharmacist,Primary School,Primary School,5624-8877-7930,4910-3310-2962-4752,Axis Bank,Joint,B+,125HVFUG20Q,392952
Anahi Rajagopalan,Female,8/24/2018,Keshod,ST,No,43238907,Muslim,MODEL SCHOOL,Anand,,5th,A,418-548-3961,AnahiRajagopalan@gmail.com,90471,Private,Divij Chaudhry,Divit Chokshi,Tamil,Marathi,Government Employee,Government Employee,Bachelor's Degree,Primary School,5653-4784-3616,7679-5561-7766-9473,State Bank Of India,Joint,O+,21I0YWHALBK,386298
Aaina Khanna,Male,9/15/2018,Muli,DT,No,79307887,Christian,MODEL SCHOOL,Surat,,1st,C,441-443-2800,AainaKhanna@gmail.com,98574,Private,Eva Srinivas,Krish Sura,Oriya,Others,Other,Chef,Master's Degree,Some College/Associate's Degree,3374-9695-2829,1781-2882-4387-6737,Axis Bank,Individual,O+,W6RHCBCU5Q5,394863
Jiya Verma,Male,2/18/2018,Limdi,DT,No,72188267,Muslim,MODEL SCHOOL,Surat,,2nd,A,497-412-9340,JiyaVerma@gmail.com,52522,Private,Anvi Thakkar,Oorja Seshadri,Urdu,Nepali,Engineer,IT Professional,Vocational/Trade School,Master's Degree,1848-9859-7722,2586-6693-6376-7771,State Bank Of India,Individual,B-,V80ERUDON9K,394375
Amira Sami,Male,8/28/2018,Bavla,DT,No,57775782,Hindu,MODEL SCHOOL,Vadodara,,3rd,B,812-371-2385,AmiraSami@gmail.com,48771,Private,Ahana  Chanda,Emir Batta,Bodo,Bodo,Retired,Manager,Some College/Associate's Degree,No Formal Education,3255-2795-9581,8787-8009-8077-9716,ICICI Bank,Joint,B+,AWXD6W7KQ4S,390372
Alia Magar,Male,12/14/2018,Bagasara,OBC,No,91377177,Christian,MODEL SCHOOL,Narmada,,5th,B,571-106-7646,AliaMagar@gmail.com,82661,Private,Navya Chatterjee,Pari Kunda,Gujarati,Marathi,IT Professional,Manager,Primary School,Bachelor's Degree,1148-3710-6837,9118-6728-8027-2690,Indian Bank,Individual,A-,77LIU9FD6H3,395971
Vritika Roy,Male,12/21/2018,Detroj-Rampura,ST,No,25799778,Muslim,MODEL SCHOOL,Panchmahals,,2nd,B,374-933-4745,VritikaRoy@gmail.com,92957,Private,Divij Master,Adah Ganguly,Sindhi,Nepali,Retired,Pharmacist,Bachelor's Degree,Doctorate/Ph.D.,9058-1297-8964,8866-1755-5036-8321,Indian Bank,Joint,O+,BWZYVSM6RQ8,392633
Divyansh Shere,Male,11/3/2018,Umreth,DT,No,27806051,Hindu,MODEL SCHOOL,Mahesana,,2nd,A,332-517-9390,DivyanshShere@gmail.com,94644,Private,Krish Hans,Ehsaan Dugar,Oriya,Kashmiri,Farmer,Librarian,Vocational/Trade School,Other/Unknown,5626-2618-8049,5375-7431-5960-7183,Punjab National Bank,Joint,A-,WUQ6SLZECLT,395981
Yuvaan Ravi,Female,8/21/2018,Gondal,NT,No,68588094,Christian,MODEL SCHOOL,Gandhinagar,,1st,B,945-332-4256,YuvaanRavi@gmail.com,35596,Private,Advika Ganguly,Vardaniya Lanka,Telugu,Hindi,Engineer,Nurse,Master's Degree,Middle School,1705-8927-9844,9745-8925-3329-2554,Punjab National Bank,Individual,AB-,DZBPNICJ4VS,398289
Shayak Baral,Male,10/19/2018,Deesa,SEBC,No,23792934,Christian,MODEL SCHOOL,Surendranagar,,6th,D,178-599-7298,ShayakBaral@gmail.com,84025,Private,Kanav Jayaraman,Lagan Basak,Dogri,Malayalam,Farmer,Business Owner,High School,Doctorate/Ph.D.,8154-5696-7884,2005-1027-7575-7299,Indian Bank,Joint,AB-,LCWBSAU1RGQ,381656
Gokul Lalla,Male,6/10/2018,Mangrol,ST,No,79574512,Hindu,MODEL SCHOOL,Sabarkantha,,7th,A,631-507-2733,GokulLalla@gmail.com,94687,Private,Prerak Samra,Lavanya Uppal,Manipuri,Kashmiri,Other,Retired,Some College/Associate's Degree,Primary School,4805-4875-5762,1972-6518-6142-7250,ICICI Bank,Individual,O+,33YSV4MY7CQ,395333
Oorja Chad,Male,9/17/2018,Dhansura,General,No,31961674,Hindu,MODEL SCHOOL,Ahmedabad,,7th,B,224-876-7810,OorjaChad@gmail.com,49823,Private,Jivin Chahal,Navya Sawhney,Marathi,Nepali,Doctor,Retired,No Formal Education,Bachelor's Degree,7178-2012-4386,2107-7931-7733-9780,Indian Bank,Individual,B-,6CHER1ZJ84P,386913
Anya Sandhu,Male,5/10/2018,Kapadvanj,ST,No,27983544,Christian,MODEL SCHOOL,Porbandar,,11th,A,100-455-1789,AnyaSandhu@gmail.com,79694,Private,Baiju Chandran,Alia Sule,Marathi,Kannada,Accountant,Teacher,Vocational/Trade School,Master's Degree,1060-1444-2093,2751-6392-3071-9635,Central Bank Of India,Individual,A-,BCPPR9E76XF,390138
Anika Thakur,Male,12/19/2018,Malpur,SC,No,16449369,Muslim,MODEL SCHOOL,Bharuch,,11th,B,311-635-1962,AnikaThakur@gmail.com,35594,Private,Manikya Char,Bhavin Atwal,Dogri,Assamese,Retired,Nurse,Primary School,Bachelor's Degree,1231-4906-1615,3930-7954-8258-9118,Indian Bank,Joint,A+,V9OLGFRB14R,389013
Anahi Magar,Female,12/4/2018,Halol,ST,No,78382338,Christian,MODEL SCHOOL,The Dangs,,5th,B,339-491-8619,AnahiMagar@gmail.com,63166,Private,Vihaan Bhavsar,Aniruddh Goel,Kannada,Gujarati,Chef,Retired,Master's Degree,Primary School,7062-4791-7768,8737-2444-1918-5264,ICICI Bank,Individual,B-,UZ5JSLGIC5W,395098
Misha Gade,Female,3/28/2018,Daskroi,OBC,No,28597639,Hindu,MODEL SCHOOL,Panchmahals,,11th,C,112-835-6740,MishaGade@gmail.com,42744,Private,Keya Batta,Vedika Seth,Sindhi,Malayalam,IT Professional,Teacher,Other/Unknown,Doctorate/Ph.D.,3900-4005-1032,9754-4026-3163-2090,State Bank Of India,Joint,AB-,93GQPC92G40,383286
Vedika Chauhan,Female,10/7/2018,Kathlal,NT,No,46890013,Hindu,MODEL SCHOOL,Narmada,,11th,B,257-945-6766,VedikaChauhan@gmail.com,29850,Private,Anya Thakkar,Sumer Sarna,Bangla,Tamil,Farmer,Pharmacist,Other/Unknown,Primary School,7742-7323-1576,6077-2090-2289-8416,Axis Bank,Individual,B-,PCFU454SSQ7,392332
Hridaan Chand,Male,10/14/2018,Morvi,ST,No,71889108,Hindu,MODEL SCHOOL,Banaskantha,,5th,D,129-821-7811,HridaanChand@gmail.com,43241,Private,Oorja Hegde,Urvi Chokshi,Hindi,Manipuri,Other,Retired,Middle School,Bachelor's Degree,1299-3081-6507,7048-3676-7249-1090,State Bank Of India,Individual,O+,9K7Z21IQAMI,381769
Uthkarsh Sandhu,Female,11/6/2018,Dhrangadhra,SC,No,38401014,Hindu,MODEL SCHOOL,Narmada,,4th,C,736-290-6938,UthkarshSandhu@gmail.com,67625,Private,Reyansh Sami,Prisha Bawa,Assamese,Telugu,Engineer,IT Professional,Doctorate/Ph.D.,Master's Degree,2535-2715-5390,9111-9638-2276-6925,ICICI Bank,Individual,A+,0S6WJ1I2UOF,384105
Siya Toor,Female,12/2/2018,Thasra,SEBC,No,42809165,Muslim,MODEL SCHOOL,Patan,,10th,D,706-706-6333,SiyaToor@gmail.com,69553,Private,Heer Deol,Mannat Wagle,Oriya,Manipuri,Driver,Labour,Bachelor's Degree,Doctorate/Ph.D.,6020-1425-6245,3918-4324-3620-6851,Central Bank Of India,Individual,A+,PFKKOT3DWBB,381905
Zoya Boase,Female,10/9/2018,Kalol,General,No,84977936,Hindu,MODEL SCHOOL,Vadodara,,8th,D,727-732-4796,ZoyaBoase@gmail.com,60654,Private,Aniruddh Mane,Vritika Mahajan,Konkani,Konkani,Retired,Other,Master's Degree,High School,8024-1855-5021,3980-6696-4551-2189,HDFC Bank,Individual,O+,XJHDO2FQFMF,385097
Madhup Tank,Female,3/17/2018,Rajula,SC,No,92658432,Muslim,MODEL SCHOOL,Bhavnagar,,12th,D,399-635-5770,MadhupTank@gmail.com,62834,Private,Arhaan Jayaraman,Manikya Sane,Konkani,Kashmiri,Labour,Homemaker,Vocational/Trade School,Master's Degree,3607-5898-6281,8658-5628-5206-6450,HDFC Bank,Joint,AB+,WR6SAAFHXMD,397880
Myra Cherian,Female,2/7/2018,Dasada,DT,No,15266013,Christian,MODEL SCHOOL,Junagadh,,7th,B,869-622-3089,MyraCherian@gmail.com,55805,Private,Neysa Bahl,Umang Sachar,Malayalam,Assamese,Labour,Retired,Other/Unknown,Vocational/Trade School,3721-4342-8511,6367-4331-5680-4195,State Bank Of India,Joint,O+,3TQ39LGIX0S,397121
Samaira Dixit,Female,7/18/2018,Bhesan,SEBC,No,46498175,Muslim,MODEL SCHOOL,Bharuch,,9th,A,189-171-3038,SamairaDixit@gmail.com,99069,Private,Stuvan Sekhon,Chirag Gade,Tamil,Santali,Farmer,Secretary,High School,Vocational/Trade School,3641-9868-1272,6493-8978-8024-5103,Punjab National Bank,Individual,O+,ICS0F7S09D2,393915
Shray Shanker,Male,3/21/2018,Mahuva,DT,No,18136824,Hindu,MODEL SCHOOL,Navsari,,4th,B,489-532-7903,ShrayShanker@gmail.com,98952,Private,Lavanya Raja,Ranbir Ghose,Manipuri,Maithili,Engineer,Pharmacist,Other/Unknown,No Formal Education,6292-2538-1949,7796-1211-9004-7131,ICICI Bank,Joint,B+,ENNK20PIYED,384151
Advik Brahmbhatt,Male,8/5/2018,Bhanvad,SC,No,58625600,Christian,MODEL SCHOOL,Navsari,,12th,B,553-397-3803,AdvikBrahmbhatt@gmail.com,80027,Private,Anay Sarna,Rati Lalla,Bangla,Dogri,Teacher,IT Professional,Master's Degree,Bachelor's Degree,6915-8141-4723,1108-8786-9877-8340,IDBI Bank,Individual,A-,5C11O0OG50F,387261
Vanya Choudhary,Female,7/27/2018,Kalol,SC,No,91300674,Muslim,MODEL SCHOOL,Surat,,8th,B,849-770-3754,VanyaChoudhary@gmail.com,76885,Private,Charvi Vyas,Divyansh Sathe,Konkani,Manipuri,Labour,Business Owner,Doctorate/Ph.D.,No Formal Education,7535-1517-2018,1680-7394-3435-2287,Indian Bank,Joint,AB-,B50WKW31LF1,399342
Hansh Ratta,Male,6/23/2018,Dasada,SEBC,No,58735128,Hindu,MODEL SCHOOL,Rajkot,,3rd,B,125-983-6848,HanshRatta@gmail.com,81601,Private,Eva Date,Ayesha Rajagopal,Bangla,Oriya,Retired,Business Owner,Middle School,Some College/Associate's Degree,8041-3423-2115,3094-8218-2423-1393,Central Bank Of India,Individual,AB+,7EP3124A6VY,393008
Umang Sibal,Male,1/10/2018,Ranpur,DT,No,33238293,Muslim,MODEL SCHOOL,Kheda,,12th,A,176-820-9400,UmangSibal@gmail.com,30584,Private,Ayesha Bali,Kaira Bose,Telugu,Maithili,Other,Government Employee,Bachelor's Degree,Middle School,1215-6739-1835,8510-6428-2017-5105,Indian Bank,Individual,B-,QVEE9LUN4UM,398799
