name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Advik Deshpande,Female,4/27/2018,Mehmedabad,SC,No,91941571,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Sabarkantha,,7th,D,943-507-4047,AdvikDeshpande@gmail.com,50730,Government,Miraan Rajagopal,Yuvraj  Mani,Manipuri,Hindi,Sales Representative,Homemaker,Doctorate/Ph.D.,No Formal Education,5344-3598-5558,6340-3079-1815-1278,Indian Bank,Individual,AB+,WQIWUJ8IOV3,389850
Manikya Karan,Female,1/19/2018,Mahudha,DT,No,97316012,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Narmada,,9th,B,826-516-8915,ManikyaKaran@gmail.com,58706,Government,Amani Brar,Ayesha Shetty,Maithili,Marathi,Manager,Librarian,Doctorate/Ph.D.,No Formal Education,5411-2969-6266,8840-2688-5877-6684,State Bank Of India,Individual,B+,Z3A9W9ITUQT,395133
Taimur Sehgal,Male,11/24/2018,Jafrabad,SEBC,No,73004456,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Panchmahals,,10th,A,127-760-2892,TaimurSehgal@gmail.com,52314,Government,Dhanush Jaggi,Baiju Halder,Marathi,Kannada,Chef,Business Owner,Some College/Associate's Degree,Other/Unknown,3709-4855-2524,3813-4377-2084-5529,State Bank Of India,Joint,B-,8I7RO91JCYI,394872
Tejas Baria,Male,6/22/2018,Modasa,DT,No,52222166,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Sabarkantha,,5th,B,793-346-7866,TejasBaria@gmail.com,96436,Government,Sana Lal,Ahana  Goyal,Kannada,Malayalam,Sales Representative,Chef,Middle School,No Formal Education,8581-3382-4213,8228-2495-9766-4280,HDFC Bank,Joint,AB-,EU8OATWAUBY,381882
Tushar Mahajan,Male,10/23/2018,Viramgam,ST,No,34143654,Christian,SHRI GOVERNMENT HIGH SCHOOL,Anand,,5th,D,768-121-8279,TusharMahajan@gmail.com,46573,Government,Piya Subramaniam,Dhanuk Kalita,Maithili,Hindi,Accountant,Sales Representative,No Formal Education,Vocational/Trade School,4407-7401-8772,3020-4111-2571-8682,Indian Bank,Joint,A-,H15I1789WWP,397617
Saanvi Gala,Male,7/16/2018,Sayla,DT,No,43602156,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Panchmahals,,8th,D,698-110-8363,SaanviGala@gmail.com,81185,Government,Aarush Goswami,Kartik Varma,Tamil,Telugu,Manager,Artist,Middle School,Doctorate/Ph.D.,7444-7480-5855,4678-4272-5135-4014,IDBI Bank,Individual,B-,TJUUW50X4VN,394740
Bhamini Kohli,Female,12/17/2018,Morvi,OBC,No,15355962,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Banaskantha,,6th,B,634-874-4116,BhaminiKohli@gmail.com,27829,Government,Emir Wali,Ivana Bajwa,Urdu,Bangla,Teacher,Librarian,Middle School,Other/Unknown,9596-4329-1473,7636-7818-3319-9328,ICICI Bank,Individual,A-,1GPWR0PJEMT,394261
Shaan Deep,Female,12/2/2018,Junagadh,SC,No,33824963,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Navsari,,3rd,D,128-413-9649,ShaanDeep@gmail.com,42902,Government,Hansh Borde,Mishti Raman,Nepali,Tamil,Sales Representative,Government Employee,Doctorate/Ph.D.,Primary School,8134-7687-1221,1663-1576-7837-2638,Axis Bank,Joint,AB+,N3ZXY3OFFW9,386882
Renee Ratti,Male,11/26/2018,Matar,DT,No,88053764,Christian,SHRI GOVERNMENT HIGH SCHOOL,Porbandar,,10th,C,227-535-3946,ReneeRatti@gmail.com,66925,Government,Anahita Iyengar,Adira Arora,Kannada,Marathi,Artist,Other,Master's Degree,Some College/Associate's Degree,4263-2984-7826,8484-8416-5766-3035,Punjab National Bank,Individual,A-,8AY3MSN3LPZ,397677
Divyansh Dani,Male,7/14/2018,Dasada,General,No,89787661,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Surendranagar,,3rd,C,495-527-6242,DivyanshDani@gmail.com,33046,Government,Kartik Dutta,Renee Rout,Malayalam,Others,Government Employee,Business Owner,High School,Primary School,6783-2702-2406,5757-9916-8498-7263,Axis Bank,Individual,AB+,BIQ2X0KO1PF,391532
Taran Master,Male,9/1/2018,Jetpur,DT,No,42861901,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Dahod,,6th,B,671-884-8714,TaranMaster@gmail.com,60846,Government,Ishita Raj,Indrajit Kar,Bodo,Assamese,Labour,Pharmacist,Some College/Associate's Degree,Bachelor's Degree,8378-2493-9181,4752-6530-7291-7596,State Bank Of India,Joint,A+,VTIPMGLEWTV,381231
Anahi Kulkarni,Male,9/17/2018,Jamkandorna,ST,No,95866556,Hindu,SHRI GOVERNMENT HIGH SCHOOL,The Dangs,,11th,C,348-826-3525,AnahiKulkarni@gmail.com,48194,Government,Indrajit Hora,Zoya Vala,Tamil,Dogri,Artist,Labour,Some College/Associate's Degree,Vocational/Trade School,9309-2382-3199,1480-8268-1426-3183,Axis Bank,Individual,B+,XNDGLW2ZZ8O,393106
Samaira Badal,Female,5/16/2018,Jodiya,OBC,No,95300338,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Tapi,,2nd,B,919-455-3167,SamairaBadal@gmail.com,69732,Government,Mannat Walla,Umang Kashyap,Sindhi,Punjabi,Other,Social Worker,No Formal Education,Other/Unknown,1635-2506-7679,1991-2786-9513-5705,ICICI Bank,Joint,B-,XL5P8H02GFB,398193
Jayesh Sathe,Female,10/26/2018,Kheralu,SEBC,No,23060665,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Bharuch,,6th,D,174-843-4127,JayeshSathe@gmail.com,25720,Government,Madhav Kale,Alisha Saraf,Konkani,Dogri,Driver,Manager,Vocational/Trade School,Doctorate/Ph.D.,3745-5456-3862,9867-6411-1023-8849,HDFC Bank,Joint,A-,35Y33ESJZ66,381391
Neysa Dube,Male,2/14/2018,Junagadh,DT,No,70298580,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Bharuch,,10th,A,460-107-7938,NeysaDube@gmail.com,77935,Government,Adah Zachariah,Jivika Loke,Bodo,Punjabi,Business Owner,Nurse,Doctorate/Ph.D.,High School,7327-5806-6971,7532-1150-5629-8648,Indian Bank,Individual,AB-,7O0PVS49ME8,383537
Onkar Mann,Female,12/28/2018,Harij,SC,No,22883887,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Amreli,,1st,C,152-705-7183,OnkarMann@gmail.com,39815,Government,Saksham Mall,Priyansh Walla,Sindhi,Others,Engineer,Business Owner,Middle School,Master's Degree,2078-9401-7483,4690-1122-3193-6255,Central Bank Of India,Joint,B+,YWETLF6BP8Y,391729
Faiyaz Jha,Female,12/11/2018,Prantij,SEBC,No,16002762,Christian,SHRI GOVERNMENT HIGH SCHOOL,Mahesana,,8th,C,287-818-2291,FaiyazJha@gmail.com,73158,Government,Alia Gera,Divij Mangal,Nepali,Others,Farmer,Sales Representative,Some College/Associate's Degree,Some College/Associate's Degree,9127-6267-6266,6048-8059-7162-9311,Punjab National Bank,Individual,B-,BAAAGPYSYV7,396557
Nakul Badal,Female,12/10/2018,Vanthali,SC,No,26331251,Christian,SHRI GOVERNMENT HIGH SCHOOL,Gandhinagar,,5th,B,490-138-9299,NakulBadal@gmail.com,86195,Government,Amani Dixit,Nirvaan Borra,Kashmiri,Dogri,Other,Nurse,Primary School,Other/Unknown,7294-3618-4573,5330-7687-8437-6269,Indian Bank,Joint,B+,SLR00NQFSCM,383970
Ryan Wali,Female,8/19/2018,Morwa (Hadaf),DT,No,76428360,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Banaskantha,,8th,D,784-648-6736,RyanWali@gmail.com,46500,Government,Hunar Sarin,Saira Sangha,Konkani,Others,Accountant,Social Worker,Other/Unknown,Bachelor's Degree,5456-7307-6281,7279-4288-8825-5403,Punjab National Bank,Individual,B+,NW15FJ0ODLQ,388862
Taimur Banik,Female,5/17/2018,Upleta,ST,No,10080201,Christian,SHRI GOVERNMENT HIGH SCHOOL,Mahesana,,11th,C,690-496-1729,TaimurBanik@gmail.com,48407,Government,Veer Sarkar,Indrajit Wali,Sindhi,Bodo,Labour,Homemaker,Doctorate/Ph.D.,Doctorate/Ph.D.,8090-1570-2832,7429-2678-5398-5717,State Bank Of India,Joint,A-,L8RNVJI66OZ,380360
Rhea Devan,Male,8/1/2018,Mandal,ST,No,35759455,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Sabarkantha,,7th,B,870-743-6747,RheaDevan@gmail.com,45888,Government,Aayush Borde,Rania Kumar,Kannada,Konkani,Labour,Artist,Some College/Associate's Degree,No Formal Education,7562-5889-4034,1810-9978-8015-8953,HDFC Bank,Individual,AB-,NBBP7NVFOCW,397134
Hridaan Raju,Female,9/24/2018,Jamnagar,DT,No,53954306,Christian,SHRI GOVERNMENT HIGH SCHOOL,Kheda,,1st,D,941-207-8694,HridaanRaju@gmail.com,59707,Government,Lavanya Ganesh,Urvi Ganesan,Manipuri,Hindi,Sales Representative,Secretary,Some College/Associate's Degree,Middle School,7797-2062-7339,2337-5711-2834-1150,State Bank Of India,Joint,A+,UBLLOVMTDOS,387343
Adah Chandra,Female,11/28/2018,Amreli,ST,No,35819329,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Rajkot,,6th,D,326-875-3616,AdahChandra@gmail.com,56243,Government,Vidur Sur,Advik Raj,Malayalam,Manipuri,Government Employee,Sales Representative,Vocational/Trade School,No Formal Education,8034-8787-1443,7874-4994-6781-4963,Axis Bank,Joint,B-,7B3F2IB9GPH,399742
Hazel Kamdar,Male,3/17/2018,Sami,DT,No,69686391,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Banaskantha,,10th,A,970-315-7074,HazelKamdar@gmail.com,50027,Government,Vardaniya Bansal,Zoya Rajan,Malayalam,Nepali,Chef,Teacher,Bachelor's Degree,Middle School,2557-7701-9981,4452-2862-1575-5806,IDBI Bank,Joint,O+,MVG728OXLYF,393408
Baiju Ramachandran,Female,1/3/2018,Una,ST,No,56887665,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Sabarkantha,,2nd,D,988-492-3512,BaijuRamachandran@gmail.com,49491,Government,Ela Mander,Anahi Chaudhuri,Marathi,Telugu,Chef,Librarian,Some College/Associate's Degree,Primary School,1979-8382-9992,1939-1142-4650-3208,Indian Bank,Individual,O+,A79ZYNJ1ICT,380688
Shalv Sinha,Male,4/8/2018,Petlad,SC,No,53211814,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Banaskantha,,11th,B,628-286-8564,ShalvSinha@gmail.com,70120,Government,Faiyaz Rattan,Miraan Shroff,Konkani,Punjabi,Sales Representative,Secretary,Middle School,Master's Degree,5948-3580-8216,4303-4871-2839-4066,ICICI Bank,Joint,AB+,VPVCQ1PGJMY,395096
Keya Venkataraman,Female,2/26/2018,Bayad,OBC,No,91001439,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Vadodara,,11th,C,296-851-4213,KeyaVenkataraman@gmail.com,59642,Government,Adira Sen,Shray Sarin,Sindhi,Nepali,Teacher,Secretary,Master's Degree,Some College/Associate's Degree,5500-4588-2843,6014-6034-5363-6347,Axis Bank,Individual,AB-,MNQO6R54WX1,397270
Kismat Bhat,Male,11/5/2018,Sutrapada,DT,No,74973890,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Jamnagar,,9th,A,708-876-4961,KismatBhat@gmail.com,33504,Government,Jayesh Bora,Parinaaz Dar,Others,Kannada,Chef,Manager,Vocational/Trade School,Other/Unknown,7739-4425-4911,2758-7877-9842-9386,Punjab National Bank,Joint,AB-,Z8XADZTITHS,381698
Baiju Agate,Male,8/14/2018,Ahmadabad City,General,No,41361412,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Tapi,,11th,A,459-401-4008,BaijuAgate@gmail.com,69719,Government,Bhamini Bhakta,Priyansh Kashyap,Hindi,Bodo,Government Employee,Sales Representative,Doctorate/Ph.D.,No Formal Education,9128-8494-1822,1767-1332-6907-5695,State Bank Of India,Joint,B+,YDET29U969A,396107
Jayesh Sarraf,Female,2/1/2018,Patan,DT,No,63392968,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Surat,,11th,C,422-741-2928,JayeshSarraf@gmail.com,45363,Government,Hunar Boase,Prisha Aggarwal,Malayalam,Punjabi,Accountant,Manager,Primary School,Vocational/Trade School,7683-9280-1655,4259-9542-2656-2589,Indian Bank,Individual,A+,UWXYMXOQ6T0,399403
Jivika Sha,Female,3/28/2018,Nakhatrana,ST,No,48965258,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Dahod,,11th,A,719-192-1218,JivikaSha@gmail.com,31268,Government,Tushar Chakrabarti,Heer Garg,Oriya,Punjabi,Chef,Sales Representative,High School,Other/Unknown,1440-7042-6379,2291-9680-1079-7762,Indian Bank,Individual,AB-,EDTCA4RELIG,390325
Nehmat Bora,Male,8/26/2018,Kalavad,DT,No,70326466,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Gandhinagar,,10th,B,663-573-8092,NehmatBora@gmail.com,88410,Government,Khushi Lala,Misha Handa,Kannada,Tamil,Other,Other,High School,Primary School,8416-2081-1922,2270-5552-9577-8096,Axis Bank,Joint,AB-,ZMGT2FT48Y5,393908
Ojas Behl,Male,3/17/2018,Dhansura,DT,No,46215665,Christian,SHRI GOVERNMENT HIGH SCHOOL,Bharuch,,10th,B,948-595-3336,OjasBehl@gmail.com,41112,Government,Dharmajan Kata,Mamooty Ramesh,Dogri,Sindhi,Lawyer,Teacher,Middle School,Vocational/Trade School,6978-2678-7887,7935-7156-4641-4686,State Bank Of India,Joint,B-,6N1EKQ0M20Z,395311
Alia Kalita,Female,7/15/2018,Maliya,DT,No,90252395,Christian,SHRI GOVERNMENT HIGH SCHOOL,Anand,,8th,A,241-613-4335,AliaKalita@gmail.com,64712,Government,Umang Tiwari,Taran Srinivasan,Tamil,Konkani,Teacher,Accountant,Primary School,Primary School,3730-3079-5412,4044-6139-2503-1831,IDBI Bank,Individual,O+,KB18Y98IEVY,396801
Zeeshan Bhavsar,Female,7/28/2018,Mendarda,SC,No,91532315,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Rajkot,,11th,A,454-766-5081,ZeeshanBhavsar@gmail.com,41924,Government,Nitya Rana,Taimur Bhasin,Sindhi,Telugu,Artist,Manager,Middle School,Vocational/Trade School,7552-7445-8852,2127-8595-6191-8804,Punjab National Bank,Joint,A-,COQZ88E4I06,394356
Adah Choudhury,Male,3/7/2018,Khambhat,SC,No,13433210,Christian,SHRI GOVERNMENT HIGH SCHOOL,Amreli,,10th,C,685-340-4176,AdahChoudhury@gmail.com,37352,Government,Oorja Varkey,Miraya Walla,Oriya,Malayalam,Driver,Doctor,Other/Unknown,Vocational/Trade School,9444-3455-8498,2531-1824-9848-8231,ICICI Bank,Individual,A-,PUXJ82AVDLH,393956
Uthkarsh Shenoy,Female,8/14/2018,Kheralu,DT,No,91675747,Christian,SHRI GOVERNMENT HIGH SCHOOL,Gandhinagar,,11th,D,220-707-1852,UthkarshShenoy@gmail.com,59806,Government,Neelofar Ben,Samiha Batra,Manipuri,Nepali,Engineer,Labour,High School,No Formal Education,5841-7744-9151,9669-8362-1159-1578,IDBI Bank,Individual,A-,F0BVYFL7ZA2,397902
Nakul Grover,Female,8/23/2018,Kheda,SC,No,87763244,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Gandhinagar,,11th,D,877-930-2988,NakulGrover@gmail.com,39445,Government,Jayesh Dar,Krish Bawa,Manipuri,Maithili,Accountant,Doctor,Other/Unknown,Middle School,6303-5540-8066,6806-5662-5668-2070,Axis Bank,Joint,AB-,PCLKU9AC6S1,398649
Samarth Kade,Male,1/27/2018,Meghraj,SEBC,No,95022816,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Dahod,,8th,C,745-166-1844,SamarthKade@gmail.com,85943,Government,Ryan Savant,Hunar Ramesh,Malayalam,Punjabi,Sales Representative,Social Worker,Bachelor's Degree,Some College/Associate's Degree,5536-2595-1734,7509-2109-6866-4810,HDFC Bank,Joint,AB+,Y65L4F6B86P,380194
Vardaniya Sabharwal,Female,4/4/2018,Wadhwan,General,No,98876991,Christian,SHRI GOVERNMENT HIGH SCHOOL,Porbandar,,6th,A,117-162-8072,VardaniyaSabharwal@gmail.com,26123,Government,Taimur Sahni,Anaya Sharma,Hindi,Kannada,Other,Artist,Some College/Associate's Degree,Master's Degree,2394-8300-8505,9172-3927-7418-8377,ICICI Bank,Joint,B-,7O6IIH3X44R,382297
Ivan Baria,Female,3/21/2018,Junagadh,SEBC,No,45782567,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Porbandar,,9th,B,571-763-2862,IvanBaria@gmail.com,69257,Government,Stuvan Badami,Saksham Deo,Sindhi,Malayalam,Government Employee,Business Owner,Doctorate/Ph.D.,Middle School,1177-1815-7764,4480-2040-4254-6657,State Bank Of India,Joint,B+,1FIS952CXOB,380747
Advik Kade,Female,4/25/2018,Vanthali,NT,No,30765305,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Tapi,,7th,B,748-560-5812,AdvikKade@gmail.com,88416,Government,Pranay Bumb,Advik Srinivas,Manipuri,Oriya,Government Employee,Teacher,Middle School,Some College/Associate's Degree,9410-8478-7973,4993-7454-5184-8147,ICICI Bank,Joint,O+,V9KN1AF4NNN,394628
Anahita Lalla,Female,9/6/2018,Anklav,DT,No,15204691,Christian,SHRI GOVERNMENT HIGH SCHOOL,Amreli,,11th,D,458-133-4680,AnahitaLalla@gmail.com,81788,Government,Hazel Venkataraman,Indrajit Dutt,Bodo,Gujarati,Artist,Social Worker,Bachelor's Degree,Master's Degree,5698-6865-8260,3700-9127-1837-4946,HDFC Bank,Individual,AB-,V3MTDFNR5QA,385333
Madhup Salvi,Male,3/19/2018,Gariadhar,DT,No,88820037,Christian,SHRI GOVERNMENT HIGH SCHOOL,Mahesana,,3rd,C,310-820-8613,MadhupSalvi@gmail.com,91738,Government,Alia Keer,Siya Bhatti,Gujarati,Urdu,Driver,Secretary,Middle School,Master's Degree,9903-2443-5953,5409-5836-5260-6755,Axis Bank,Individual,B-,OYPEQ4YLS0X,380671
Inaaya  Chandran,Female,9/11/2018,Visavadar,SC,No,67900963,Christian,SHRI GOVERNMENT HIGH SCHOOL,Surendranagar,,9th,D,200-890-7340,InaayaChandran@gmail.com,79445,Government,Vanya Shenoy,Mannat Chanda,Bodo,Konkani,Other,Business Owner,Middle School,Other/Unknown,3822-7897-7052,6296-6325-8700-8796,HDFC Bank,Individual,AB+,UIE5TA6SI51,388052
Ivan Master,Male,5/19/2018,Manavadar,SC,No,65285250,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Valsad,,10th,B,267-277-9558,IvanMaster@gmail.com,81819,Government,Drishya Baral,Hunar Bhatt,Bodo,Kannada,Accountant,IT Professional,Middle School,Vocational/Trade School,2606-1244-8674,7425-6964-6125-9644,Axis Bank,Individual,A+,5E17VTJ1BBL,391851
Divit Borah,Male,12/14/2018,Lakhpat,SC,No,64018855,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Anand,,1st,D,548-869-2373,DivitBorah@gmail.com,71671,Government,Anahita Dhawan,Riya Tak,Marathi,Sindhi,Doctor,Nurse,Middle School,Middle School,6100-8880-7604,1811-1208-6175-3936,State Bank Of India,Joint,B+,54TMMZHGA4X,386060
Amira Kashyap,Male,7/6/2018,Jafrabad,SC,No,57282000,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Junagadh,,12th,A,384-601-5903,AmiraKashyap@gmail.com,51920,Government,Anya Srinivas,Ahana  Amble,Punjabi,Urdu,Manager,Librarian,No Formal Education,Middle School,7565-3018-9709,7743-3035-9120-1927,State Bank Of India,Joint,AB+,GRNFH7JGV10,387284
Zaina Char,Female,1/14/2018,Rajula,SEBC,No,76441430,Christian,SHRI GOVERNMENT HIGH SCHOOL,Narmada,,8th,A,671-202-4500,ZainaChar@gmail.com,27277,Government,Fateh Kala,Renee Ravi,Oriya,Gujarati,Teacher,Labour,High School,Primary School,1799-1949-1755,4659-9051-3507-3334,State Bank Of India,Individual,O+,7SMTE837WN9,396429
Amani Loke,Female,7/15/2018,Gadhada,DT,No,91065269,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Kheda,,10th,B,979-268-7911,AmaniLoke@gmail.com,43128,Government,Lavanya Venkatesh,Renee Balasubramanian,Tamil,Telugu,Lawyer,Labour,Master's Degree,No Formal Education,4573-6649-7881,5580-7683-6645-6907,ICICI Bank,Joint,A-,VG2EQLKDCA4,389243
Badal Sharma,Female,2/4/2018,Tharad,DT,No,60458291,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Sabarkantha,,10th,B,842-683-3247,BadalSharma@gmail.com,83439,Government,Hazel Madan,Ryan Ravi,Urdu,Kannada,Construction Worker,Social Worker,Vocational/Trade School,Doctorate/Ph.D.,9399-3746-8876,5970-9114-4538-7480,Punjab National Bank,Joint,B+,VR1TK85JVQD,389778
Priyansh Bumb,Male,10/9/2018,Palitana,ST,No,11573919,Christian,SHRI GOVERNMENT HIGH SCHOOL,Rajkot,,8th,B,501-392-8791,PriyanshBumb@gmail.com,58141,Government,Mohanlal Lata,Aayush Dhar,Nepali,Bangla,Chef,Business Owner,Vocational/Trade School,Master's Degree,2168-9118-1838,4279-7885-7014-3260,HDFC Bank,Joint,B+,RH9IOJ586TZ,393384
Ira Hayer,Female,1/22/2018,Himatnagar,SC,No,63888379,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Ahmedabad,,12th,D,189-185-4853,IraHayer@gmail.com,73225,Government,Nayantara Kashyap,Inaaya  Bali,Bangla,Marathi,Engineer,Accountant,Bachelor's Degree,No Formal Education,8251-5147-1508,1451-8696-9173-3448,Punjab National Bank,Joint,A-,Z02BXXXATVO,395461
Aayush Sathe,Male,2/11/2018,Khedbrahma,DT,No,59337088,Christian,SHRI GOVERNMENT HIGH SCHOOL,Vadodara,,10th,A,676-619-8697,AayushSathe@gmail.com,93591,Government,Anaya Dash,Uthkarsh Banerjee,Manipuri,Oriya,IT Professional,Retired,Master's Degree,Bachelor's Degree,5496-6163-5044,3933-7503-5834-6803,State Bank Of India,Individual,AB-,H5UDXYZD773,390770
Shanaya Aggarwal,Female,4/10/2018,Sayla,SC,No,36597197,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Panchmahals,,12th,A,743-347-2539,ShanayaAggarwal@gmail.com,70879,Government,Jayesh Goswami,Raghav Rajan,Gujarati,Tamil,Manager,Sales Representative,Bachelor's Degree,No Formal Education,5189-6251-9960,1252-4348-7932-3171,Punjab National Bank,Joint,AB+,VZY3W0ZBRSQ,382279
Aarush Vyas,Female,5/6/2018,Khedbrahma,ST,No,25271016,Muslim,SHRI GOVERNMENT HIGH SCHOOL,Narmada,,12th,D,606-463-8970,AarushVyas@gmail.com,75472,Government,Indrajit Choudhary,Elakshi Barad,Oriya,Gujarati,Sales Representative,Sales Representative,High School,Doctorate/Ph.D.,8060-9318-1566,3615-9519-9527-9314,State Bank Of India,Joint,A+,BQSZ5VZC32S,389348
