name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Tiya Bassi,Male,3/23/2018,Anand,DT,No,76488906,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Banaskantha,,12th,D,205-572-4867,TiyaBassi@gmail.com,72120,Government,Samar Gaba,Gokul Ravi,Nepali,Konkani,Driver,Doctor,Doctorate/Ph.D.,Bachelor's Degree,2587-6292-2054,7067-4240-1474-9450,HDFC Bank,Individual,A+,Q7P0FXLS33E,395109
Sana Chander,Female,3/28/2018,Rajkot,SEBC,No,13001178,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Anand,,5th,A,392-710-5116,SanaChander@gmail.com,58070,Government,Hunar Joshi,Keya Gandhi,Dogri,Kannada,Lawyer,Accountant,Master's Degree,High School,8613-6006-7639,5604-6258-7933-3183,ICICI Bank,Individual,AB+,S462CV41NU3,384257
Advik Sundaram,Female,9/8/2018,Malpur,SEBC,No,27535563,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Vadodara,,8th,A,885-897-2957,AdvikSundaram@gmail.com,96632,Government,Rohan Sankar,Onkar Kunda,Marathi,Bodo,Driver,Chef,High School,Doctorate/Ph.D.,7867-7739-2054,3096-2654-8718-1043,State Bank Of India,Individual,A-,XS01P0EWGA9,386230
Vivaan Gala,Female,6/27/2018,Kotda Sangani,DT,No,77166431,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,The Dangs,,12th,A,165-254-4623,VivaanGala@gmail.com,94359,Government,Bhamini Mandal,Sana Wali,Dogri,Gujarati,Teacher,Manager,Other/Unknown,Some College/Associate's Degree,7226-8296-5367,1155-1516-2420-1218,Punjab National Bank,Individual,B+,E2UVY8G2I8N,393837
Zaina Venkatesh,Female,5/26/2018,Jafrabad,DT,No,33721844,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Dahod,,2nd,C,889-850-7721,ZainaVenkatesh@gmail.com,68824,Government,Heer Batra,Advika Mangat,Maithili,Malayalam,Government Employee,Pharmacist,Master's Degree,Other/Unknown,9224-7934-4937,5631-3966-5896-5766,State Bank Of India,Joint,O+,CNBS2S1BNMZ,387120
Mehul Bansal,Female,3/4/2018,Dhrol,DT,No,19789727,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Surat,,5th,A,161-595-7014,MehulBansal@gmail.com,74294,Government,Purab Bhatti,Alisha Bahl,Bangla,Malayalam,Construction Worker,Pharmacist,No Formal Education,Doctorate/Ph.D.,1941-4616-2190,8896-9929-2506-7120,ICICI Bank,Joint,B+,1AC4B7NN9TY,383261
Tanya Vasa,Male,5/16/2018,Mansa,DT,No,86054285,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Sabarkantha,,1st,A,858-610-8493,TanyaVasa@gmail.com,42202,Government,Sahil Gade,Vanya Gupta,Dogri,Maithili,Engineer,Labour,Other/Unknown,Other/Unknown,9466-9419-6191,2780-9399-6854-7365,Axis Bank,Joint,B+,B6XBP3QNNHP,391459
Aarush Butala,Male,2/28/2018,Kalavad,SEBC,No,94650478,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Tapi,,12th,C,328-246-2966,AarushButala@gmail.com,39287,Government,Samaira Chauhan,Samarth Sachdev,Maithili,Sindhi,Doctor,Teacher,Doctorate/Ph.D.,Doctorate/Ph.D.,5303-9032-2715,4669-3664-9548-5406,Indian Bank,Individual,AB+,Y3JQXUHXRAH,394500
Veer Gara,Female,4/22/2018,Kadi,SC,No,66893305,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Mahesana,,6th,B,308-345-8659,VeerGara@gmail.com,57283,Government,Fateh Iyengar,Indrans Kibe,Malayalam,Sindhi,Labour,Librarian,No Formal Education,Bachelor's Degree,1034-3928-9279,7142-6466-2478-7621,HDFC Bank,Joint,A-,QTJ0TIGVHPD,399088
Krish Amble,Female,8/27/2018,Dasada,NT,No,67191108,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Banaskantha,,11th,C,802-627-2775,KrishAmble@gmail.com,28428,Government,Biju Seshadri,Adah Sehgal,Kannada,Sindhi,Artist,Pharmacist,Vocational/Trade School,High School,2495-2987-3351,7492-8944-9609-6019,Indian Bank,Individual,A-,Y5YI691ENJF,397622
Divij Date,Male,6/24/2018,Gandhidham,NT,No,33251579,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Dahod,,9th,B,670-453-7342,DivijDate@gmail.com,93169,Government,Himmat DÂAlia,Gatik Choudhry,Marathi,Malayalam,Other,Accountant,Primary School,Middle School,3471-1795-3300,8774-3509-5651-4613,ICICI Bank,Joint,A-,KVW7MLKFXBV,383617
Hiran Vala,Female,12/21/2018,Patan-Veraval,DT,No,25842031,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Navsari,,1st,A,965-429-6674,HiranVala@gmail.com,67912,Government,Shayak Wadhwa,Jivika Kibe,Punjabi,Bangla,Doctor,Secretary,Vocational/Trade School,Master's Degree,2000-1648-7214,8522-8916-6475-1324,Axis Bank,Individual,A-,UZZV9FXBR2K,389327
Dharmajan Chopra,Male,3/4/2018,Sihor,SC,No,43543708,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Navsari,,3rd,C,493-399-2510,DharmajanChopra@gmail.com,87661,Government,Misha Chowdhury,Devansh Contractor,Malayalam,Kashmiri,Labour,Manager,No Formal Education,Vocational/Trade School,3713-2696-6054,8059-1365-9559-7658,Indian Bank,Individual,A-,RUJFZZ2VSMH,387879
Aayush Choudhary,Female,6/15/2018,Halvad,SC,No,33034419,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Jamnagar,,3rd,A,480-941-2106,AayushChoudhary@gmail.com,80456,Government,Sahil Tailor,Krish Gour,Sindhi,Hindi,IT Professional,Sales Representative,Middle School,Some College/Associate's Degree,9239-9021-3027,3145-7651-1843-6816,State Bank Of India,Joint,O+,PR6YUVIVO5V,399170
Divij Chander,Male,2/3/2018,Maliya,ST,No,31288227,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Kheda,,10th,B,257-672-3316,DivijChander@gmail.com,81824,Government,Kartik Choudhry,Aarav Sidhu,Punjabi,Assamese,Artist,Manager,Doctorate/Ph.D.,Other/Unknown,4570-6915-3904,4554-2460-1891-6782,HDFC Bank,Joint,B-,KV5MMGFN2S8,380280
Nitya Hari,Male,4/12/2018,Fata,DT,No,76009310,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Vadodara,,3rd,C,676-668-1939,NityaHari@gmail.com,31001,Government,Kashvi Dyal,Jhanvi Dugal,Konkani,Maithili,Construction Worker,Government Employee,Doctorate/Ph.D.,Master's Degree,2542-6458-5468,4066-8621-3414-9080,Punjab National Bank,Individual,A-,DCXBBL3Y636,395858
Hazel Mander,Female,3/17/2018,Sojitra,NT,No,27731051,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Tapi,,10th,C,150-164-6610,HazelMander@gmail.com,33770,Government,Ayesha Divan,Baiju Johal,Bodo,Marathi,Labour,Doctor,High School,Vocational/Trade School,4770-1504-3806,7228-4688-4599-4527,IDBI Bank,Individual,A-,MDL2LDDTOT2,380716
Aarush Garde,Female,8/10/2018,Savarkundla,SC,No,42944946,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Navsari,,6th,A,523-798-2760,AarushGarde@gmail.com,93707,Government,Lakshay Chaudry,Stuvan Issac,Telugu,Bodo,IT Professional,Retired,Bachelor's Degree,Master's Degree,4349-8575-9544,1059-1293-8586-2927,ICICI Bank,Individual,B-,FY9QEFTHDL9,394116
Aarav Upadhyay,Male,3/18/2018,Satlasana,ST,No,57571696,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Rajkot,,12th,D,203-572-5204,AaravUpadhyay@gmail.com,83602,Government,Samar Luthra,Divyansh Jhaveri,Manipuri,Marathi,Sales Representative,Doctor,Other/Unknown,Primary School,8146-8050-6881,1520-5889-3483-8507,ICICI Bank,Joint,A+,PFZMMV0Z0LT,380134
Indranil Bedi,Male,11/28/2018,Tharad,SC,No,25892509,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Rajkot,,3rd,D,178-597-9421,IndranilBedi@gmail.com,96922,Government,Aarav Kari,Mamooty Ben,Others,Urdu,Doctor,IT Professional,Master's Degree,Middle School,4852-1578-8015,6702-5433-4521-9466,ICICI Bank,Individual,B-,MP2G3PMMTFH,397671
Samarth Agate,Male,10/2/2018,Mansa,ST,No,76292653,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bhavnagar,,2nd,A,270-228-7048,SamarthAgate@gmail.com,49153,Government,Trisha Gola,Ela Kata,Konkani,Kashmiri,Construction Worker,Social Worker,No Formal Education,Primary School,8714-3077-5405,6201-6625-4160-2067,Indian Bank,Individual,A-,9OMNDBIUTT4,392399
Elakshi Rau,Male,7/24/2018,Amreli,ST,No,77848526,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Anand,,7th,D,225-868-4269,ElakshiRau@gmail.com,90652,Government,Dhanuk Gara,Uthkarsh Ramesh,Kashmiri,Others,Construction Worker,Business Owner,High School,Other/Unknown,3507-8899-3170,1025-8659-2808-5600,IDBI Bank,Individual,AB+,K2TS4T1J2MQ,393432
Pranay Bhatti,Male,3/5/2018,Chuda,DT,No,18093272,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bhavnagar,,7th,A,877-553-2306,PranayBhatti@gmail.com,99545,Government,Fateh Sagar,Lakshay Ben,Sindhi,Urdu,Government Employee,Secretary,High School,Bachelor's Degree,6544-8127-9876,4181-3581-2350-4377,Punjab National Bank,Joint,A+,SUY75SQQO96,380441
Aaryahi Loke,Female,3/5/2018,Ahmadabad City,SC,No,24804337,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Gandhinagar,,11th,A,102-211-6990,AaryahiLoke@gmail.com,30932,Government,Kanav Sathe,Arnav Batra,Hindi,Hindi,Sales Representative,Government Employee,Vocational/Trade School,Bachelor's Degree,3728-1463-1936,1022-7493-5547-7313,Axis Bank,Individual,AB+,BES65082KTY,388113
Ayesha Wadhwa,Male,4/23/2018,Khanpur,OBC,No,26094960,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Surendranagar,,10th,D,265-440-3618,AyeshaWadhwa@gmail.com,64776,Government,Dhruv Samra,Indrans Sanghvi,Maithili,Nepali,Accountant,Librarian,Master's Degree,No Formal Education,3764-9718-6561,9406-4280-8267-1455,Axis Bank,Joint,AB-,IPY3IYFKGR1,388750
Ishita Bajaj,Female,11/18/2018,Mahuva,ST,No,30610368,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Patan,,3rd,D,275-981-7342,IshitaBajaj@gmail.com,92158,Government,Uthkarsh Kapur,Seher Tripathi,Nepali,Sindhi,Government Employee,Pharmacist,Bachelor's Degree,Doctorate/Ph.D.,2239-1330-8316,9652-5863-3270-5313,State Bank Of India,Joint,AB-,5ZS8N6ESLBJ,391651
Sara Jhaveri,Male,3/19/2018,Malia,DT,No,52870707,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Ahmedabad,,9th,D,354-313-1793,SaraJhaveri@gmail.com,61810,Government,Indranil Aurora,Tiya Vala,Punjabi,Nepali,Government Employee,Retired,Vocational/Trade School,High School,8408-2350-3966,6681-3296-1728-4554,IDBI Bank,Joint,AB-,YXAKRFZ88N1,386020
Zaina Sani,Female,1/24/2018,Palitana,ST,No,27643992,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Valsad,,5th,A,267-851-7943,ZainaSani@gmail.com,79830,Government,Seher Hans,Keya Verma,Telugu,Tamil,Farmer,Retired,Vocational/Trade School,Some College/Associate's Degree,7776-5263-3007,3868-4756-9758-7732,Punjab National Bank,Individual,AB+,I1FUJ1JYCLE,390483
Rati Savant,Female,5/21/2018,Deodar,OBC,No,44452342,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Patan,,10th,A,882-176-8143,RatiSavant@gmail.com,46330,Government,Rasha Keer,Kanav Balay,Bangla,Maithili,Government Employee,Librarian,Bachelor's Degree,Middle School,2014-4893-1981,1060-1020-7215-9282,Central Bank Of India,Individual,B-,SQGV4XCQRGM,387150
Nirvaan Krishna,Female,12/7/2018,Porbandar,SEBC,No,58348588,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bharuch,,5th,B,417-694-8815,NirvaanKrishna@gmail.com,80434,Government,Kabir Raj,Damini Kapadia,Konkani,Oriya,Retired,Homemaker,Doctorate/Ph.D.,No Formal Education,4467-5219-3541,4096-6645-5900-2596,Axis Bank,Individual,O+,TECLQV26TBW,388698
Shlok Dara,Female,4/9/2018,Manavadar,DT,No,88522649,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Panchmahals,,1st,C,388-773-4815,ShlokDara@gmail.com,54977,Government,Tanya Chander,Eshani Kannan,Marathi,Santali,Construction Worker,Other,Some College/Associate's Degree,Some College/Associate's Degree,2357-2326-1404,5670-2883-6482-1182,Indian Bank,Joint,AB-,FPIPCZUBYSN,384791
Arnav Sengupta,Male,12/5/2018,Dholka,SC,No,70831962,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Surat,,1st,D,297-510-8213,ArnavSengupta@gmail.com,36340,Government,Vedika Barad,Tiya Ghosh,Hindi,Nepali,Business Owner,Other,Vocational/Trade School,Middle School,5542-6612-4637,4916-6196-7029-4120,Punjab National Bank,Joint,B+,WUWMV97N1HY,395624
Keya Gandhi,Female,3/7/2018,Balasinor,General,No,38634543,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Panchmahals,,9th,B,904-767-9661,KeyaGandhi@gmail.com,66037,Government,Charvi Iyer,Saira Kapadia,Dogri,Dogri,Sales Representative,Homemaker,Master's Degree,Bachelor's Degree,7254-3682-5243,6447-4358-4988-8422,Punjab National Bank,Joint,B-,MJ8XB6Z2EJ3,399713
Aradhya Grewal,Male,3/13/2018,Jafrabad,ST,No,98525889,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Anand,,6th,D,625-287-4568,AradhyaGrewal@gmail.com,75866,Government,Anaya Virk,Nehmat Sule,Malayalam,Others,IT Professional,IT Professional,Bachelor's Degree,Other/Unknown,8352-6263-1387,2256-9119-6454-1233,Indian Bank,Joint,O+,ECHX7KA91JV,398696
Lagan Kale,Male,10/24/2018,Ghogha,SEBC,No,10135247,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bharuch,,10th,C,856-691-2625,LaganKale@gmail.com,69156,Government,Aradhya Sahni,Riya Bir,Kannada,Telugu,Sales Representative,Teacher,Primary School,Vocational/Trade School,7860-6532-1457,4529-3348-1432-7409,IDBI Bank,Individual,A-,07NQQF422TX,385412
Urvi Kale,Female,11/26/2018,Kadana,SC,No,97759134,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Dahod,,2nd,B,994-552-9713,UrviKale@gmail.com,67234,Government,Ivan Kata,Mannat Acharya,Hindi,Bodo,Teacher,Nurse,Master's Degree,Other/Unknown,8919-5744-9568,6778-8967-7393-4513,Axis Bank,Individual,AB-,0MWPJEIYU1U,396645
Jivin Chowdhury,Female,6/20/2018,Lakhtar,ST,No,30360116,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Kheda,,12th,D,246-472-3075,JivinChowdhury@gmail.com,93340,Government,Hiran Bhatt,Veer Dayal,Marathi,Marathi,Driver,Labour,Vocational/Trade School,Some College/Associate's Degree,6396-3138-4713,1235-4933-8861-4092,Punjab National Bank,Joint,O+,FRRLP68BEWD,383456
Ira Verma,Female,9/28/2018,Jambusar,DT,No,99193745,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Patan,,1st,A,503-580-1078,IraVerma@gmail.com,83738,Government,Gokul Raval,Anvi Sehgal,Telugu,Gujarati,Farmer,Teacher,Bachelor's Degree,No Formal Education,4941-7380-2579,6556-5687-8971-9299,HDFC Bank,Joint,A+,ISX40IA4ESX,393243
Nitya Jayaraman,Female,12/3/2018,Kheralu,OBC,No,72962781,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Tapi,,10th,D,698-857-6638,NityaJayaraman@gmail.com,37436,Government,Vritika Cherian,Dhanush Handa,Marathi,Kannada,Labour,Librarian,Vocational/Trade School,Doctorate/Ph.D.,6258-3935-3237,3159-7341-8768-5492,Punjab National Bank,Individual,A+,J184QOJ1E3K,380800
Shray Lala,Female,11/26/2018,Kalyanpur,ST,No,78679124,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Dahod,,8th,D,769-251-7902,ShrayLala@gmail.com,52552,Government,Abram Ranganathan,Samarth Kulkarni,Santali,Kannada,Other,Sales Representative,Master's Degree,Bachelor's Degree,4474-1114-5631,2664-6310-5502-6718,Indian Bank,Individual,A+,1ERSY41Z5SB,394589
Alia Bhardwaj,Male,9/9/2018,Dantiwada,SC,No,81270959,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Valsad,,12th,D,772-130-7723,AliaBhardwaj@gmail.com,83198,Government,Mishti Chandran,Vanya Thakkar,Punjabi,Bodo,Construction Worker,Social Worker,Doctorate/Ph.D.,Doctorate/Ph.D.,1746-7898-2264,7650-7901-1029-2776,IDBI Bank,Individual,A-,2C5A8IR4LMJ,397223
Lakshit Goda,Male,7/22/2018,Visnagar,ST,No,41049388,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Rajkot,,3rd,C,117-813-5898,LakshitGoda@gmail.com,85123,Government,Heer Venkatesh,Priyansh Iyer,Assamese,Others,Construction Worker,Librarian,Other/Unknown,Primary School,5152-6804-9276,6019-1944-9336-1430,Central Bank Of India,Joint,AB-,CCBPK5NWPY8,385907
Taimur Sama,Male,3/19/2018,Mahudha,SC,No,61217713,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Junagadh,,1st,C,576-944-4202,TaimurSama@gmail.com,43956,Government,Pihu Saha,Amani Maharaj,Tamil,Bangla,Farmer,IT Professional,No Formal Education,Other/Unknown,2215-4465-3735,5460-4901-9974-9906,Punjab National Bank,Individual,AB+,DUW3WZTPUQR,398995
Dishani Mahal,Male,8/18/2018,Kalol,SC,No,13404966,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Dahod,,11th,C,693-133-8794,DishaniMahal@gmail.com,50059,Government,Samaira Ratta,Farhan Madan,Malayalam,Manipuri,Teacher,Retired,Master's Degree,Middle School,2541-3900-9450,1387-5556-8677-7315,Central Bank Of India,Individual,B-,GOUO59UXSBX,397307
Mehul Doshi,Female,2/12/2018,Unjha,DT,No,18172616,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Navsari,,8th,C,947-930-9309,MehulDoshi@gmail.com,34924,Government,Miraan Vig,Reyansh Bhatia,Sindhi,Others,Driver,Government Employee,No Formal Education,Other/Unknown,3329-2011-1158,4929-7087-7463-8808,IDBI Bank,Individual,O+,4172XMAPMTA,382108
Advik Sachar,Female,1/5/2018,Dhansura,SEBC,No,22681017,Hindu,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Gandhinagar,,5th,A,752-961-2595,AdvikSachar@gmail.com,58586,Government,Anaya Soni,Alisha Mani,Malayalam,Punjabi,Retired,Government Employee,High School,Other/Unknown,3906-6780-1347,4514-7917-6664-9625,Punjab National Bank,Individual,A+,IH4LMHCX6DQ,381337
Devansh Apte,Female,3/21/2018,Jafrabad,SEBC,No,54127817,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Gandhinagar,,12th,A,875-805-3012,DevanshApte@gmail.com,26260,Government,Shalv Wadhwa,Hridaan Kannan,Kannada,Telugu,Labour,Pharmacist,Master's Degree,Primary School,6640-2429-8890,6497-7255-3577-1939,Indian Bank,Individual,A-,6R0A8UQNO40,397196
Nitya Ramesh,Male,5/4/2018,Vijaynagar,OBC,No,61957956,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Narmada,,4th,B,530-444-7751,NityaRamesh@gmail.com,78524,Government,Emir Krishna,Siya Chada,Telugu,Tamil,Doctor,Artist,Bachelor's Degree,Vocational/Trade School,5818-3241-2117,5508-9875-6540-1182,Punjab National Bank,Joint,AB-,XKMN28M02AP,397262
Abram Iyengar,Male,10/12/2018,Khanpur,SC,No,69999157,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,The Dangs,,11th,D,697-150-7502,AbramIyengar@gmail.com,87304,Government,Yuvaan Chakraborty,Madhup Hayer,Maithili,Maithili,Sales Representative,Librarian,Doctorate/Ph.D.,Other/Unknown,1343-1616-9983,6488-4161-2439-5826,Axis Bank,Individual,O+,G9TFW6P1UJH,395264
Sahil Shetty,Female,9/24/2018,Visnagar,SC,No,53271574,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bhavnagar,,10th,A,551-893-3916,SahilShetty@gmail.com,86614,Government,Neelofar Ghose,Yasmin Master,Punjabi,Konkani,Retired,Doctor,Other/Unknown,Master's Degree,8604-9406-9380,3437-2678-3850-7716,IDBI Bank,Individual,A+,J46LCZNYNWC,395351
