name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Ela Sundaram,Female,10/15/2018,Vav,NT,No,26448649,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Surendranagar,,3rd,D,919-210-2192,ElaSundaram@gmail.com,70114,Private,Shamik Kata,Kavya Keer,Kannada,Urdu,Driver,Government Employee,Some College/Associate's Degree,Middle School,6083-1784-4913,3400-7533-8218-9269,Axis Bank,Joint,O+,A1H7S0IN27T,380377
Ayesha Badami,Female,1/20/2018,Savarkundla,SEBC,No,99936686,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Porbandar,,2nd,B,362-479-9177,AyeshaBadami@gmail.com,45191,Private,Tara Amble,Anaya Chaudry,Hindi,Konkani,Retired,Secretary,Middle School,High School,6152-3928-1673,4281-5637-2892-1716,State Bank Of India,Individual,AB+,W2SFUVOUZQ2,385012
Umang Bajaj,Male,4/22/2018,Savarkundla,SC,No,51631736,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Ahmedabad,,5th,D,878-616-2097,UmangBajaj@gmail.com,57001,Private,Damini Shah,Hansh Doshi,Maithili,Malayalam,Driver,Doctor,Some College/Associate's Degree,Some College/Associate's Degree,7789-1430-8627,2755-4283-4438-5996,State Bank Of India,Joint,B+,3LEES23NBWL,389206
Trisha Reddy,Male,12/15/2018,Borsad,DT,No,77507935,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Panchmahals,,1st,D,585-891-4847,TrishaReddy@gmail.com,65180,Private,Suhana Som,Aradhya Sibal,Hindi,Malayalam,IT Professional,Teacher,Bachelor's Degree,Some College/Associate's Degree,2132-8382-4905,7721-7138-5267-7142,IDBI Bank,Joint,A+,0WOLXH1W9U2,391768
Ira Chana,Male,5/8/2018,Mahesana,SC,No,40905782,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Bharuch,,12th,A,599-245-5487,IraChana@gmail.com,38982,Private,Hrishita Dayal,Yashvi Kuruvilla,Telugu,Santali,Business Owner,Librarian,Doctorate/Ph.D.,No Formal Education,2320-7276-5368,2889-7153-5591-1689,Punjab National Bank,Joint,AB+,RBLMO6QMDGE,386244
Mehul Deep,Female,1/4/2018,Ghoghamba,ST,No,69789190,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Patan,,2nd,C,988-265-5149,MehulDeep@gmail.com,90493,Private,Mannat Khosla,Alisha Jani,Bangla,Manipuri,Business Owner,Chef,Some College/Associate's Degree,Master's Degree,3853-3042-6478,6852-8626-1648-7943,Punjab National Bank,Individual,B-,ISTI6H4KSLJ,393951
Vanya Ramanathan,Female,1/2/2018,Talaja,SEBC,No,46491713,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,The Dangs,,1st,C,986-282-3728,VanyaRamanathan@gmail.com,39199,Private,Anvi De,Charvi Maharaj,Oriya,Maithili,Chef,Other,Some College/Associate's Degree,Primary School,4813-9984-7877,8143-2288-2233-8890,Axis Bank,Individual,A+,FCGBL344J3X,396206
Yakshit Kakar,Male,6/6/2018,Babra,ST,No,46666785,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Dahod,,12th,D,806-954-6059,YakshitKakar@gmail.com,39358,Private,Stuvan Edwin,Nayantara Kara,Oriya,Sindhi,Construction Worker,Nurse,Other/Unknown,No Formal Education,5254-3958-4938,7810-3421-5011-9164,HDFC Bank,Individual,B+,P5R7VI5TKA6,381409
Kabir Kulkarni,Female,8/28/2018,Sami,SC,No,20411807,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Vadodara,,9th,B,788-440-7962,KabirKulkarni@gmail.com,67856,Private,Emir Bail,Divit Yadav,Bangla,Sindhi,Retired,Librarian,High School,Vocational/Trade School,6196-3421-6028,9360-4258-2176-4565,State Bank Of India,Individual,AB-,RYKXVRDLONA,391996
Madhup Grewal,Male,12/11/2018,Thasra,OBC,No,64799837,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Junagadh,,11th,B,614-658-7931,MadhupGrewal@gmail.com,48986,Private,Mehul Chatterjee,Manikya Buch,Sindhi,Kashmiri,Driver,Government Employee,Some College/Associate's Degree,Some College/Associate's Degree,2148-2957-4263,4678-3332-8678-8607,Indian Bank,Individual,A-,I7OLP7SZRXR,385619
Neelofar Kala,Female,3/21/2018,Abdasa,DT,No,11174222,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Panchmahals,,6th,C,187-431-6118,NeelofarKala@gmail.com,87433,Private,Aaina Jayaraman,Madhup Guha,Malayalam,Malayalam,Sales Representative,Librarian,High School,Some College/Associate's Degree,9352-2200-5024,1412-2665-8134-6315,Punjab National Bank,Joint,AB-,IAG7V8SFCOB,393542
Mahika Banik,Male,4/14/2018,Keshod,ST,No,15467709,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Rajkot,,10th,D,109-333-7726,MahikaBanik@gmail.com,81941,Private,Kabir Kant,Jayan Master,Bodo,Punjabi,Teacher,Doctor,Vocational/Trade School,No Formal Education,3645-9027-9984,8860-6635-3668-9964,Punjab National Bank,Individual,AB+,L2F6CYSOKP1,385426
Reyansh Sidhu,Female,7/13/2018,Khambha,OBC,No,47757569,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Jamnagar,,8th,B,265-505-9282,ReyanshSidhu@gmail.com,59785,Private,Dhanuk Sawhney,Manjari Tripathi,Maithili,Kannada,Artist,Nurse,High School,Middle School,7957-6301-1935,1301-1293-8382-6132,Indian Bank,Joint,A-,YLBGD3M89R3,396981
Nirvaan Khosla,Female,1/20/2018,Godhra,NT,No,45885413,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Kheda,,1st,A,856-392-3968,NirvaanKhosla@gmail.com,89260,Private,Ojas Sood,Amani Madan,Assamese,Oriya,Driver,Pharmacist,Master's Degree,High School,5152-1134-2223,4315-7499-9226-1811,Punjab National Bank,Joint,A-,T6UAVSKX3L9,388360
Advik Desai,Female,3/5/2018,Dhansura,SEBC,No,15902984,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Jamnagar,,9th,A,630-482-7847,AdvikDesai@gmail.com,94201,Private,Ayesha Wadhwa,Saira Sen,Dogri,Punjabi,Doctor,Chef,Master's Degree,Primary School,4521-9986-2116,4045-3409-7301-1557,Axis Bank,Joint,AB-,GGFOS8JC6CE,390195
Inaaya  Swaminathan,Male,2/4/2018,Jamjodhpur,SEBC,No,94729584,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Surendranagar,,7th,C,560-326-2979,InaayaSwaminathan@gmail.com,46673,Private,Ranbir Kalla,Himmat Agate,Bodo,Santali,Retired,Teacher,Master's Degree,Middle School,5687-7525-4935,5437-6200-2416-3220,IDBI Bank,Individual,O+,A0VRZ116H5A,380154
Tara Wali,Female,3/26/2018,Umrala,ST,No,84756744,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Vadodara,,4th,D,293-668-6497,TaraWali@gmail.com,45269,Private,Dishani Chad,Lagan Lad,Kannada,Nepali,Retired,Retired,Doctorate/Ph.D.,High School,5960-3553-4535,7562-3587-8819-6673,HDFC Bank,Joint,AB+,II6U2O14RCA,382370
Anahi Ramakrishnan,Female,1/25/2018,Babra,SC,No,28276307,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Panchmahals,,3rd,C,563-732-4604,AnahiRamakrishnan@gmail.com,42667,Private,Inaaya  Chadha,Rohan Kurian,Bodo,Sindhi,Doctor,Artist,No Formal Education,Middle School,4535-6603-6343,7643-5394-6953-8424,Axis Bank,Individual,B+,P23RZ6S2KQ5,397427
Ayesha Lad,Male,5/22/2018,Amreli,DT,No,35119908,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Dahod,,3rd,B,484-861-5950,AyeshaLad@gmail.com,56922,Private,Dhanush Sarin,Trisha Chaudry,Others,Bodo,Labour,Manager,Middle School,High School,9322-8527-3493,2010-1139-8075-8305,State Bank Of India,Joint,O+,YEPUDSO0I93,398303
Shalv Kannan,Male,6/11/2018,Savarkundla,ST,No,76768739,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Mahesana,,9th,B,146-365-4996,ShalvKannan@gmail.com,27619,Private,Gokul Sridhar,Jayan Shah,Bangla,Marathi,Doctor,Other,No Formal Education,Other/Unknown,9966-5289-9635,6288-4652-9587-7336,Axis Bank,Joint,A+,RK1CNLQ25EB,397608
Dishani Issac,Male,9/19/2018,Dantiwada,ST,No,66418848,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Banaskantha,,10th,C,973-605-8059,DishaniIssac@gmail.com,37235,Private,Tarini Joshi,Kartik Kara,Malayalam,Bodo,Construction Worker,Other,Doctorate/Ph.D.,Primary School,1086-7552-9155,9829-2331-2085-3753,IDBI Bank,Individual,AB-,1WNPJOZYI9S,380414
Faiyaz Vohra,Female,5/6/2018,Mahesana,General,No,37852316,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Jamnagar,,5th,B,935-567-1523,FaiyazVohra@gmail.com,69470,Private,Prisha Dhaliwal,Taran Raman,Oriya,Malayalam,Chef,Chef,Some College/Associate's Degree,No Formal Education,5003-7793-2632,9223-9207-5982-7093,Axis Bank,Individual,B+,EU948WRCFFV,392315
Aarna Kalita,Male,4/12/2018,Gandhidham,OBC,No,84344660,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Anand,,9th,B,368-502-5067,AarnaKalita@gmail.com,80324,Private,Jayesh Kanda,Shayak Madan,Dogri,Telugu,Labour,Social Worker,Primary School,Some College/Associate's Degree,7768-9872-9408,4358-8515-9599-2018,ICICI Bank,Joint,B+,UAWZOICEH0J,381298
Pihu Wadhwa,Female,10/3/2018,Jasdan,OBC,No,80248394,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Kheda,,11th,C,691-704-6657,PihuWadhwa@gmail.com,61475,Private,Biju Chahal,Kabir Choudhary,Nepali,Bangla,Manager,Government Employee,Middle School,High School,7561-9584-5258,6148-7747-5635-2035,Punjab National Bank,Individual,B+,7GO00G07ZRT,381663
Dharmajan Barad,Male,5/6/2018,Petlad,General,No,37158888,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Bharuch,,7th,C,938-832-9669,DharmajanBarad@gmail.com,52392,Private,Jayant Rattan,Azad Ratta,Maithili,Assamese,Other,Doctor,Some College/Associate's Degree,Bachelor's Degree,1375-7628-7371,7855-8522-9665-3469,Punjab National Bank,Individual,AB-,8CXPCOVCR2K,387362
Gatik Balasubramanian,Female,9/20/2018,Kathlal,SC,No,47560621,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Vadodara,,3rd,D,184-446-1906,GatikBalasubramanian@gmail.com,65633,Private,Miraan Andra,Kimaya Sahota,Santali,Sindhi,Artist,IT Professional,High School,Primary School,9659-4257-7991,4430-7269-9130-7292,IDBI Bank,Individual,AB+,0RUM0MDAYX3,388357
Samiha Manne,Male,3/27/2018,Petlad,SEBC,No,93628921,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Mahesana,,7th,A,393-371-8083,SamihaManne@gmail.com,58950,Private,Divyansh Bhargava,Vritika Madan,Nepali,Sindhi,Accountant,Artist,No Formal Education,High School,3609-6989-7082,9330-3660-1758-4273,ICICI Bank,Individual,A-,324HXQTZH3I,380271
Madhav Sachdev,Male,3/28/2018,Lalpur,ST,No,28408764,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Gandhinagar,,5th,C,861-105-8454,MadhavSachdev@gmail.com,74103,Private,Eva Kala,Onkar Saha,Sindhi,Hindi,Engineer,Chef,High School,Master's Degree,9964-6313-3245,2290-1069-8204-7325,Central Bank Of India,Individual,O+,KL1N7ZRCETL,396869
Ivan Boase,Male,2/15/2018,Vav,DT,No,13937583,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Tapi,,7th,A,548-395-9990,IvanBoase@gmail.com,41003,Private,Mohanlal Yogi,Mahika Bala,Tamil,Kashmiri,Manager,IT Professional,Doctorate/Ph.D.,Middle School,6963-4342-7015,8409-5021-1506-3947,Central Bank Of India,Individual,AB+,V3HXKHPL8EL,387311
Hazel Kamdar,Male,7/16/2018,Khanpur,DT,No,43685696,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Bhavnagar,,7th,B,591-445-9176,HazelKamdar@gmail.com,84953,Private,Armaan Choudhury,Heer Gill,Kashmiri,Nepali,Driver,Librarian,Master's Degree,Primary School,1712-4920-2804,1910-7917-7748-5518,Indian Bank,Individual,B+,1T7CZM8VXZG,386626
Indranil Borra,Male,8/22/2018,Kheralu,DT,No,61374586,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,The Dangs,,4th,D,837-966-6804,IndranilBorra@gmail.com,52898,Private,Ranbir Karnik,Sara Baria,Tamil,Nepali,Construction Worker,Labour,No Formal Education,Bachelor's Degree,5144-6165-6320,2518-1213-4155-9918,Axis Bank,Joint,B-,ZBZXQV8TG7X,391355
Advik Deo,Male,12/26/2018,Malia,NT,No,29568994,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Dahod,,3rd,A,338-753-5383,AdvikDeo@gmail.com,68015,Private,Ayesha Hayer,Adira Iyengar,Santali,Hindi,Labour,Teacher,Doctorate/Ph.D.,Doctorate/Ph.D.,4895-9638-8949,4916-1929-5643-9668,Central Bank Of India,Joint,O+,Y0VOEOA43X5,381333
Shanaya Ahluwalia,Male,9/27/2018,Okhamandal,OBC,No,44608694,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Rajkot,,10th,B,183-222-8907,ShanayaAhluwalia@gmail.com,82918,Private,Himmat Divan,Ehsaan Butala,Hindi,Malayalam,Engineer,Accountant,No Formal Education,High School,1610-4264-2319,6525-9798-8195-9892,HDFC Bank,Joint,O+,1ZE9YGPUO0K,381522
Hansh Chaudry,Female,12/4/2018,Jamjodhpur,SC,No,91566145,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Porbandar,,2nd,D,675-320-9857,HanshChaudry@gmail.com,61277,Private,Biju Varma,Darshit Majumdar,Kashmiri,Oriya,Construction Worker,Accountant,Master's Degree,No Formal Education,8048-2288-3322,7276-3262-2894-3184,Indian Bank,Joint,A-,N1DR2QEVEC5,396889
Oorja Suresh,Male,5/15/2018,Kadi,SC,No,48013952,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Anand,,3rd,D,871-511-4085,OorjaSuresh@gmail.com,39066,Private,Aradhya Khosla,Charvi Kadakia,Telugu,Dogri,IT Professional,Chef,Bachelor's Degree,Primary School,5695-1162-6270,3205-8584-2435-4279,Punjab National Bank,Individual,B+,NS631CU728N,386814
Uthkarsh Sahota,Female,12/11/2018,Satlasana,OBC,No,21179104,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Navsari,,9th,B,698-314-7038,UthkarshSahota@gmail.com,26756,Private,Elakshi Lala,Vanya Bera,Nepali,Gujarati,Teacher,IT Professional,Other/Unknown,No Formal Education,6938-4285-3732,2173-4196-6544-4208,Indian Bank,Individual,B+,LUOIQ0U1IP2,387686
Vritika Jhaveri,Male,11/8/2018,Umrala,OBC,No,96323741,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Bhavnagar,,12th,C,571-714-8800,VritikaJhaveri@gmail.com,25004,Private,Ahana  Kara,Pranay Kurian,Marathi,Others,Sales Representative,Doctor,Doctorate/Ph.D.,Doctorate/Ph.D.,2451-4016-2248,1999-4653-6308-8906,Indian Bank,Individual,O+,2GJ0BGV3QD6,398617
Kaira Sibal,Male,11/15/2018,Malpur,ST,No,48272141,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Rajkot,,2nd,B,736-120-4369,KairaSibal@gmail.com,93805,Private,Farhan Saha,Rohan Guha,Konkani,Manipuri,Artist,Manager,Middle School,Middle School,6428-6307-9046,7605-4196-2261-1685,State Bank Of India,Joint,A+,5HHF3MX8YX4,386792
Yashvi Iyengar,Female,10/2/2018,Anklav,SC,No,67703555,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Porbandar,,3rd,C,111-980-8437,YashviIyengar@gmail.com,34858,Private,Shayak Vala,Lakshay Golla,Others,Santali,Doctor,Doctor,No Formal Education,Some College/Associate's Degree,6823-1631-8623,5600-4063-4180-1356,Axis Bank,Joint,O+,N10BC73A404,382650
Nishith Dalal,Female,12/25/2018,Lalpur,ST,No,98598501,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Jamnagar,,10th,D,390-636-8131,NishithDalal@gmail.com,63793,Private,Arnav Bhalla,Arhaan Bahl,Others,Nepali,Engineer,Sales Representative,Bachelor's Degree,No Formal Education,9275-2472-1890,3986-2977-1473-9137,Punjab National Bank,Joint,AB-,YUTWZ18WT0Z,387280
Arnav Salvi,Female,11/4/2018,Lunawada,ST,No,24589280,Hindu,SARKARI UCCHATAR MADYAMIK SCHOOL,Mahesana,,4th,B,263-184-9372,ArnavSalvi@gmail.com,97111,Private,Adira Gera,Mishti Sha,Sindhi,Assamese,Doctor,Pharmacist,Middle School,Primary School,1882-8046-1946,4910-7711-5902-3351,HDFC Bank,Individual,A+,ZNRJDGOC5LI,391536
Samiha Mahajan,Male,12/1/2018,Matar,DT,No,62508624,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Surat,,9th,A,599-458-7745,SamihaMahajan@gmail.com,48882,Private,Jiya Jaggi,Dhanuk Khanna,Malayalam,Bangla,Teacher,Artist,Vocational/Trade School,Bachelor's Degree,9953-7385-9639,8041-6187-5786-2730,State Bank Of India,Individual,A-,V3ABRHWEB5G,383892
Neelofar Chacko,Male,7/12/2018,Upleta,NT,No,89524405,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Bhavnagar,,4th,D,783-306-6631,NeelofarChacko@gmail.com,63303,Private,Lakshit Babu,Farhan Sant,Assamese,Kannada,Business Owner,Business Owner,Vocational/Trade School,Middle School,5456-6302-3744,9733-5096-4469-1581,Indian Bank,Joint,B+,EVT5GVDD4ZY,398351
Zaina Bhardwaj,Female,2/6/2018,Khambhat,ST,No,14039752,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Mahesana,,5th,B,683-116-5736,ZainaBhardwaj@gmail.com,60720,Private,Dharmajan Kale,Hiran Master,Marathi,Others,Labour,Business Owner,Vocational/Trade School,Vocational/Trade School,3013-8340-5233,6465-5123-7907-5159,State Bank Of India,Individual,AB+,40TZCU21WRZ,381267
Kartik Mahajan,Female,4/25/2018,Kalol,ST,No,25392469,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Navsari,,7th,B,137-616-7229,KartikMahajan@gmail.com,93993,Private,Alisha Bhavsar,Bhavin Maharaj,Maithili,Konkani,Farmer,Government Employee,No Formal Education,Other/Unknown,7953-7958-9087,9771-1338-3277-1503,HDFC Bank,Joint,B+,L1U1VB0WMF6,383348
