name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Aarush Sama,Male,1/20/2018,Viramgam,OBC,No,72946838,Muslim,SARKARI MADYAMIK SCHOOL,Bharuch,,1st,B,704-738-2547,AarushSama@gmail.com,81499,Private,Fateh Goyal,Dhanuk Chadha,Assamese,Kannada,Chef,Chef,Master's Degree,Primary School,1059-5412-2263,6351-3185-1121-1489,Axis Bank,Joint,B+,8TZ4FN5L4J7,386800
Pari Raju,Female,5/3/2018,Abdasa,ST,No,98117000,Hindu,SARKARI MADYAMIK SCHOOL,Gandhinagar,,10th,C,683-432-6554,PariRaju@gmail.com,79204,Private,Zaina Hans,Tarini Upadhyay,Maithili,Dogri,Business Owner,Chef,Doctorate/Ph.D.,Master's Degree,7764-4499-3740,6687-5170-9528-3906,Indian Bank,Individual,AB+,7G1C4LRGZVI,391253
Indrajit Wason,Female,8/26/2018,Palanpur,SC,No,32529016,Hindu,SARKARI MADYAMIK SCHOOL,Anand,,9th,A,740-552-6968,IndrajitWason@gmail.com,93597,Private,Mamooty Kala,Anya Sura,Gujarati,Manipuri,IT Professional,Labour,Middle School,Master's Degree,3350-4508-9141,5568-3106-1138-8428,Punjab National Bank,Individual,A+,VQA97VO1NTB,393994
Yakshit Bala,Male,9/12/2018,Satlasana,DT,No,83474578,Muslim,SARKARI MADYAMIK SCHOOL,Panchmahals,,11th,A,390-340-9964,YakshitBala@gmail.com,79533,Private,Mannat Bala,Lakshit Balasubramanian,Urdu,Kannada,Doctor,Accountant,Middle School,Vocational/Trade School,7426-6597-1456,7137-3185-9625-1157,Central Bank Of India,Individual,A+,1M1HZN4QPNG,396035
Kiara Bala,Male,2/17/2018,Satlasana,DT,No,47826599,Christian,SARKARI MADYAMIK SCHOOL,Surendranagar,,10th,A,449-888-7206,KiaraBala@gmail.com,79781,Private,Ela Ahluwalia,Heer Ganguly,Others,Assamese,Accountant,Retired,Bachelor's Degree,Doctorate/Ph.D.,2302-7592-1079,7541-7984-5005-1303,State Bank Of India,Joint,A-,IMF0ERBS1M1,381886
Advika Varkey,Female,8/9/2018,Patan,SC,No,46696876,Hindu,SARKARI MADYAMIK SCHOOL,The Dangs,,7th,D,473-220-2438,AdvikaVarkey@gmail.com,46501,Private,Biju Hayre,Dishani Bhalla,Others,Maithili,Retired,Government Employee,High School,Master's Degree,8788-4783-4886,7811-2484-9741-3775,Central Bank Of India,Joint,B+,5Q1I579WE7C,386008
Amira Saraf,Female,7/27/2018,Lodhika,SC,No,90246530,Hindu,SARKARI MADYAMIK SCHOOL,Dahod,,10th,D,778-362-8916,AmiraSaraf@gmail.com,68140,Private,Indrans Khalsa,Madhav Hayre,Dogri,Assamese,Retired,Librarian,Bachelor's Degree,Primary School,3584-8262-1715,7602-3903-9464-7217,ICICI Bank,Individual,B+,I9R0IV9FLGY,387273
Aaryahi Sehgal,Male,10/26/2018,Bhabhar,DT,No,33253080,Christian,SARKARI MADYAMIK SCHOOL,Sabarkantha,,9th,A,548-245-4401,AaryahiSehgal@gmail.com,67727,Private,Yuvraj  Sama,Saanvi Soni,Nepali,Tamil,Business Owner,Chef,Primary School,Doctorate/Ph.D.,8288-8780-2100,7697-5105-1051-3872,State Bank Of India,Joint,O+,HH0QFGN72NJ,382671
Uthkarsh Kaur,Female,2/10/2018,Gandhidham,ST,No,78728707,Muslim,SARKARI MADYAMIK SCHOOL,Panchmahals,,3rd,A,814-248-4601,UthkarshKaur@gmail.com,82751,Private,Samarth Iyer,Krish Butala,Punjabi,Kashmiri,Labour,Manager,Master's Degree,Master's Degree,9134-1622-9520,1099-5288-1329-7746,HDFC Bank,Individual,B+,A4KBM5C3HRB,395156
Vardaniya Yohannan,Female,10/8/2018,Jodiya,SEBC,No,84325189,Christian,SARKARI MADYAMIK SCHOOL,Patan,,11th,D,395-216-9652,VardaniyaYohannan@gmail.com,84075,Private,Keya Chahal,Advik Dass,Others,Bangla,Engineer,Librarian,High School,Vocational/Trade School,5784-1197-8953,2208-1299-9356-8393,ICICI Bank,Joint,AB+,9FZUOR61ROO,383529
Keya Dyal,Female,8/27/2018,Mahesana,DT,No,51745527,Hindu,SARKARI MADYAMIK SCHOOL,Panchmahals,,5th,C,677-506-8879,KeyaDyal@gmail.com,30691,Private,Advika Bedi,Inaaya  Varughese,Gujarati,Maithili,Business Owner,Doctor,Primary School,Master's Degree,9864-3650-7673,1067-6056-7851-6018,HDFC Bank,Individual,AB+,PHD8SEWL26R,384139
Ela Sandal,Male,7/13/2018,Umreth,SC,No,99795996,Muslim,SARKARI MADYAMIK SCHOOL,Rajkot,,3rd,A,447-962-5380,ElaSandal@gmail.com,64107,Private,Dharmajan Virk,Kashvi Mannan,Oriya,Maithili,Teacher,Pharmacist,Bachelor's Degree,Some College/Associate's Degree,9383-9659-6370,1792-2998-5511-3562,Indian Bank,Joint,B+,A89W1684OX3,387012
Nirvaan Sachdeva,Female,8/18/2018,Mehmedabad,ST,No,34302895,Hindu,SARKARI MADYAMIK SCHOOL,Bhavnagar,,12th,A,356-196-6938,NirvaanSachdeva@gmail.com,89759,Private,Anaya Tailor,Hunar Varma,Assamese,Gujarati,Teacher,Artist,Master's Degree,Some College/Associate's Degree,9698-2309-8564,4512-6079-8474-3551,ICICI Bank,Joint,A-,G9PXO7INWGN,394174
Saira Agarwal,Male,7/7/2018,Limdi,SC,No,60743723,Christian,SARKARI MADYAMIK SCHOOL,Ahmedabad,,9th,C,541-727-6021,SairaAgarwal@gmail.com,69433,Private,Tejas Vohra,Hridaan Gill,Nepali,Hindi,Sales Representative,Nurse,Bachelor's Degree,Vocational/Trade School,2661-8012-4162,7151-2675-5149-1604,Central Bank Of India,Joint,A-,NIN5ER13K8I,394356
Jayesh Khanna,Male,8/14/2018,Okhamandal,SC,No,48948603,Hindu,SARKARI MADYAMIK SCHOOL,Ahmedabad,,2nd,D,575-890-5116,JayeshKhanna@gmail.com,99898,Private,Nakul Master,Veer Rattan,Konkani,Hindi,Artist,Labour,Bachelor's Degree,No Formal Education,8039-4637-4161,5239-9303-6223-7901,State Bank Of India,Individual,A-,S57FZPKH2TN,392193
Purab Mahajan,Female,1/19/2018,Santalpur,DT,No,54024146,Christian,SARKARI MADYAMIK SCHOOL,Anand,,4th,D,893-872-4290,PurabMahajan@gmail.com,25266,Private,Shaan Bhatia,Reyansh Srivastava,Konkani,Oriya,Farmer,Nurse,Some College/Associate's Degree,Some College/Associate's Degree,5264-4117-8537,2401-1024-6090-9218,Axis Bank,Joint,A+,ODQ10T7LOWK,394884
Yuvaan Cheema,Male,6/11/2018,Dhanera,DT,No,11946021,Hindu,SARKARI MADYAMIK SCHOOL,Sabarkantha,,7th,C,358-662-4550,YuvaanCheema@gmail.com,62922,Private,Madhav Kata,Madhup Aurora,Assamese,Dogri,Sales Representative,Sales Representative,Master's Degree,Doctorate/Ph.D.,9416-3519-5774,1154-7246-3100-1331,HDFC Bank,Individual,O+,7ZKEKSRHAYM,385572
Lagan Cherian,Female,6/6/2018,Bhabhar,ST,No,62330642,Christian,SARKARI MADYAMIK SCHOOL,Sabarkantha,,8th,D,454-436-1153,LaganCherian@gmail.com,81095,Private,Charvi Gola,Navya Butala,Marathi,Bodo,Artist,Sales Representative,Primary School,Primary School,7564-6616-1270,3006-4826-5422-3902,Central Bank Of India,Joint,B-,O2K62AJBLL7,392709
Farhan Bassi,Male,12/13/2018,Lalpur,NT,No,20781020,Hindu,SARKARI MADYAMIK SCHOOL,Vadodara,,9th,D,384-155-4544,FarhanBassi@gmail.com,43421,Private,Reyansh Karnik,Ivana Deep,Others,Santali,Artist,Labour,Other/Unknown,Other/Unknown,6545-5054-2782,4258-3816-8976-4532,Central Bank Of India,Individual,AB-,BAZQ4USBF62,384731
Ishaan Vig,Female,7/4/2018,Bhesan,DT,No,58577372,Christian,SARKARI MADYAMIK SCHOOL,Tapi,,10th,A,885-549-9737,IshaanVig@gmail.com,68244,Private,Aarush Singh,Eshani Savant,Manipuri,Kashmiri,Manager,Doctor,Some College/Associate's Degree,Some College/Associate's Degree,1643-6242-8912,7197-1826-1121-1262,Central Bank Of India,Joint,AB-,SXAHIBYY3T5,390686
Kabir Seshadri,Male,3/4/2018,Fata,ST,No,65282795,Christian,SARKARI MADYAMIK SCHOOL,Valsad,,4th,A,950-182-4909,KabirSeshadri@gmail.com,36953,Private,Samar Sami,Aayush Bali,Oriya,Nepali,Driver,Government Employee,No Formal Education,Primary School,1527-8963-6466,8772-8664-4971-6535,Axis Bank,Individual,B+,HAKFJK98X8J,389349
Ishita Bail,Male,12/19/2018,Porbandar,ST,No,78879095,Muslim,SARKARI MADYAMIK SCHOOL,Valsad,,3rd,D,888-793-3996,IshitaBail@gmail.com,95086,Private,Chirag Subramanian,Neelofar Khosla,Konkani,Nepali,Business Owner,Librarian,Vocational/Trade School,Some College/Associate's Degree,4641-5082-5138,9820-9933-5091-5787,Central Bank Of India,Joint,A-,0U4OPJRNSL3,384125
Yasmin Trivedi,Female,2/3/2018,Vijaynagar,ST,No,95578135,Christian,SARKARI MADYAMIK SCHOOL,Rajkot,,7th,B,256-128-4986,YasminTrivedi@gmail.com,87377,Private,Ehsaan Chandran,Raunak Goda,Oriya,Assamese,Business Owner,Doctor,Primary School,Bachelor's Degree,2317-6085-2693,7754-4339-3365-9224,State Bank Of India,Joint,A-,713GH13V6QG,397768
Piya Subramaniam,Female,7/2/2018,Ranavav,SEBC,No,89860252,Muslim,SARKARI MADYAMIK SCHOOL,Patan,,9th,C,175-617-5286,PiyaSubramaniam@gmail.com,25046,Private,Anvi Dasgupta,Hansh Kata,Nepali,Others,Artist,Doctor,Bachelor's Degree,Bachelor's Degree,6867-3310-3266,2851-6003-2110-6882,IDBI Bank,Joint,A-,8SA43K3KJU9,388402
Nirvaan Goyal,Male,4/15/2018,Santalpur,DT,No,42434347,Hindu,SARKARI MADYAMIK SCHOOL,Sabarkantha,,1st,A,804-314-7137,NirvaanGoyal@gmail.com,31007,Private,Vedika Shere,Nitya Kumer,Kashmiri,Oriya,Labour,Doctor,Middle School,High School,6272-7834-4614,9264-6654-9944-4726,Indian Bank,Joint,B+,84PFGZFWEOA,381458
Kabir Bawa,Female,9/10/2018,Khambhalia,ST,No,97031085,Muslim,SARKARI MADYAMIK SCHOOL,Surendranagar,,1st,D,234-887-4234,KabirBawa@gmail.com,68554,Private,Mahika Kata,Aniruddh Arya,Marathi,Bodo,Lawyer,Government Employee,Bachelor's Degree,Other/Unknown,7348-2923-8265,5504-1731-6916-5043,State Bank Of India,Individual,AB+,1MFTN7SGV96,396878
Shanaya Grewal,Male,8/18/2018,Vav,DT,No,70988361,Hindu,SARKARI MADYAMIK SCHOOL,Surendranagar,,1st,A,454-294-6902,ShanayaGrewal@gmail.com,93548,Private,Advika Khanna,Shayak Joshi,Sindhi,Kannada,Sales Representative,Other,Doctorate/Ph.D.,Primary School,4665-1644-9863,4367-1710-6646-8675,HDFC Bank,Joint,A+,CBP1PAXNZ77,398510
Miraan Desai,Male,7/4/2018,Meghraj,ST,No,94842986,Hindu,SARKARI MADYAMIK SCHOOL,Tapi,,1st,B,793-843-4303,MiraanDesai@gmail.com,56983,Private,Chirag Wable,Nehmat Bansal,Assamese,Punjabi,Artist,Homemaker,Doctorate/Ph.D.,Some College/Associate's Degree,7516-5394-8141,7137-3930-9192-1179,HDFC Bank,Individual,A+,NDHL01VU46I,387492
Arhaan Toor,Female,11/9/2018,Mahesana,DT,No,16834123,Muslim,SARKARI MADYAMIK SCHOOL,Navsari,,12th,D,321-572-2243,ArhaanToor@gmail.com,71776,Private,Taimur Chowdhury,Darshit Sawhney,Tamil,Dogri,Government Employee,Nurse,Vocational/Trade School,Other/Unknown,4398-4536-7958,2535-6685-4356-9914,Punjab National Bank,Joint,B+,B6UNWOZD98A,392098
Mishti Dhillon,Male,7/28/2018,Dehgam,DT,No,27140425,Hindu,SARKARI MADYAMIK SCHOOL,Junagadh,,10th,B,389-996-3761,MishtiDhillon@gmail.com,98752,Private,Raghav Sibal,Trisha Varty,Marathi,Bodo,Farmer,Sales Representative,Bachelor's Degree,Vocational/Trade School,1269-9447-1478,8455-2459-8562-5332,Axis Bank,Individual,O+,27EP6HI1US0,392390
Mamooty DÂAlia,Female,8/22/2018,Santalpur,SC,No,33585253,Hindu,SARKARI MADYAMIK SCHOOL,Dahod,,2nd,A,438-261-1674,MamootyDÂAlia@gmail.com,47786,Private,Ela Cheema,Elakshi Konda,Maithili,Urdu,Accountant,Doctor,Other/Unknown,Master's Degree,8003-5729-2271,1281-9723-9666-2182,IDBI Bank,Individual,A+,8YLKNHUKOQO,384264
Dharmajan Swaminathan,Female,12/14/2018,Khedbrahma,SC,No,38316486,Muslim,SARKARI MADYAMIK SCHOOL,Junagadh,,10th,A,540-966-5758,DharmajanSwaminathan@gmail.com,78039,Private,Keya Mannan,Divij Mall,Punjabi,Telugu,Labour,Government Employee,Vocational/Trade School,Vocational/Trade School,5563-2145-8978,9484-3440-7404-9211,Punjab National Bank,Individual,AB-,RO4ED6POA0C,385237
Ryan Cheema,Male,8/25/2018,Ahmadabad City,DT,No,89481216,Christian,SARKARI MADYAMIK SCHOOL,Vadodara,,8th,B,849-426-2510,RyanCheema@gmail.com,28627,Private,Madhup Dugal,Ivana Mann,Tamil,Malayalam,Retired,Secretary,Other/Unknown,Some College/Associate's Degree,8077-9212-3487,9243-6024-8825-5846,State Bank Of India,Individual,A+,T7EJ2HUTS71,388672
Arnav Varughese,Female,6/28/2018,Sihor,DT,No,98727355,Muslim,SARKARI MADYAMIK SCHOOL,Amreli,,6th,D,511-106-9462,ArnavVarughese@gmail.com,73904,Private,Madhup Agrawal,Yakshit Edwin,Gujarati,Konkani,Retired,Sales Representative,Bachelor's Degree,High School,4695-3280-2921,8745-2591-7535-2636,Punjab National Bank,Joint,AB+,KBYO1KZ2YOF,382929
Samiha Rajagopal,Male,12/25/2018,Palitana,SC,No,25184163,Muslim,SARKARI MADYAMIK SCHOOL,Narmada,,9th,D,115-317-3578,SamihaRajagopal@gmail.com,56840,Private,Nishith Sampath,Hridaan Bal,Assamese,Bodo,Lawyer,Other,Master's Degree,Other/Unknown,9121-7625-9896,4322-4252-5028-9733,Punjab National Bank,Joint,B+,4QVGCVQ6BSV,392949
Inaaya  Bail,Female,9/7/2018,Khambha,SEBC,No,93966301,Hindu,SARKARI MADYAMIK SCHOOL,Bhavnagar,,4th,C,594-351-7325,InaayaBail@gmail.com,61900,Private,Reyansh Das,Mannat Borde,Urdu,Tamil,Engineer,Other,No Formal Education,Other/Unknown,5627-9532-5178,4879-4110-2752-8367,Central Bank Of India,Joint,A+,55SJA3K90QN,381042
Trisha Som,Male,12/18/2018,Deesa,NT,No,53129053,Christian,SARKARI MADYAMIK SCHOOL,Surendranagar,,11th,A,115-585-5861,TrishaSom@gmail.com,95036,Private,Khushi Amble,Tara Bahri,Bangla,Nepali,Doctor,Doctor,Bachelor's Degree,Middle School,2251-2654-4767,6841-1091-7257-1319,ICICI Bank,Individual,B+,LXJ2UXW9IAT,388738
Jayan Wable,Male,1/23/2018,Matar,SEBC,No,14174046,Christian,SARKARI MADYAMIK SCHOOL,Rajkot,,3rd,A,571-475-3762,JayanWable@gmail.com,84890,Private,Ivan Kala,Madhav Lanka,Manipuri,Others,Construction Worker,Social Worker,Doctorate/Ph.D.,Doctorate/Ph.D.,7766-7275-8202,3797-9409-8374-3901,Punjab National Bank,Joint,A+,89IR84KVZ2A,386074
Kanav Dash,Female,8/22/2018,Vijaynagar,ST,No,84976760,Hindu,SARKARI MADYAMIK SCHOOL,Sabarkantha,,1st,D,647-176-4290,KanavDash@gmail.com,58158,Private,Urvi Mammen,Shaan Tata,Kannada,Konkani,Lawyer,Other,Master's Degree,High School,2979-3042-1675,9190-9252-3327-9641,Indian Bank,Individual,B+,X0ZQZNFCPKG,383129
Suhana Andra,Male,7/28/2018,Khanpur,SC,No,13624994,Muslim,SARKARI MADYAMIK SCHOOL,Surat,,4th,B,614-899-1582,SuhanaAndra@gmail.com,58624,Private,Dharmajan Talwar,Purab Bora,Tamil,Assamese,Farmer,Secretary,Primary School,Primary School,5075-7366-9033,6746-7256-3863-5365,HDFC Bank,Joint,B+,UVWRGMZ3IK9,381873
Samiha Venkataraman,Male,5/21/2018,Mandal,DT,No,27943489,Muslim,SARKARI MADYAMIK SCHOOL,Jamnagar,,11th,A,845-915-2342,SamihaVenkataraman@gmail.com,98755,Private,Lagan Boase,Dishani Vig,Nepali,Gujarati,Chef,Manager,Middle School,Some College/Associate's Degree,2446-7782-2735,1565-8796-5700-9753,Axis Bank,Individual,A-,3IJHV41AVWI,398464
Tejas Raj,Male,8/8/2018,Kalol,NT,No,99135507,Christian,SARKARI MADYAMIK SCHOOL,Panchmahals,,7th,B,696-921-3075,TejasRaj@gmail.com,40718,Private,Shalv Dhawan,Vanya Karnik,Bodo,Bodo,Driver,Doctor,Primary School,Middle School,9331-5751-9387,5945-7274-2993-4898,HDFC Bank,Individual,O+,EYHXJQZL3YU,396699
Rati Kade,Male,8/17/2018,Kapadvanj,SC,No,15310429,Christian,SARKARI MADYAMIK SCHOOL,Banaskantha,,10th,B,552-899-3428,RatiKade@gmail.com,25675,Private,Vihaan Varkey,Taimur Walla,Bodo,Gujarati,Government Employee,Doctor,Doctorate/Ph.D.,Master's Degree,3600-6618-4650,2093-6111-4727-9359,Axis Bank,Individual,B-,N03ELT90KY7,386880
Saksham Jani,Female,12/28/2018,Paddhari,SEBC,No,97581985,Muslim,SARKARI MADYAMIK SCHOOL,Patan,,9th,D,397-461-2434,SakshamJani@gmail.com,67762,Private,Dhanuk Chadha,Taimur Sheth,Kannada,Nepali,Chef,Artist,No Formal Education,Doctorate/Ph.D.,7637-1053-5291,1092-9376-3170-4890,Central Bank Of India,Joint,B+,QNSGCXFC42G,382964
Navya Sanghvi,Male,8/20/2018,Deesa,SC,No,20283356,Hindu,SARKARI MADYAMIK SCHOOL,Surat,,5th,C,110-453-6751,NavyaSanghvi@gmail.com,32696,Private,Damini Sampath,Ayesha Chakrabarti,Maithili,Others,Artist,Other,High School,Primary School,8952-4813-8766,6489-6749-5174-3614,Punjab National Bank,Joint,AB-,RIGR4Q1C8EP,398858
Piya Manda,Female,8/15/2018,Kalyanpur,ST,No,72144504,Christian,SARKARI MADYAMIK SCHOOL,Vadodara,,8th,D,332-217-5116,PiyaManda@gmail.com,33547,Private,Misha Goswami,Riya Kant,Punjabi,Konkani,Lawyer,Homemaker,Doctorate/Ph.D.,Doctorate/Ph.D.,1432-1188-6853,5775-7830-1958-7881,HDFC Bank,Individual,AB+,3UULOK22MD2,389194
Hridaan Sur,Male,9/11/2018,Balasinor,SC,No,56458140,Muslim,SARKARI MADYAMIK SCHOOL,Mahesana,,11th,C,493-971-7904,HridaanSur@gmail.com,83659,Private,Vidur Mani,Manikya Dhillon,Assamese,Kannada,Construction Worker,Nurse,Vocational/Trade School,Some College/Associate's Degree,6570-8401-9460,7294-6316-1687-3506,Indian Bank,Individual,O+,JCO54VVL3SQ,387078
Biju Chana,Female,10/25/2018,Dantiwada,DT,No,30173261,Hindu,SARKARI MADYAMIK SCHOOL,Surat,,2nd,C,624-935-7345,BijuChana@gmail.com,63589,Private,Kiaan Sodhi,Aradhya Rajan,Konkani,Others,Other,Government Employee,Doctorate/Ph.D.,Middle School,3705-8866-7432,3420-7006-1613-8324,ICICI Bank,Individual,B-,NDSK6I7TMEV,386293
