name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Aradhya Gill,Male,10/21/2018,Jamkandorna,NT,No,89596181,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Porbandar,,2nd,C,424-718-8910,AradhyaGill@gmail.com,90802,Government,Romil Shukla,Gatik Brahmbhatt,Telugu,Punjabi,Farmer,Homemaker,Other/Unknown,No Formal Education,8431-6638-9032,8948-1982-6398-6972,IDBI Bank,Joint,B-,TOV8K30CKAG,390939
Ryan Chaudhuri,Male,11/12/2018,Dholka,ST,No,75064931,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Narmada,,3rd,D,345-382-3302,RyanChaudhuri@gmail.com,93922,Government,Drishya Soman,Tiya Zachariah,Santali,Sindhi,Sales Representative,Chef,No Formal Education,Some College/Associate's Degree,4133-7777-5119,3507-4727-5059-4030,Indian Bank,Joint,A+,RAYGR5DL9MJ,391545
Himmat Chaudhuri,Male,10/1/2018,Satlasana,SEBC,No,17301640,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Tapi,,3rd,D,783-413-4191,HimmatChaudhuri@gmail.com,90170,Government,Kavya Koshy,Ojas Lad,Sindhi,Urdu,Sales Representative,Doctor,No Formal Education,Bachelor's Degree,4287-4567-3050,5572-2185-5175-7877,Axis Bank,Joint,B+,8SBQR9F0N3Q,395859
Keya Arya,Female,4/14/2018,Rajula,DT,No,78507728,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Bhavnagar,,5th,A,987-179-5927,KeyaArya@gmail.com,29646,Government,Neysa Bandi,Veer Swamy,Urdu,Assamese,Retired,Sales Representative,Doctorate/Ph.D.,High School,3353-5886-1865,6166-1685-7253-7144,Punjab National Bank,Individual,B-,KU50L3M29QH,392492
Kiaan Agrawal,Male,2/10/2018,Dehgam,DT,No,17188768,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Gandhinagar,,7th,B,188-301-7111,KiaanAgrawal@gmail.com,52076,Government,Charvi Dada,Veer Master,Konkani,Telugu,Other,Artist,High School,Bachelor's Degree,7687-1459-7896,1172-3497-3547-3589,HDFC Bank,Joint,O+,GZFFPNHQV4V,384310
Dhanush Vig,Male,9/26/2018,Idar,SC,No,83935520,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Banaskantha,,6th,C,794-883-5016,DhanushVig@gmail.com,73906,Government,Veer Dash,Zeeshan Chaudhari,Manipuri,Santali,Farmer,Accountant,Primary School,Other/Unknown,5220-3585-8727,7089-9780-7013-9835,State Bank Of India,Individual,A+,0J1JD8XICM2,398632
Pranay Mahal,Female,2/2/2018,Talaja,ST,No,47134355,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Mahesana,,2nd,A,111-251-3288,PranayMahal@gmail.com,75500,Government,Shayak Goswami,Ivan Sarkar,Santali,Nepali,Other,Secretary,Some College/Associate's Degree,Middle School,4129-8372-1396,8723-1509-8781-9358,HDFC Bank,Joint,O+,FC439VOAP03,397972
Nitya Sehgal,Female,5/6/2018,Jafrabad,SC,No,98954733,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Narmada,,6th,C,388-187-4538,NityaSehgal@gmail.com,29462,Government,Damini Ravi,Yakshit Bhakta,Gujarati,Others,Artist,Doctor,Middle School,High School,6087-3985-4920,3142-4193-5882-2390,IDBI Bank,Individual,A+,2GN9DUPSGWK,380707
Umang Bawa,Female,3/10/2018,Lathi,OBC,No,80609359,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Sabarkantha,,12th,A,147-401-8985,UmangBawa@gmail.com,97166,Government,Prerak Chauhan,Adah Korpal,Marathi,Maithili,Farmer,Librarian,Doctorate/Ph.D.,Other/Unknown,5924-8184-6657,7145-8610-3769-8376,HDFC Bank,Individual,B+,VGBBDZLX2LM,392225
Nitara Ratta,Female,1/12/2018,Lakhtar,DT,No,87916273,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Sabarkantha,,8th,B,349-917-1732,NitaraRatta@gmail.com,72103,Government,Heer Hayre,Hrishita Dyal,Malayalam,Kannada,Manager,Librarian,Bachelor's Degree,Primary School,6622-1882-1988,9064-2216-1056-9383,State Bank Of India,Individual,B+,G2L1TTUW823,383944
Divij Srinivas,Female,9/23/2018,Dehgam,DT,No,76166929,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Valsad,,11th,B,224-260-6663,DivijSrinivas@gmail.com,55845,Government,Lavanya Borde,Gatik Gopal,Hindi,Konkani,Doctor,Other,Master's Degree,Middle School,3864-7538-9199,3000-2836-9096-3472,HDFC Bank,Individual,B-,Y5R4DUIHUHV,380151
Aarna Mahajan,Male,7/26/2018,Chuda,DT,No,74743749,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Navsari,,9th,C,446-937-9766,AarnaMahajan@gmail.com,76885,Government,Ishita Sarin,Arnav Rao,Oriya,Nepali,Teacher,Retired,Other/Unknown,Bachelor's Degree,8719-9907-1969,3996-6954-2666-9366,ICICI Bank,Individual,B+,ZWZA5UWIWWG,391602
Elakshi Karpe,Male,6/11/2018,Kalyanpur,DT,No,42409593,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Sabarkantha,,10th,D,458-375-4847,ElakshiKarpe@gmail.com,53510,Government,Emir Loyal,Ivana Mani,Manipuri,Bodo,Driver,Retired,High School,Master's Degree,9430-5881-2502,4458-4736-5970-7883,State Bank Of India,Joint,AB-,YEWLCNZ0MM1,398298
Indrans Subramaniam,Male,6/5/2018,Prantij,OBC,No,75347127,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Navsari,,2nd,B,789-248-1840,IndransSubramaniam@gmail.com,84224,Government,Divij Dave,Vihaan Mandal,Malayalam,Others,Government Employee,Homemaker,Primary School,Bachelor's Degree,3673-1323-9990,1805-2514-5437-3169,Punjab National Bank,Joint,O+,8BSFWUCDID1,397844
Indranil Walla,Male,3/17/2018,Wadhwan,SEBC,No,84396025,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Vadodara,,7th,D,988-396-6791,IndranilWalla@gmail.com,62435,Government,Neelofar Chahal,Eva Vyas,Telugu,Malayalam,Construction Worker,Business Owner,Middle School,No Formal Education,3249-6038-3163,9459-2137-3737-4867,State Bank Of India,Joint,AB+,ZMFE9RTHWT5,387555
Shray Chanda,Male,2/21/2018,Lilia,SEBC,No,67391868,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Ahmedabad,,7th,C,765-155-7169,ShrayChanda@gmail.com,96223,Government,Adira Sha,Zaina Saha,Kashmiri,Assamese,IT Professional,Pharmacist,Some College/Associate's Degree,Middle School,8924-7285-1480,4077-6986-6642-9468,IDBI Bank,Joint,B-,YZMC124QBWG,381114
Jivin Mandal,Female,5/19/2018,Nadiad,SEBC,No,28768357,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Dahod,,5th,A,153-887-9732,JivinMandal@gmail.com,39094,Government,Aarush Dora,Mishti Sathe,Kannada,Urdu,Engineer,Government Employee,Master's Degree,Some College/Associate's Degree,2192-3789-6912,6333-6821-6246-4871,State Bank Of India,Individual,B+,CGIZT8O4S7B,392418
Vidur Barman,Male,5/27/2018,Deodar,OBC,No,38585393,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Valsad,,6th,D,770-253-7835,VidurBarman@gmail.com,86988,Government,Anay Balasubramanian,Zeeshan Sen,Urdu,Urdu,Engineer,Manager,Vocational/Trade School,High School,3605-3191-3088,8381-2949-7595-6009,Central Bank Of India,Joint,A+,WWJFT8H4E0J,389388
Mannat Deshmukh,Female,1/3/2018,Virpur,SEBC,No,30541278,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Narmada,,9th,B,726-139-3146,MannatDeshmukh@gmail.com,72221,Government,Tara Sangha,Lagan Sami,Santali,Gujarati,Sales Representative,Business Owner,Master's Degree,Doctorate/Ph.D.,2288-4270-7048,7412-4202-6154-9005,State Bank Of India,Individual,B-,V0PIWVVLT5B,390293
Shamik Chaudhry,Female,7/10/2018,Junagadh,DT,No,45546714,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Anand,,4th,D,615-433-9310,ShamikChaudhry@gmail.com,65320,Government,Vardaniya Sathe,Myra Iyengar,Santali,Manipuri,Manager,Artist,Primary School,Primary School,1016-4224-3355,4922-2415-3645-4755,Indian Bank,Individual,O+,8ZR0JK31RZ7,384184
Zoya Toor,Female,3/10/2018,Rajula,NT,No,52987273,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Navsari,,12th,C,467-814-3975,ZoyaToor@gmail.com,35381,Government,Nayantara Sachar,Kimaya Viswanathan,Manipuri,Konkani,Other,Retired,High School,Bachelor's Degree,3704-9055-8760,5769-5648-9400-7418,Indian Bank,Joint,B+,KB75TY4GO49,398895
Shlok Suri,Male,8/26/2018,Chotila,SC,No,48734252,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Sabarkantha,,12th,B,519-198-6177,ShlokSuri@gmail.com,33477,Government,Bhamini Gara,Faiyaz Vala,Telugu,Marathi,Retired,Teacher,Bachelor's Degree,Bachelor's Degree,8514-9306-3458,4290-5414-1193-5100,IDBI Bank,Individual,A-,OBPXOXF69VG,382923
Ira Bandi,Female,1/25/2018,Lalpur,DT,No,42848375,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Bharuch,,3rd,C,367-768-2957,IraBandi@gmail.com,91772,Government,Emir Comar,Trisha Varkey,Kannada,Bodo,Other,Chef,High School,Primary School,8466-2315-9678,3026-8081-5893-8155,Punjab National Bank,Individual,A+,D27ZRTT9QCK,386298
Abram Gole,Male,8/23/2018,Modasa,SEBC,No,53425418,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Surendranagar,,3rd,B,615-568-2290,AbramGole@gmail.com,74141,Government,Veer Bhandari,Renee Hari,Bangla,Kashmiri,Engineer,Labour,Some College/Associate's Degree,Master's Degree,4927-7184-9238,3174-5427-9149-2557,Central Bank Of India,Joint,A-,HJ0F5T1PSZT,396641
Nishith Wali,Male,6/4/2018,Detroj-Rampura,ST,No,55206712,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Amreli,,8th,A,178-355-7514,NishithWali@gmail.com,53721,Government,Ojas Magar,Kiara Deshpande,Others,Assamese,Labour,Labour,Primary School,Bachelor's Degree,7032-3848-8929,1269-1799-2619-4850,Punjab National Bank,Individual,AB+,HNCLSVBFWPK,395512
Raghav Ravi,Female,3/26/2018,Amreli,SC,No,40027410,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Navsari,,4th,A,621-204-7510,RaghavRavi@gmail.com,44409,Government,Adah Bumb,Dishani Sampath,Tamil,Manipuri,Labour,Homemaker,Vocational/Trade School,Other/Unknown,8718-4562-4764,9622-9308-9854-6581,Indian Bank,Joint,B+,YVRUUMJ715O,382189
Khushi Trivedi,Female,5/7/2018,Unjha,DT,No,48868026,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Navsari,,11th,C,173-814-7682,KhushiTrivedi@gmail.com,49002,Government,Kavya Chowdhury,Eva Ray,Hindi,Nepali,Lawyer,Manager,Other/Unknown,Primary School,6945-9870-3276,8090-1490-9347-5374,IDBI Bank,Joint,A+,W4MLW3N9NRS,389003
Aniruddh Hayre,Male,7/27/2018,Dasada,SC,No,98715671,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Junagadh,,10th,C,663-730-4267,AniruddhHayre@gmail.com,82783,Government,Ojas Vora,Hunar Vora,Marathi,Malayalam,Sales Representative,Secretary,No Formal Education,High School,2005-3659-4591,8405-6726-8511-1779,ICICI Bank,Individual,B+,ESC5JIA60M4,389058
Zara Barad,Female,10/7/2018,Bhabhar,SC,No,27860799,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Patan,,8th,B,172-883-7693,ZaraBarad@gmail.com,49141,Government,Bhavin Ray,Hrishita Bose,Gujarati,Konkani,Construction Worker,Secretary,No Formal Education,Bachelor's Degree,5171-1786-2092,8602-3833-9687-6881,Axis Bank,Individual,B+,QR7X8TH5UB2,394329
Kabir Sharaf,Female,1/17/2018,Mansa,SEBC,No,31648980,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Bharuch,,10th,D,558-665-7814,KabirSharaf@gmail.com,97635,Government,Hridaan Shan,Gatik Thaman,Kashmiri,Urdu,IT Professional,IT Professional,Vocational/Trade School,Vocational/Trade School,3610-7934-4403,5761-9918-3987-5462,IDBI Bank,Joint,B+,Y031O5C6XU6,393889
Aaryahi Seth,Female,4/25/2018,Khedbrahma,SC,No,24808418,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Junagadh,,10th,B,565-552-7203,AaryahiSeth@gmail.com,49294,Government,Divit Handa,Divit Balasubramanian,Malayalam,Nepali,Retired,Homemaker,No Formal Education,Primary School,5767-2947-2449,8653-3040-2103-6988,State Bank Of India,Joint,A-,FZTI979TACN,383230
Arnav Mangal,Male,11/20/2018,Bhavnagar,SC,No,77839680,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Patan,,10th,D,359-402-6996,ArnavMangal@gmail.com,53261,Government,Mehul Gala,Jivin Shah,Tamil,Gujarati,Engineer,Retired,Vocational/Trade School,Some College/Associate's Degree,4389-7521-5458,8050-5404-9793-5741,HDFC Bank,Joint,A-,1WX7BUT97FA,392635
Saanvi Gopal,Male,11/4/2018,Vav,OBC,No,20965562,Hindu,GOVERNMENT HIGHER SECONDARY SCHOOL,Sabarkantha,,1st,D,432-104-1156,SaanviGopal@gmail.com,41308,Government,Samarth Yogi,Anika Ramachandran,Malayalam,Tamil,Accountant,Manager,Master's Degree,No Formal Education,2977-6572-7345,7724-2251-9730-2455,State Bank Of India,Individual,B+,JHP6CCFNYF7,398065
Nitara Shenoy,Male,5/3/2018,Prantij,SC,No,12068693,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Mahesana,,4th,A,423-651-5734,NitaraShenoy@gmail.com,87031,Government,Amani Solanki,Vritika Dar,Assamese,Manipuri,Driver,Doctor,Vocational/Trade School,Other/Unknown,9159-6079-6691,3426-6324-4070-1237,Indian Bank,Individual,O+,27I2BAB7GY7,380042
Saanvi Kuruvilla,Male,8/5/2018,Mendarda,OBC,No,64420175,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Patan,,8th,B,979-905-5136,SaanviKuruvilla@gmail.com,94399,Government,Shray Toor,Sana Jha,Bodo,Konkani,Manager,Social Worker,Vocational/Trade School,Middle School,8584-1437-4840,1700-8202-2835-5406,Indian Bank,Joint,AB+,PST1ST3DZYD,392985
