name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Stuvan Bassi,Female,9/3/2018,Kadana,DT,No,81485658,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Patan,,7th,B,995-126-4072,StuvanBassi@gmail.com,97949,Private,Pihu Grover,Bhamini Ramanathan,Malayalam,Bodo,Construction Worker,Other,Bachelor's Degree,High School,6126-2205-5173,3856-9383-2365-6250,Central Bank Of India,Joint,O+,JQVQ259W2FE,391317
Divyansh Keer,Male,9/27/2018,Talaja,DT,No,71214011,Christian,DR VIKRAMSARABHAI VIDHYALAY,Surendranagar,,1st,D,676-956-8866,DivyanshKeer@gmail.com,33684,Private,Purab Dada,Zain Chakrabarti,Kannada,Konkani,Business Owner,Manager,Master's Degree,Bachelor's Degree,9604-3465-5749,1789-1203-8854-7740,State Bank Of India,Joint,O+,XXZ5U5RXZVT,382605
Sara Chander,Female,8/11/2018,Modasa,ST,No,76942099,Christian,DR VIKRAMSARABHAI VIDHYALAY,Surat,,1st,A,431-489-5964,SaraChander@gmail.com,50379,Private,Alia Sarin,Suhana Vohra,Assamese,Gujarati,Retired,Other,Middle School,Master's Degree,1443-2867-2607,2278-8008-3201-6652,State Bank Of India,Individual,A-,DYWRYA2H66F,389397
Ehsaan Dugar,Female,4/13/2018,Santrampur,ST,No,40438961,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Anand,,11th,A,440-582-4101,EhsaanDugar@gmail.com,68984,Private,Neysa Sood,Veer DÂAlia,Nepali,Tamil,Manager,Nurse,No Formal Education,Primary School,7240-7472-9479,7962-7110-9174-7815,IDBI Bank,Joint,AB+,QRRGYKF1M40,387470
Aayush Banerjee,Male,8/21/2018,Amirgadh,General,No,47588123,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Anand,,11th,D,286-285-8468,AayushBanerjee@gmail.com,97742,Private,Samarth Sule,Pari Rout,Nepali,Urdu,Driver,Labour,High School,Bachelor's Degree,6336-7694-1944,3517-5365-8630-6979,Axis Bank,Joint,O+,DQT5M0BR018,398026
Trisha Kaur,Female,10/7/2018,Savarkundla,NT,No,39164213,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Rajkot,,4th,D,821-838-7061,TrishaKaur@gmail.com,35055,Private,Kimaya Sarma,Veer Ratta,Bodo,Gujarati,Driver,Homemaker,Middle School,No Formal Education,8808-8903-6523,4068-3346-5677-3274,ICICI Bank,Joint,A+,68PZYSIVWIO,394231
Jayant Jayaraman,Female,10/13/2018,Vijapur,SC,No,29902019,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Kheda,,4th,A,901-607-5757,JayantJayaraman@gmail.com,89727,Private,Abram Swamy,Parinaaz Warrior,Assamese,Malayalam,Retired,Labour,Some College/Associate's Degree,Middle School,3840-4097-9475,8618-8442-4526-3753,Punjab National Bank,Individual,B+,FALS4X3XW1K,385580
Tara Bhargava,Female,11/4/2018,Sami,NT,No,48208292,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Jamnagar,,1st,A,973-338-7456,TaraBhargava@gmail.com,45331,Private,Suhana Ben,Jivika Varghese,Hindi,Konkani,Manager,Homemaker,Vocational/Trade School,Some College/Associate's Degree,4058-7871-4880,2261-8236-4738-8501,IDBI Bank,Individual,AB-,2SUGPS7YQ0J,397735
Heer Thakur,Female,7/10/2018,Bhuj,SC,No,83443995,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Vadodara,,5th,A,242-410-5499,HeerThakur@gmail.com,68735,Private,Hiran Babu,Madhav Upadhyay,Bangla,Others,Government Employee,Chef,Middle School,High School,8396-3926-4135,6912-2390-9013-4708,HDFC Bank,Joint,O+,O4Q0TEF4JNA,383939
Aaryahi Suri,Female,2/1/2018,Una,SEBC,No,17659010,Christian,DR VIKRAMSARABHAI VIDHYALAY,Tapi,,10th,A,192-248-1699,AaryahiSuri@gmail.com,83562,Private,Shanaya Subramanian,Taran Jhaveri,Assamese,Malayalam,Teacher,Doctor,Master's Degree,Some College/Associate's Degree,3233-3818-2513,2091-5559-3239-1894,Indian Bank,Individual,A+,UZ1C9WW3KDI,395360
Himmat Madan,Male,10/25/2018,Muli,DT,No,76266158,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Panchmahals,,2nd,B,109-908-4931,HimmatMadan@gmail.com,36650,Private,Reyansh Agarwal,Myra Khurana,Tamil,Konkani,Manager,IT Professional,Other/Unknown,Middle School,7719-4838-8429,4496-8345-6489-9742,Central Bank Of India,Joint,A+,RIQRXXLGX0V,384854
Inaaya  Sastry,Female,7/22/2018,Nakhatrana,SC,No,85034527,Christian,DR VIKRAMSARABHAI VIDHYALAY,Rajkot,,9th,B,330-682-4819,InaayaSastry@gmail.com,30021,Private,Dhruv Sharaf,Yashvi Chauhan,Maithili,Punjabi,Farmer,Government Employee,Doctorate/Ph.D.,Master's Degree,6523-8288-3905,3903-8840-1322-2533,Indian Bank,Joint,B+,EMOAWY6YEMG,383602
Diya Jayaraman,Male,6/10/2018,Jamnagar,SC,No,70567191,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Dahod,,1st,D,296-152-7916,DiyaJayaraman@gmail.com,90500,Private,Lavanya Rege,Dhruv Trivedi,Bodo,Telugu,Sales Representative,Homemaker,Doctorate/Ph.D.,Vocational/Trade School,9343-3262-2594,3035-5497-4156-3716,Indian Bank,Individual,O+,63O4BGDD3C4,380505
Yashvi Mahajan,Female,6/9/2018,Lalpur,SEBC,No,28595418,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Gandhinagar,,9th,D,855-813-3733,YashviMahajan@gmail.com,47084,Private,Siya Kuruvilla,Eva Sura,Hindi,Telugu,Artist,Government Employee,Primary School,Vocational/Trade School,2894-8778-6817,5278-6009-2330-6802,Indian Bank,Joint,O+,5HDSVWGL1OM,383233
Charvi Dhar,Male,12/11/2018,Borsad,NT,No,88975246,Muslim,DR VIKRAMSARABHAI VIDHYALAY,The Dangs,,4th,B,934-816-4808,CharviDhar@gmail.com,86911,Private,Parinaaz Mandal,Tejas Sidhu,Others,Kannada,Government Employee,Government Employee,No Formal Education,Vocational/Trade School,8182-4994-6693,4082-9057-3582-4379,Axis Bank,Individual,B+,GFKQ1IRJKMN,383245
Stuvan Varty,Male,5/15/2018,Viramgam,DT,No,38359930,Muslim,DR VIKRAMSARABHAI VIDHYALAY,The Dangs,,5th,D,691-364-3239,StuvanVarty@gmail.com,27022,Private,Zoya Doctor,Riaan Lala,Marathi,Nepali,Farmer,Government Employee,High School,Primary School,9563-2429-4030,2408-3091-7605-2750,Punjab National Bank,Individual,A+,8G73OIM0TEF,393161
Anvi Thaker,Male,1/22/2018,Okhamandal,DT,No,75925937,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Navsari,,2nd,C,674-935-9478,AnviThaker@gmail.com,97489,Private,Riaan Buch,Suhana Shukla,Oriya,Urdu,Teacher,Retired,Doctorate/Ph.D.,Primary School,3263-8980-3034,3730-2701-7419-1215,ICICI Bank,Individual,A-,4IPJ7MY1F7T,398866
Fateh Reddy,Female,4/15/2018,Mandvi,SC,No,39890336,Christian,DR VIKRAMSARABHAI VIDHYALAY,Gandhinagar,,7th,A,614-622-8823,FatehReddy@gmail.com,68633,Private,Baiju Iyengar,Zeeshan Balan,Assamese,Nepali,Engineer,Nurse,No Formal Education,Middle School,7841-6521-9132,9925-6634-5639-2940,Indian Bank,Individual,AB+,A7GXZH0UO46,396229
Krish Divan,Male,3/28/2018,Khanpur,DT,No,58118113,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Vadodara,,11th,A,320-522-1938,KrishDivan@gmail.com,74440,Private,Ehsaan Arora,Arhaan Keer,Hindi,Nepali,Business Owner,Librarian,Primary School,No Formal Education,9795-5096-6992,2301-5302-3810-5051,Indian Bank,Individual,O+,FEBPRZ9WXFF,396368
Akarsh Chatterjee,Female,9/1/2018,Dhrangadhra,ST,No,73667371,Christian,DR VIKRAMSARABHAI VIDHYALAY,Sabarkantha,,3rd,C,898-468-8733,AkarshChatterjee@gmail.com,62541,Private,Dhanuk Issac,Prisha Sanghvi,Dogri,Urdu,Teacher,Other,Middle School,Doctorate/Ph.D.,8291-2585-5133,8365-3716-6587-2117,Punjab National Bank,Joint,AB+,G4LQHC39STL,399268
Indranil Kothari,Male,3/11/2018,Lilia,ST,No,45650402,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Mahesana,,5th,A,291-661-7954,IndranilKothari@gmail.com,56068,Private,Sumer Loyal,Romil Wason,Oriya,Kashmiri,Accountant,Sales Representative,Other/Unknown,No Formal Education,6481-2384-9098,7977-1974-7635-7601,HDFC Bank,Individual,B+,CVMQFR8GC5Z,396826
Samiha Yohannan,Female,6/14/2018,Mahuva,SEBC,No,19624528,Christian,DR VIKRAMSARABHAI VIDHYALAY,Patan,,3rd,C,954-185-3628,SamihaYohannan@gmail.com,38886,Private,Nitara Rama,Lakshit Soman,Malayalam,Urdu,Construction Worker,Accountant,Doctorate/Ph.D.,Other/Unknown,9516-3127-6264,1374-6470-8026-3764,Central Bank Of India,Joint,A-,1E77J509HET,384151
Aaryahi Seshadri,Female,12/14/2018,Shehera,ST,No,12374525,Christian,DR VIKRAMSARABHAI VIDHYALAY,Amreli,,10th,C,601-401-5548,AaryahiSeshadri@gmail.com,88235,Private,Uthkarsh Bhatt,Zara Choudhry,Telugu,Maithili,Artist,IT Professional,No Formal Education,No Formal Education,8305-8017-6900,5510-4031-3140-6718,HDFC Bank,Joint,A+,0AWOCY3ALBM,385546
Aayush Ram,Female,10/13/2018,Limdi,SEBC,No,38382945,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Mahesana,,3rd,D,475-602-3861,AayushRam@gmail.com,93497,Private,Dhruv Khatri,Vidur Borah,Dogri,Marathi,Labour,Accountant,No Formal Education,Primary School,7557-9849-9745,2392-3169-2754-2555,Punjab National Bank,Joint,AB+,GSADY6XYXFR,391234
Mahika Ramanathan,Female,11/22/2018,Vijapur,ST,No,23071142,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Porbandar,,4th,A,129-628-2708,MahikaRamanathan@gmail.com,77566,Private,Tushar Kadakia,Hansh Bawa,Santali,Manipuri,Labour,IT Professional,Master's Degree,Bachelor's Degree,2755-1831-4214,7158-7773-6635-6311,Axis Bank,Joint,A+,V929MTTG20Z,385887
Jayesh Vyas,Female,5/11/2018,Bhesan,DT,No,37135040,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Mahesana,,1st,C,957-160-2258,JayeshVyas@gmail.com,28885,Private,Mamooty Bandi,Reyansh Chada,Tamil,Hindi,Manager,Secretary,Master's Degree,No Formal Education,4779-8593-9983,6963-6441-8793-2293,IDBI Bank,Individual,A-,TLZJKAF2GFO,399348
Kiaan Rege,Female,10/7/2018,Kathlal,General,No,34642409,Muslim,DR VIKRAMSARABHAI VIDHYALAY,The Dangs,,5th,A,712-367-2870,KiaanRege@gmail.com,85769,Private,Prisha Kurian,Yasmin Sarma,Konkani,Assamese,Chef,Doctor,Middle School,Some College/Associate's Degree,9741-8913-7913,3136-9027-8403-8132,Indian Bank,Joint,O+,24EP844ZE2K,396331
Hrishita Dani,Male,10/7/2018,Kapadvanj,SEBC,No,27949640,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Dahod,,7th,D,768-988-7675,HrishitaDani@gmail.com,99963,Private,Miraya Sachar,Indrans Choudhury,Santali,Urdu,Teacher,Librarian,Doctorate/Ph.D.,Master's Degree,2895-1840-2123,1025-8690-1488-9399,State Bank Of India,Individual,A-,BBPLQPISW27,397488
Taran Sheth,Female,11/25/2018,Dehgam,ST,No,64869267,Christian,DR VIKRAMSARABHAI VIDHYALAY,Junagadh,,11th,B,895-827-1674,TaranSheth@gmail.com,47418,Private,Nakul Chakraborty,Advik Agrawal,Oriya,Konkani,Engineer,Artist,Vocational/Trade School,Middle School,9196-2664-8471,7921-8783-4315-1748,Punjab National Bank,Joint,B-,9F4K1GAJ4HB,395119
Riaan Balay,Male,1/24/2018,Bhachau,ST,No,96089089,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Bharuch,,9th,D,114-294-8196,RiaanBalay@gmail.com,39148,Private,Samar Ramachandran,Ishita Warrior,Konkani,Oriya,Engineer,IT Professional,Primary School,Doctorate/Ph.D.,8739-7403-3107,7586-9329-1020-4472,HDFC Bank,Joint,A+,OY3GZP6WT0A,380358
Shalv Guha,Male,1/12/2018,Junagadh,DT,No,39582002,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Bhavnagar,,6th,A,255-729-9169,ShalvGuha@gmail.com,97846,Private,Jivin Manne,Kartik Konda,Gujarati,Manipuri,Farmer,Nurse,Vocational/Trade School,Other/Unknown,5388-5069-6360,5434-7691-6405-5500,Punjab National Bank,Individual,AB+,VN2J0N0Q3UF,384108
Drishya Rege,Female,7/22/2018,Palitana,OBC,No,25913705,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Narmada,,3rd,C,683-663-7359,DrishyaRege@gmail.com,46925,Private,Samarth Sachdeva,Zaina Mannan,Punjabi,Hindi,Engineer,Teacher,Vocational/Trade School,Middle School,8931-3952-3756,4469-5970-4929-8298,Indian Bank,Joint,A-,WOPQ5TKANX3,385654
Madhup Shanker,Male,6/28/2018,Jamjodhpur,ST,No,68848351,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Porbandar,,6th,C,362-751-2371,MadhupShanker@gmail.com,59294,Private,Azad Bhandari,Neelofar Ramakrishnan,Assamese,Hindi,Farmer,Social Worker,Vocational/Trade School,Other/Unknown,9049-1467-6600,2049-9446-6283-4730,ICICI Bank,Individual,A-,LZL3YPSAOOB,399876
Damini Gandhi,Male,1/23/2018,Paddhari,DT,No,34258044,Christian,DR VIKRAMSARABHAI VIDHYALAY,Ahmedabad,,1st,B,354-176-6260,DaminiGandhi@gmail.com,94664,Private,Nirvi Vohra,Zara Ratta,Bangla,Telugu,Chef,Doctor,No Formal Education,No Formal Education,5290-8576-5814,4095-1891-6773-6936,ICICI Bank,Individual,B-,3VZ02PG4M5O,395248
Samarth Bath,Male,11/5/2018,Jamkandorna,SC,No,82339595,Christian,DR VIKRAMSARABHAI VIDHYALAY,Jamnagar,,9th,C,808-998-8787,SamarthBath@gmail.com,53287,Private,Arnav Kunda,Aarush Jaggi,Punjabi,Sindhi,Chef,Homemaker,Primary School,Some College/Associate's Degree,6769-8737-1532,4381-7422-1019-1592,IDBI Bank,Joint,B-,RK8H3UIC9WB,381657
Sumer Srivastava,Male,1/28/2018,Mandal,OBC,No,79820624,Christian,DR VIKRAMSARABHAI VIDHYALAY,Rajkot,,4th,C,252-492-7021,SumerSrivastava@gmail.com,88022,Private,Indrans Barman,Adira Ray,Hindi,Nepali,Artist,Social Worker,Bachelor's Degree,High School,5456-2704-6639,6340-9391-1104-2548,Axis Bank,Joint,AB-,KA47IA9KX4T,395483
Raghav Devan,Female,2/17/2018,Babra,DT,No,86473213,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Narmada,,2nd,C,187-784-2540,RaghavDevan@gmail.com,52518,Private,Arnav Bajwa,Vedika Baria,Tamil,Dogri,Other,Secretary,No Formal Education,Primary School,3948-4953-4409,1126-5031-4339-2247,Punjab National Bank,Individual,B+,F0KMPPIRK6D,381402
Jayan Gala,Female,9/7/2018,Limdi,NT,No,71943261,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Sabarkantha,,12th,A,894-694-1628,JayanGala@gmail.com,59764,Private,Sumer Wali,Anya Master,Bangla,Santali,Accountant,Pharmacist,Bachelor's Degree,Vocational/Trade School,9272-2365-7263,5534-8483-9366-8802,ICICI Bank,Individual,A-,2GR47U6236C,382378
Fateh Chhabra,Female,8/20/2018,Ghoghamba,OBC,No,67622691,Muslim,DR VIKRAMSARABHAI VIDHYALAY,The Dangs,,8th,D,863-909-7690,FatehChhabra@gmail.com,54288,Private,Neysa Dasgupta,Zara Khosla,Marathi,Nepali,Government Employee,Manager,Master's Degree,Vocational/Trade School,2713-9448-5623,7675-2904-7000-2461,IDBI Bank,Joint,A+,0DZGB0NXZ97,385725
Badal Raman,Male,2/12/2018,Kalyanpur,ST,No,89964153,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Valsad,,6th,D,555-511-5058,BadalRaman@gmail.com,44945,Private,Indrajit Deshpande,Anahita Zacharia,Nepali,Gujarati,Driver,Homemaker,Some College/Associate's Degree,Other/Unknown,7736-7442-5487,1716-5596-3793-7050,Indian Bank,Joint,A-,AQ77F14SJL7,397957
Vaibhav Dalal,Male,3/18/2018,Botad,DT,No,81317987,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Patan,,5th,A,735-764-6497,VaibhavDalal@gmail.com,52589,Private,Miraan Arya,Suhana Divan,Bangla,Sindhi,Driver,Doctor,Middle School,Vocational/Trade School,1691-4509-2380,9990-1296-2425-8964,HDFC Bank,Joint,AB-,5GZWPV3U89O,381929
Riaan Chauhan,Female,7/27/2018,Matar,DT,No,46136834,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Panchmahals,,1st,B,951-177-5054,RiaanChauhan@gmail.com,68958,Private,Shamik Rastogi,Aarush Bahl,Tamil,Gujarati,Teacher,Secretary,Bachelor's Degree,Vocational/Trade School,8902-7641-7149,2744-9315-1643-5379,HDFC Bank,Joint,A-,XZ0K1VX1R7G,385646
Siya Bassi,Male,5/6/2018,Sidhpur,DT,No,71526690,Christian,DR VIKRAMSARABHAI VIDHYALAY,Gandhinagar,,7th,B,897-457-1998,SiyaBassi@gmail.com,53431,Private,Yakshit Grover,Jayesh Bawa,Assamese,Bodo,Doctor,Secretary,Vocational/Trade School,Bachelor's Degree,8994-6092-5543,5073-2948-1189-6453,HDFC Bank,Joint,AB-,ZUPOWNIK91S,386673
Misha Choudhary,Male,5/11/2018,Mangrol,SEBC,No,17201835,Christian,DR VIKRAMSARABHAI VIDHYALAY,Jamnagar,,4th,A,395-613-8642,MishaChoudhary@gmail.com,72419,Private,Yashvi Jhaveri,Nirvi Deol,Kannada,Tamil,Retired,Pharmacist,Middle School,Vocational/Trade School,9982-2856-4871,7703-1882-8432-5852,ICICI Bank,Individual,A+,2X3JTU0H7D3,385207
Dharmajan Dhaliwal,Male,3/12/2018,Becharaji,SEBC,No,84726749,Muslim,DR VIKRAMSARABHAI VIDHYALAY,Mahesana,,1st,B,181-710-9874,DharmajanDhaliwal@gmail.com,92425,Private,Faiyaz Magar,Hunar Tata,Kashmiri,Dogri,Other,Retired,Bachelor's Degree,No Formal Education,3079-3623-2970,4536-7080-1471-2016,State Bank Of India,Joint,A-,8EUXXPCJU58,395617
Mohanlal Garde,Female,1/21/2018,Jetpur,DT,No,56040579,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Porbandar,,3rd,D,855-795-1876,MohanlalGarde@gmail.com,61404,Private,Ayesha Gandhi,Renee Varghese,Bangla,Nepali,Labour,Homemaker,No Formal Education,Vocational/Trade School,3162-5249-2550,4139-6474-3388-7405,State Bank Of India,Joint,A+,AY3OER9W4UP,380530
