name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Indranil Dhaliwal,Male,3/8/2018,Chotila,SC,No,26057097,Christian,K.K.M.S. HIGH SCHOOL,Dahod,,8th,D,389-224-2303,IndranilDhaliwal@gmail.com,73609,Private,Manikya Tella,Samar Mahal,Maithili,Kannada,Construction Worker,Secretary,Middle School,Some College/Associate's Degree,4326-2988-1381,2214-3303-8830-2074,Indian Bank,Joint,AB+,3W6CVI9R8U7,384941
Sana Kumar,Male,1/14/2018,Tharad,DT,No,61583999,Hindu,K.K.M.S. HIGH SCHOOL,Bharuch,,10th,B,540-561-1949,SanaKumar@gmail.com,32012,Private,Nirvaan Bains,Eshani Shere,Bodo,Malayalam,Engineer,Business Owner,Doctorate/Ph.D.,Other/Unknown,8952-2280-5124,2526-3486-4062-4821,Central Bank Of India,Individual,B+,ML09N5X2BRD,389129
Nehmat Choudhry,Female,10/25/2018,Anklav,DT,No,38697406,Muslim,K.K.M.S. HIGH SCHOOL,Anand,,4th,C,945-391-7419,NehmatChoudhry@gmail.com,63497,Private,Saira Dutt,Aradhya Majumdar,Others,Kashmiri,Artist,Accountant,Other/Unknown,Doctorate/Ph.D.,9642-8236-5062,9081-9026-5019-5262,Axis Bank,Joint,B+,P9NO24730JV,383547
Tushar Lala,Female,12/14/2018,Amreli,DT,No,97766095,Hindu,K.K.M.S. HIGH SCHOOL,Banaskantha,,11th,D,355-546-7199,TusharLala@gmail.com,51785,Private,Madhup Mani,Hazel Shanker,Urdu,Kannada,Business Owner,Pharmacist,Vocational/Trade School,Other/Unknown,3119-7767-6055,1947-3207-1382-1143,Axis Bank,Individual,A+,CX2DHCI6ND7,383612
Anya Rattan,Male,12/16/2018,Matar,SC,No,36184499,Christian,K.K.M.S. HIGH SCHOOL,Bharuch,,3rd,B,508-611-4021,AnyaRattan@gmail.com,71477,Private,Faiyaz Shankar,Shaan Gera,Dogri,Manipuri,Government Employee,Pharmacist,Primary School,High School,1679-8469-2185,9279-8808-1515-4826,Punjab National Bank,Individual,AB-,QYN417QGNDP,394463
Ritvik Bali,Male,8/20/2018,Sami,DT,No,26446290,Christian,K.K.M.S. HIGH SCHOOL,Kheda,,4th,B,553-614-3239,RitvikBali@gmail.com,95532,Private,Renee Sharma,Vihaan Bhargava,Kannada,Sindhi,Other,Social Worker,Middle School,Vocational/Trade School,7219-4881-3224,5726-2176-4149-3565,State Bank Of India,Joint,B+,04LDHL62B31,398181
Hansh Venkatesh,Female,7/9/2018,Ranpur,General,No,25590399,Muslim,K.K.M.S. HIGH SCHOOL,Sabarkantha,,1st,D,124-828-5217,HanshVenkatesh@gmail.com,29455,Private,Tejas Choudhury,Indranil Sampath,Konkani,Assamese,Doctor,Artist,Master's Degree,Middle School,4784-1903-2114,8989-6100-4671-7835,Axis Bank,Joint,AB+,5XPGCYBS7FA,390786
Kashvi Barman,Male,10/13/2018,Jamnagar,SEBC,No,35294134,Hindu,K.K.M.S. HIGH SCHOOL,Surendranagar,,7th,D,751-392-5063,KashviBarman@gmail.com,99446,Private,Vidur Buch,Khushi Roy,Bodo,Malayalam,Farmer,Teacher,Other/Unknown,No Formal Education,3770-6228-7819,4679-7979-1229-2264,IDBI Bank,Joint,AB+,7JEULA2IPMP,398191
Arnav Toor,Male,10/20/2018,Dhrol,SC,No,24446797,Muslim,K.K.M.S. HIGH SCHOOL,Jamnagar,,6th,B,974-394-3520,ArnavToor@gmail.com,98855,Private,Samar Balakrishnan,Reyansh Bala,Bangla,Urdu,Government Employee,Other,Vocational/Trade School,Doctorate/Ph.D.,2658-1538-6027,7069-8521-5161-6057,Central Bank Of India,Individual,A-,FC216ZRE74S,397105
Ivana Cherian,Female,3/14/2018,Mahesana,SEBC,No,22388791,Muslim,K.K.M.S. HIGH SCHOOL,Junagadh,,7th,A,707-898-1142,IvanaCherian@gmail.com,51047,Private,Neysa Bhargava,Gatik Kaur,Konkani,Telugu,Teacher,Business Owner,High School,Other/Unknown,9717-8986-7584,8290-9486-1841-8623,ICICI Bank,Joint,AB-,5V675000WXT,398569
