name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Vedika Ganesh,Male,9/16/2018,Kheralu,DT,No,29441975,Hindu,GOVT SECONDARY SCHOOL,Ahmedabad,,2nd,A,553-475-1985,VedikaGanesh@gmail.com,60599,Government,Saksham Dugar,Vardaniya Kale,Telugu,Nepali,Manager,Labour,Some College/Associate's Degree,Master's Degree,9925-1068-3481,9676-7494-4316-5963,Punjab National Bank,Individual,A-,HXWFG7ZPNOT,383789
Bhavin Verma,Male,6/12/2018,Jetpur,DT,No,63898613,Hindu,GOVT SECONDARY SCHOOL,Dahod,,9th,B,410-791-2059,BhavinVerma@gmail.com,93065,Government,Divit Kara,Bhamini Sheth,Konkani,Kashmiri,Accountant,Doctor,Vocational/Trade School,Vocational/Trade School,4084-3711-3257,1618-8884-2859-2807,Central Bank Of India,Joint,B-,216O4YJ6EDH,387158
Vaibhav Walia,Male,11/1/2018,Kadi,ST,No,19791011,Hindu,GOVT SECONDARY SCHOOL,Tapi,,6th,B,396-701-6316,VaibhavWalia@gmail.com,29649,Government,Mahika Lad,Anvi Maharaj,Urdu,Konkani,Lawyer,Pharmacist,Some College/Associate's Degree,Master's Degree,7435-3240-8300,8855-4856-6428-6250,HDFC Bank,Individual,A-,5MXG6I37QUI,397297
Pihu Bahri,Female,10/16/2018,Gandhidham,ST,No,21345896,Christian,GOVT SECONDARY SCHOOL,Vadodara,,7th,A,493-548-2561,PihuBahri@gmail.com,81958,Government,Biju Brahmbhatt,Lagan Verma,Maithili,Santali,Teacher,Manager,Other/Unknown,High School,5885-9645-5291,5828-9637-5733-7054,Indian Bank,Individual,B+,6QGRGBB1DS1,382630
Sumer Magar,Female,9/22/2018,Khambhalia,ST,No,10220731,Hindu,GOVT SECONDARY SCHOOL,Mahesana,,11th,C,667-288-1614,SumerMagar@gmail.com,26745,Government,Tara Kant,Rasha Manda,Manipuri,Nepali,Accountant,Artist,Master's Degree,High School,5938-2048-6585,5202-9533-5464-9158,ICICI Bank,Individual,AB-,1U9MZG2FZLV,399122
Manjari Bhat,Male,5/16/2018,Gariadhar,OBC,No,81948546,Hindu,GOVT SECONDARY SCHOOL,Panchmahals,,2nd,D,402-212-6049,ManjariBhat@gmail.com,71295,Government,Baiju Shah,Dhanush Rout,Assamese,Marathi,Artist,Labour,No Formal Education,Vocational/Trade School,4194-8380-7698,2937-2585-9591-6687,ICICI Bank,Individual,AB+,DP2Y7XIAC4B,398446
Abram Ramesh,Male,10/27/2018,Bhachau,SEBC,No,85521491,Christian,GOVT SECONDARY SCHOOL,Navsari,,10th,B,841-552-1493,AbramRamesh@gmail.com,92461,Government,Anahi Master,Kartik Chhabra,Sindhi,Others,Manager,Social Worker,Bachelor's Degree,Master's Degree,7591-4991-4354,2200-5549-3697-7627,ICICI Bank,Individual,A+,OOG5CSNV8W3,389898
Ayesha Sehgal,Female,9/25/2018,Mahudha,OBC,No,90864673,Hindu,GOVT SECONDARY SCHOOL,The Dangs,,11th,D,342-697-6497,AyeshaSehgal@gmail.com,74413,Government,Jayant Sandal,Krish Basak,Konkani,Telugu,Sales Representative,Secretary,Other/Unknown,Vocational/Trade School,5112-6764-2561,1799-3274-3700-4915,Punjab National Bank,Individual,A+,BJGU4842TBZ,394425
Prisha Chad,Male,5/28/2018,Wadhwan,SEBC,No,37176057,Muslim,GOVT SECONDARY SCHOOL,Valsad,,5th,C,945-722-2133,PrishaChad@gmail.com,47506,Government,Keya Buch,Dharmajan Walla,Punjabi,Punjabi,Retired,Doctor,High School,Other/Unknown,5111-8382-6521,5796-1268-8440-3948,State Bank Of India,Joint,A+,DJQGULOY5BW,389727
Jivika Kannan,Male,5/2/2018,Kankrej,DT,No,41077948,Hindu,GOVT SECONDARY SCHOOL,Dahod,,8th,B,470-799-7410,JivikaKannan@gmail.com,59941,Government,Samiha Buch,Tiya Issac,Manipuri,Tamil,Sales Representative,Labour,Middle School,Master's Degree,4303-9379-5212,9608-5843-9175-7342,IDBI Bank,Joint,AB+,VDH7248CC6O,388538
Ojas Agarwal,Male,9/14/2018,Bagasara,SEBC,No,18106794,Christian,GOVT SECONDARY SCHOOL,Patan,,5th,B,408-482-1541,OjasAgarwal@gmail.com,41285,Government,Vanya Bera,Lakshit Raju,Santali,Konkani,Retired,Manager,Middle School,Other/Unknown,6839-9914-8814,6948-8074-7955-5755,Indian Bank,Individual,O+,UITNIUHBFH7,384735
Manjari Sharaf,Male,11/21/2018,Mahudha,SC,No,89190793,Hindu,GOVT SECONDARY SCHOOL,Dahod,,12th,D,337-871-1638,ManjariSharaf@gmail.com,98264,Government,Purab Goswami,Lavanya Balasubramanian,Kannada,Sindhi,Teacher,Business Owner,Master's Degree,Doctorate/Ph.D.,1969-1959-3833,7825-7240-3431-2036,Indian Bank,Joint,A+,2HHS4G41SMX,396235
Biju Sethi,Female,11/23/2018,Dhoraji,ST,No,67089619,Muslim,GOVT SECONDARY SCHOOL,Junagadh,,7th,B,118-406-6290,BijuSethi@gmail.com,96239,Government,Ivana Bhandari,Indrans Shetty,Others,Konkani,Farmer,Librarian,High School,Bachelor's Degree,8786-4603-5661,2738-3919-8221-6867,Axis Bank,Individual,AB+,JGN0ZX25OO9,388570
Krish Vyas,Female,12/15/2018,Gandhidham,DT,No,57288485,Hindu,GOVT SECONDARY SCHOOL,Surat,,5th,D,821-855-7430,KrishVyas@gmail.com,95857,Government,Vardaniya Kashyap,Manikya Karnik,Gujarati,Marathi,Farmer,Teacher,Primary School,Primary School,1075-7387-6413,7910-5780-2595-7018,Axis Bank,Joint,B+,CZOFZ3BXTVF,389727
Pihu Kapur,Male,8/23/2018,Gondal,ST,No,50531980,Muslim,GOVT SECONDARY SCHOOL,Valsad,,8th,C,546-458-3547,PihuKapur@gmail.com,92917,Government,Abram Andra,Samiha Koshy,Kashmiri,Nepali,Engineer,Librarian,Bachelor's Degree,Some College/Associate's Degree,9054-8534-6470,5714-9874-6888-4876,Central Bank Of India,Individual,AB-,BUVPX6DXWT2,388969
Ira Kapadia,Female,3/22/2018,Bhanvad,DT,No,39258932,Muslim,GOVT SECONDARY SCHOOL,Porbandar,,8th,A,508-476-4612,IraKapadia@gmail.com,33460,Government,Hazel Shenoy,Amira Batra,Dogri,Punjabi,Other,Sales Representative,Vocational/Trade School,Master's Degree,2783-9584-7244,9460-1366-5915-2813,HDFC Bank,Joint,B-,TVLNWZ3M7S0,392191
Kashvi Bajwa,Female,2/9/2018,Kadi,ST,No,53945016,Hindu,GOVT SECONDARY SCHOOL,Panchmahals,,6th,A,595-671-7161,KashviBajwa@gmail.com,67137,Government,Eva Sharaf,Sana Tripathi,Tamil,Bodo,Business Owner,Teacher,No Formal Education,Vocational/Trade School,2367-6288-8176,6493-8016-1698-2091,IDBI Bank,Individual,O+,V6AMDA5O5CL,385385
Bhavin Walia,Male,8/13/2018,Mangrol,OBC,No,52207172,Hindu,GOVT SECONDARY SCHOOL,Narmada,,6th,B,935-580-8777,BhavinWalia@gmail.com,34122,Government,Yakshit Sabharwal,Purab Vyas,Kannada,Dogri,Sales Representative,Government Employee,No Formal Education,Doctorate/Ph.D.,9211-7874-3728,3577-1622-9945-5872,Central Bank Of India,Joint,A-,OI0X3N2NX8L,380270
Zain Cherian,Male,7/9/2018,Daskroi,SC,No,35037755,Hindu,GOVT SECONDARY SCHOOL,Dahod,,11th,D,870-507-2586,ZainCherian@gmail.com,32274,Government,Zara Kade,Hiran Sankar,Kashmiri,Punjabi,Business Owner,Librarian,Some College/Associate's Degree,Master's Degree,9081-3099-7209,6117-9774-4547-3087,State Bank Of India,Joint,B-,WI2FUVVXNOS,398364
Kaira Tailor,Male,6/20/2018,Visavadar,SC,No,37265359,Muslim,GOVT SECONDARY SCHOOL,Narmada,,1st,C,652-308-6800,KairaTailor@gmail.com,78260,Government,Nishith Shah,Miraya Choudhry,Others,Maithili,Manager,Retired,No Formal Education,Bachelor's Degree,4762-6443-9244,4760-4127-9739-9183,Indian Bank,Joint,A-,M8LYPY14AZT,380150
Jivika Kar,Female,3/3/2018,Lunawada,SC,No,67489913,Muslim,GOVT SECONDARY SCHOOL,Narmada,,2nd,B,282-111-6909,JivikaKar@gmail.com,61736,Government,Tarini Bal,Amira Dash,Manipuri,Kannada,Retired,Artist,Doctorate/Ph.D.,Vocational/Trade School,6109-5285-4568,9926-4112-7433-5629,Punjab National Bank,Joint,B+,2R6S2FPIJGQ,389491
Yakshit Singhal,Female,2/10/2018,Bavla,DT,No,15288137,Hindu,GOVT SECONDARY SCHOOL,Amreli,,7th,D,437-290-1638,YakshitSinghal@gmail.com,84415,Government,Taimur Balan,Veer Bava,Sindhi,Assamese,Engineer,Secretary,High School,High School,1940-5820-7828,5389-3728-8834-7303,Punjab National Bank,Joint,B-,0X2OFA4XFB4,381532
Nakul Sood,Male,7/17/2018,Palanpur,SEBC,No,16943664,Hindu,GOVT SECONDARY SCHOOL,Junagadh,,7th,B,312-887-9024,NakulSood@gmail.com,25453,Government,Hrishita Sandhu,Devansh Kaur,Urdu,Santali,Retired,Business Owner,Bachelor's Degree,Some College/Associate's Degree,5564-6390-7727,7370-9383-3499-2235,Indian Bank,Individual,O+,MCMI1GM2T6N,382841
Yakshit Sandhu,Male,9/6/2018,Mansa,SEBC,No,10248857,Muslim,GOVT SECONDARY SCHOOL,Bharuch,,6th,D,569-200-7632,YakshitSandhu@gmail.com,85992,Government,Arnav Roy,Zaina Dutta,Bodo,Punjabi,Construction Worker,Artist,Primary School,Vocational/Trade School,2706-5475-3099,1230-6849-3648-3629,Indian Bank,Individual,O+,TAB7CZK8N29,383289
Darshit Atwal,Male,7/23/2018,Kalavad,NT,No,95871429,Christian,GOVT SECONDARY SCHOOL,Sabarkantha,,9th,A,130-846-8618,DarshitAtwal@gmail.com,35920,Government,Damini Shanker,Uthkarsh Butala,Dogri,Marathi,Engineer,Librarian,No Formal Education,Bachelor's Degree,6112-3242-1168,9453-4295-2411-2783,IDBI Bank,Individual,A+,H5BOEWO7TIG,395359
Eva Aurora,Female,11/13/2018,Dantiwada,SEBC,No,91800288,Muslim,GOVT SECONDARY SCHOOL,Gandhinagar,,8th,A,740-155-2438,EvaAurora@gmail.com,98849,Government,Reyansh Choudhury,Aarav Ray,Oriya,Dogri,Sales Representative,Retired,Primary School,Master's Degree,5163-9498-5049,7696-1379-8865-6698,IDBI Bank,Joint,O+,6VSCZ6AGD3L,388384
Miraan Ram,Male,6/22/2018,Lakhtar,ST,No,12194150,Hindu,GOVT SECONDARY SCHOOL,Navsari,,1st,C,640-429-5494,MiraanRam@gmail.com,83949,Government,Eshani Tank,Chirag Batta,Gujarati,Malayalam,Other,Doctor,Doctorate/Ph.D.,Doctorate/Ph.D.,7728-4813-4119,4961-8613-3078-3972,ICICI Bank,Individual,A-,COMT6I81YJ8,385026
Nirvi Vyas,Male,12/15/2018,Dhoraji,ST,No,73681849,Christian,GOVT SECONDARY SCHOOL,Bhavnagar,,5th,B,408-344-2857,NirviVyas@gmail.com,82919,Government,Onkar Sahni,Ivan Korpal,Dogri,Nepali,Teacher,Accountant,Some College/Associate's Degree,High School,1759-6202-1923,1006-8269-3376-3862,State Bank Of India,Individual,O+,RBXWCZLEGY1,384302
Charvi Bhatti,Male,7/12/2018,Jafrabad,SEBC,No,65561851,Muslim,GOVT SECONDARY SCHOOL,Jamnagar,,2nd,C,596-526-3831,CharviBhatti@gmail.com,90742,Government,Tiya Saraf,Mishti Lata,Kannada,Assamese,Teacher,Manager,Some College/Associate's Degree,Middle School,4398-5311-8151,4101-2944-1628-8764,Punjab National Bank,Joint,AB-,B88G3IKUHS0,386896
Shayak Bhardwaj,Female,12/8/2018,Modasa,SEBC,No,96521196,Muslim,GOVT SECONDARY SCHOOL,Junagadh,,3rd,D,204-880-9981,ShayakBhardwaj@gmail.com,77182,Government,Lakshit Bahri,Urvi Saran,Kannada,Telugu,Construction Worker,Social Worker,Some College/Associate's Degree,Some College/Associate's Degree,1865-5565-3655,9617-2090-5520-4856,ICICI Bank,Individual,A+,VJQDVSZMLMO,396149
Mehul Dewan,Male,3/6/2018,Manavadar,SEBC,No,31625730,Muslim,GOVT SECONDARY SCHOOL,Gandhinagar,,7th,A,600-235-1412,MehulDewan@gmail.com,59823,Government,Mohanlal Datta,Amani Rana,Urdu,Kashmiri,Construction Worker,Social Worker,Middle School,Some College/Associate's Degree,4468-8607-5224,5510-1214-3165-7516,Central Bank Of India,Individual,AB+,34807S3C7E9,392125
Miraan Gera,Female,12/10/2018,Daskroi,DT,No,92928138,Hindu,GOVT SECONDARY SCHOOL,Patan,,9th,A,541-731-7299,MiraanGera@gmail.com,25635,Government,Shalv Divan,Yakshit Keer,Kashmiri,Punjabi,IT Professional,Secretary,Doctorate/Ph.D.,No Formal Education,9921-7980-8861,6425-6344-9201-5236,IDBI Bank,Individual,A+,UP472IKBG3W,396612
Yuvraj  Garg,Female,12/14/2018,Nadiad,SC,No,62878445,Christian,GOVT SECONDARY SCHOOL,Dahod,,11th,A,115-364-5504,YuvrajGarg@gmail.com,81003,Government,Ira Suresh,Ahana  Toor,Sindhi,Gujarati,Lawyer,Government Employee,Middle School,Bachelor's Degree,8830-3807-8711,2291-2217-8484-9122,ICICI Bank,Individual,AB-,9YUWDGD4191,381952
Mannat Magar,Male,10/7/2018,Palanpur,SC,No,36342419,Christian,GOVT SECONDARY SCHOOL,Anand,,8th,A,203-865-1834,MannatMagar@gmail.com,46280,Government,Saanvi Balay,Yuvraj  Karnik,Oriya,Oriya,Artist,Teacher,Middle School,Master's Degree,7040-2951-9235,3080-4089-5435-6665,Axis Bank,Joint,AB+,WZ9A76I0SLC,381542
Uthkarsh Balay,Female,9/19/2018,Godhra,DT,No,37803445,Hindu,GOVT SECONDARY SCHOOL,Navsari,,11th,D,268-910-7566,UthkarshBalay@gmail.com,44626,Government,Akarsh Kumar,Aarna Acharya,Oriya,Oriya,IT Professional,Business Owner,High School,High School,2174-5211-4953,9496-2375-7144-8955,Punjab National Bank,Individual,B-,9W4Z3TQRCGK,382278
Ojas Bir,Male,11/13/2018,Sami,DT,No,60403747,Muslim,GOVT SECONDARY SCHOOL,Valsad,,3rd,B,814-744-8504,OjasBir@gmail.com,68847,Government,Rania Borah,Advika Rajagopal,Kashmiri,Nepali,Farmer,Accountant,No Formal Education,Middle School,5607-6179-1974,8703-6035-1782-1691,IDBI Bank,Joint,B-,JXL0Z2IHT5O,395461
Mamooty Hans,Male,7/13/2018,Amirgadh,ST,No,84290146,Muslim,GOVT SECONDARY SCHOOL,Junagadh,,3rd,D,881-609-2898,MamootyHans@gmail.com,40419,Government,Ivana Banik,Raghav Khosla,Manipuri,Bodo,Construction Worker,Doctor,Middle School,No Formal Education,2318-9765-9550,4939-3977-2787-2706,Indian Bank,Joint,A+,GVWW39B38NB,395021
Madhup Kota,Female,11/10/2018,Savarkundla,DT,No,12634415,Christian,GOVT SECONDARY SCHOOL,Amreli,,11th,A,380-923-2034,MadhupKota@gmail.com,32743,Government,Pari Wason,Taimur Divan,Dogri,Bangla,Business Owner,Secretary,Vocational/Trade School,No Formal Education,2611-5742-7960,8955-9254-9857-5710,Axis Bank,Individual,O+,9RJB2EAWKK6,398379
Tara Karnik,Female,1/15/2018,Bhachau,SC,No,73069496,Muslim,GOVT SECONDARY SCHOOL,Bharuch,,5th,B,725-970-2201,TaraKarnik@gmail.com,40914,Government,Dhanush Jain,Anika Doshi,Assamese,Konkani,Labour,Chef,High School,Master's Degree,3063-2673-3132,8593-9103-7937-3186,Axis Bank,Individual,AB-,TOKEUFGEYHC,396532
Damini Choudhury,Male,5/16/2018,Talaja,General,No,71519599,Hindu,GOVT SECONDARY SCHOOL,Junagadh,,3rd,A,385-862-4304,DaminiChoudhury@gmail.com,52044,Government,Samaira Banerjee,Kaira Desai,Dogri,Maithili,Doctor,Labour,Some College/Associate's Degree,Primary School,1819-6064-6351,3088-4255-9142-7568,IDBI Bank,Joint,AB+,S2Q0W5U4HU9,388302
Bhamini Bhatia,Male,9/10/2018,Muli,OBC,No,15005871,Christian,GOVT SECONDARY SCHOOL,Kheda,,3rd,D,782-827-2347,BhaminiBhatia@gmail.com,39583,Government,Anahita Bains,Kashvi Khosla,Gujarati,Tamil,Artist,Social Worker,Bachelor's Degree,Bachelor's Degree,3845-1131-8641,3660-1905-9348-9504,ICICI Bank,Joint,AB-,FQ40WFESMM6,386271
Indrans Dalal,Male,9/19/2018,Santalpur,ST,No,23223097,Muslim,GOVT SECONDARY SCHOOL,Banaskantha,,2nd,A,357-313-3415,IndransDalal@gmail.com,86000,Government,Dhanush Mann,Drishya Mandal,Telugu,Hindi,Engineer,Accountant,Vocational/Trade School,High School,6718-3216-1457,5920-9937-2401-1862,Central Bank Of India,Individual,AB-,GUMQFXGUIGW,385898
