name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Chirag Raju,Male,3/6/2018,Gandhinagar,DT,No,43110018,Hindu,GANDHI VIDYALAYA,Narmada,,3rd,B,189-958-8303,ChiragRaju@gmail.com,90680,Private,Fateh Taneja,Mehul Savant,Hindi,Manipuri,Retired,Librarian,Vocational/Trade School,Primary School,3785-3423-2045,6504-9060-5568-5794,Punjab National Bank,Individual,O+,4LIT3ATSU2B,381884
Aniruddh Sachdeva,Female,5/25/2018,Wankaner,DT,No,83579286,Christian,GANDHI VIDYALAYA,Vadodara,,1st,A,227-644-4859,AniruddhSachdeva@gmail.com,28508,Private,Samar Kalita,Jayesh Hari,Marathi,Others,Doctor,Labour,Bachelor's Degree,Other/Unknown,4973-3026-1002,2572-9499-6874-5960,Axis Bank,Individual,B+,HJERCJE4KSN,381495
Pari Khanna,Female,3/14/2018,Godhra,ST,No,13329674,Muslim,GANDHI VIDYALAYA,Dahod,,9th,A,893-202-7212,PariKhanna@gmail.com,41133,Private,Reyansh Ganesh,Jivika Sanghvi,Manipuri,Kashmiri,Farmer,Government Employee,No Formal Education,Some College/Associate's Degree,2172-5664-8753,8073-7096-3118-4468,State Bank Of India,Individual,B-,TELTOFH0YLB,387871
Prerak Ramachandran,Male,6/16/2018,Jambusar,NT,No,91633569,Muslim,GANDHI VIDYALAYA,Dahod,,5th,C,369-642-8049,PrerakRamachandran@gmail.com,84193,Private,Kavya Ravel,Saksham Bawa,Others,Maithili,Engineer,Manager,No Formal Education,No Formal Education,8922-7589-5154,9645-3596-7581-1930,Axis Bank,Individual,B-,TG39SON4HTY,393912
Mishti Chad,Female,5/16/2018,Dhoraji,SEBC,No,73413417,Muslim,GANDHI VIDYALAYA,Valsad,,10th,B,188-603-9228,MishtiChad@gmail.com,79157,Private,Taimur Shroff,Kabir Jayaraman,Urdu,Tamil,Accountant,Doctor,High School,Primary School,3687-8465-8528,6265-4307-7127-9661,Axis Bank,Individual,O+,330LJGC5G0J,390131
Zeeshan Kapadia,Female,11/12/2018,Mendarda,DT,No,76667093,Muslim,GANDHI VIDYALAYA,Amreli,,10th,D,393-307-2212,ZeeshanKapadia@gmail.com,90239,Private,Samiha Anand,Taimur Tank,Manipuri,Urdu,Chef,Artist,High School,Vocational/Trade School,5723-9159-1606,3345-8110-7781-6906,ICICI Bank,Joint,AB+,KV6NCM3KWH1,386872
Indrans Karpe,Female,11/28/2018,Junagadh,DT,No,30836732,Christian,GANDHI VIDYALAYA,The Dangs,,4th,D,585-447-8786,IndransKarpe@gmail.com,33012,Private,Nishith Mangat,Mehul Loke,Nepali,Santali,Chef,Accountant,Master's Degree,Vocational/Trade School,2340-8620-1258,9208-2928-7730-1963,IDBI Bank,Joint,A-,PAW4TUK3SUB,387562
Anahi Dada,Female,5/20/2018,Ahmadabad City,SC,No,17261270,Muslim,GANDHI VIDYALAYA,Rajkot,,10th,B,888-898-4848,AnahiDada@gmail.com,94177,Private,Krish Seth,Yasmin Sarin,Bodo,Sindhi,Business Owner,Doctor,Master's Degree,Other/Unknown,1084-5016-3141,5780-9530-5437-5638,IDBI Bank,Joint,AB-,8IBYD0TL4HU,394228
Romil Basu,Male,5/28/2018,Petlad,SEBC,No,37474923,Christian,GANDHI VIDYALAYA,Amreli,,7th,D,544-946-2877,RomilBasu@gmail.com,81317,Private,Tejas Dhar,Indrajit Bakshi,Nepali,Bodo,Government Employee,Other,Bachelor's Degree,Some College/Associate's Degree,3698-4487-5443,9356-1861-9720-4312,Central Bank Of India,Individual,B-,UT63D6B2979,397470
Adah Sehgal,Male,10/23/2018,Junagadh,OBC,No,68471363,Hindu,GANDHI VIDYALAYA,Jamnagar,,9th,D,999-699-6025,AdahSehgal@gmail.com,44181,Private,Anahi Sur,Kavya Dhillon,Marathi,Santali,Lawyer,Nurse,Other/Unknown,High School,2394-7453-7900,7464-7909-2283-3604,IDBI Bank,Individual,A-,VZ0RMN0MQWY,392929
Hazel Dani,Female,11/8/2018,Balasinor,SEBC,No,44588877,Hindu,GANDHI VIDYALAYA,Navsari,,3rd,B,599-474-7212,HazelDani@gmail.com,59911,Private,Romil Dutt,Dhanush Sem,Telugu,Kashmiri,Accountant,IT Professional,Doctorate/Ph.D.,No Formal Education,5076-2573-2202,6389-6364-6645-5328,State Bank Of India,Joint,AB+,YV5AB1UL1AN,396143
Vanya Chaudhuri,Female,6/27/2018,Jamjodhpur,SC,No,10934289,Hindu,GANDHI VIDYALAYA,Surat,,10th,D,978-485-3979,VanyaChaudhuri@gmail.com,98626,Private,Aarna Deep,Armaan Tella,Urdu,Telugu,IT Professional,Nurse,Master's Degree,High School,8924-9238-3653,7794-5877-2434-4360,State Bank Of India,Individual,AB+,RMK7BM79S8U,382044
Samarth Bajaj,Female,8/4/2018,Umrala,SC,No,74562345,Hindu,GANDHI VIDYALAYA,Sabarkantha,,11th,C,377-382-4646,SamarthBajaj@gmail.com,90287,Private,Piya Shan,Amani Vyas,Telugu,Bodo,Retired,Retired,Some College/Associate's Degree,No Formal Education,6478-1172-9670,8591-7667-4633-6494,Axis Bank,Joint,O+,OSP8I1PGNWR,391771
Taimur Dara,Male,12/19/2018,Dhandhuka,ST,No,95527380,Hindu,GANDHI VIDYALAYA,Dahod,,11th,B,865-275-1688,TaimurDara@gmail.com,76287,Private,Kiaan Bhatt,Riya Sarin,Bodo,Bodo,Business Owner,Government Employee,High School,Doctorate/Ph.D.,5406-7627-5346,7311-6216-2943-1478,State Bank Of India,Individual,O+,3IS333G26CG,380982
Yuvaan Lal,Female,12/22/2018,Dantiwada,ST,No,53701196,Christian,GANDHI VIDYALAYA,Tapi,,5th,A,574-445-2403,YuvaanLal@gmail.com,60301,Private,Anaya Anne,Mehul Badami,Malayalam,Oriya,Chef,Sales Representative,Primary School,High School,6465-2065-1488,8193-5653-2894-3822,Punjab National Bank,Joint,O+,PW191LRNB5A,399182
Biju Som,Male,10/15/2018,Botad,DT,No,77603387,Christian,GANDHI VIDYALAYA,Vadodara,,7th,C,576-402-2804,BijuSom@gmail.com,74468,Private,Saanvi Mani,Saira Ghose,Kannada,Kashmiri,Artist,Business Owner,Primary School,High School,6409-9694-4441,8837-8943-5570-7298,Central Bank Of India,Individual,O+,XKDCAZVVDX5,383574
Seher Chahal,Male,1/24/2018,Manavadar,SC,No,98983068,Hindu,GANDHI VIDYALAYA,Panchmahals,,11th,C,221-850-7095,SeherChahal@gmail.com,37954,Private,Saira Sunder,Neelofar Batta,Punjabi,Tamil,Driver,Social Worker,Vocational/Trade School,Doctorate/Ph.D.,6261-4702-9825,4204-1250-5125-7695,ICICI Bank,Joint,A+,GXWL4SF19ZH,390772
Himmat Acharya,Female,5/25/2018,Manavadar,DT,No,12619953,Hindu,GANDHI VIDYALAYA,Bharuch,,3rd,A,942-337-7393,HimmatAcharya@gmail.com,73981,Private,Anahita Bassi,Sumer Cherian,Maithili,Gujarati,Farmer,Secretary,Vocational/Trade School,Bachelor's Degree,3441-8575-4740,2666-1280-7959-5730,HDFC Bank,Joint,A+,JZHSY40JW8W,380257
Indrajit Ravel,Female,9/17/2018,Bhesan,NT,No,78066106,Muslim,GANDHI VIDYALAYA,Bhavnagar,,7th,D,545-747-3941,IndrajitRavel@gmail.com,73627,Private,Urvi Rana,Devansh Kothari,Tamil,Gujarati,Teacher,Homemaker,Master's Degree,Doctorate/Ph.D.,8805-6798-9710,8588-7655-8387-9375,IDBI Bank,Joint,A+,39YA25R3JHS,394640
Eshani Vora,Female,10/6/2018,Babra,OBC,No,87451722,Hindu,GANDHI VIDYALAYA,Tapi,,10th,D,248-816-2697,EshaniVora@gmail.com,89797,Private,Farhan Kumar,Arhaan Kamdar,Tamil,Oriya,Artist,Artist,Bachelor's Degree,Primary School,5812-3632-9480,7215-9513-1213-7567,State Bank Of India,Joint,O+,7AW0EW9L7OR,391173
Aarna Rattan,Male,3/6/2018,Paddhari,SC,No,83168798,Muslim,GANDHI VIDYALAYA,Bharuch,,9th,D,964-665-5048,AarnaRattan@gmail.com,31252,Private,Aniruddh Magar,Pihu Ganguly,Manipuri,Dogri,Retired,Secretary,Other/Unknown,Master's Degree,8082-6900-4883,2630-2652-4300-5131,Central Bank Of India,Individual,B-,S8SECWG3UTR,381085
Anaya Sane,Female,4/18/2018,Ahmadabad City,General,No,12050012,Muslim,GANDHI VIDYALAYA,Navsari,,11th,B,494-663-9820,AnayaSane@gmail.com,53919,Private,Umang Hayer,Saksham Sangha,Konkani,Manipuri,Lawyer,Doctor,High School,Other/Unknown,5543-9116-1885,5167-8736-3545-6480,State Bank Of India,Joint,A-,89C1UQOQEQT,398181
Oorja Balakrishnan,Male,2/4/2018,Kalol,SC,No,50144694,Muslim,GANDHI VIDYALAYA,The Dangs,,9th,D,918-368-4731,OorjaBalakrishnan@gmail.com,56581,Private,Badal Tripathi,Tushar Garg,Manipuri,Maithili,Other,Other,Doctorate/Ph.D.,Bachelor's Degree,4766-3170-2874,8179-6499-3882-7181,ICICI Bank,Joint,A+,1XV8LSTRCZY,384180
Hrishita Agate,Female,3/17/2018,Rajula,OBC,No,64320883,Hindu,GANDHI VIDYALAYA,Panchmahals,,6th,C,251-241-2291,HrishitaAgate@gmail.com,26227,Private,Divyansh Sandal,Umang Balasubramanian,Marathi,Oriya,IT Professional,Sales Representative,Other/Unknown,Primary School,3234-3188-7827,6502-8412-1793-2300,State Bank Of India,Joint,O+,7ZDBLD8ZOWN,390535
Sara Kata,Female,12/19/2018,Ghogha,SC,No,80570083,Hindu,GANDHI VIDYALAYA,Narmada,,10th,A,289-302-9445,SaraKata@gmail.com,63644,Private,Eva Tripathi,Shamik Atwal,Maithili,Manipuri,Engineer,Nurse,Vocational/Trade School,Some College/Associate's Degree,8127-8333-9268,9842-4358-9335-4538,ICICI Bank,Individual,B+,PSCZKOKKENF,391354
Ayesha Karnik,Male,7/4/2018,Ghoghamba,SC,No,75119723,Muslim,GANDHI VIDYALAYA,Gandhinagar,,4th,C,288-578-1440,AyeshaKarnik@gmail.com,36423,Private,Anya Wable,Shlok Varty,Others,Kannada,IT Professional,Sales Representative,Vocational/Trade School,Vocational/Trade School,4835-9249-9737,5096-2208-6589-7210,IDBI Bank,Joint,B-,DHZN5IY1YXM,391315
Priyansh Swaminathan,Female,12/10/2018,Lunawada,SEBC,No,89708126,Muslim,GANDHI VIDYALAYA,Gandhinagar,,8th,B,271-490-9706,PriyanshSwaminathan@gmail.com,57540,Private,Mahika Dyal,Lavanya Datta,Marathi,Tamil,Labour,Artist,Middle School,Some College/Associate's Degree,4254-3604-7245,4674-6114-4531-9659,Indian Bank,Joint,A+,1NOA4FJZ891,389129
Piya Doctor,Male,9/16/2018,Jamkandorna,OBC,No,63255446,Muslim,GANDHI VIDYALAYA,Anand,,2nd,C,226-232-8290,PiyaDoctor@gmail.com,61101,Private,Mannat Kulkarni,Eshani Chawla,Punjabi,Marathi,Accountant,Artist,Middle School,Some College/Associate's Degree,6294-6969-9304,5314-2619-5799-1423,Indian Bank,Joint,A+,EMABIJJBWEX,393899
Vivaan Suri,Male,9/26/2018,Mendarda,ST,No,72851400,Hindu,GANDHI VIDYALAYA,Bhavnagar,,9th,D,926-881-1646,VivaanSuri@gmail.com,91894,Private,Jayesh Gulati,Lakshit Sarna,Nepali,Dogri,Labour,Pharmacist,Other/Unknown,Master's Degree,4910-6723-3003,5108-1692-9408-2669,Central Bank Of India,Individual,B+,5I325WWERB2,391151
Romil Batra,Male,9/22/2018,Jamnagar,NT,No,28379239,Muslim,GANDHI VIDYALAYA,Navsari,,12th,D,773-476-4018,RomilBatra@gmail.com,73175,Private,Chirag Kulkarni,Nehmat Dua,Dogri,Dogri,Construction Worker,Artist,Master's Degree,Middle School,4964-3798-7262,2025-9077-4243-7807,Punjab National Bank,Joint,A-,OIVYKOMBE04,385482
Miraan Kapoor,Male,5/8/2018,Jasdan,SC,No,32659168,Christian,GANDHI VIDYALAYA,Anand,,10th,A,640-777-1197,MiraanKapoor@gmail.com,55778,Private,Kaira Deshpande,Emir Kapur,Konkani,Kannada,Construction Worker,Pharmacist,No Formal Education,Some College/Associate's Degree,5406-4802-9916,9871-5574-1779-3705,IDBI Bank,Individual,A-,XCPDY3AXW6P,396255
Anvi Rao,Male,2/6/2018,Ahmadabad City,DT,No,88674048,Hindu,GANDHI VIDYALAYA,Navsari,,5th,D,695-298-2178,AnviRao@gmail.com,85618,Private,Ela Apte,Mamooty Sundaram,Sindhi,Konkani,Artist,Accountant,High School,High School,5016-1918-4697,4393-7069-1539-6602,Central Bank Of India,Joint,B+,N8FSK6Z8PJO,394902
Aradhya Kalla,Female,12/11/2018,Godhra,SEBC,No,53739173,Muslim,GANDHI VIDYALAYA,Amreli,,4th,C,974-683-3771,AradhyaKalla@gmail.com,80857,Private,Arnav Vora,Manikya Bala,Urdu,Kashmiri,Engineer,Sales Representative,Bachelor's Degree,Other/Unknown,9089-6387-5293,8652-5448-7755-9827,Axis Bank,Joint,O+,X0K46KSOE70,383279
Kartik Deol,Male,1/11/2018,Anand,SEBC,No,82140387,Muslim,GANDHI VIDYALAYA,Gandhinagar,,1st,C,617-341-2755,KartikDeol@gmail.com,99433,Private,Saanvi Loke,Aarav Thakur,Urdu,Punjabi,Doctor,Manager,Primary School,Middle School,5697-2170-9628,4226-3165-5191-9523,Central Bank Of India,Joint,B+,C0EV7DR50VL,387459
Gokul Ahluwalia,Male,5/9/2018,Fata,SEBC,No,51344601,Christian,GANDHI VIDYALAYA,Surendranagar,,5th,B,588-324-5159,GokulAhluwalia@gmail.com,97880,Private,Kaira Dey,Ehsaan Char,Manipuri,Others,Engineer,Retired,Doctorate/Ph.D.,Primary School,5099-9387-8347,2640-4950-2618-3811,Punjab National Bank,Joint,B-,Y95LQTZWABP,383314
Aayush Badal,Male,11/2/2018,Ahmadabad City,NT,No,66672294,Hindu,GANDHI VIDYALAYA,Jamnagar,,9th,B,616-232-2905,AayushBadal@gmail.com,27225,Private,Nitara Bir,Jiya Guha,Gujarati,Assamese,Accountant,Labour,Other/Unknown,Primary School,2645-7455-5839,7877-3576-2249-2866,HDFC Bank,Joint,AB-,IYJK5U2KT9Z,396373
Amani Amble,Male,5/10/2018,Sutrapada,ST,No,60095790,Hindu,GANDHI VIDYALAYA,Bhavnagar,,3rd,D,956-985-7043,AmaniAmble@gmail.com,28815,Private,Kimaya Shere,Hridaan Kara,Kannada,Santali,Retired,Pharmacist,No Formal Education,Primary School,2692-3931-5442,7552-4237-9088-9119,HDFC Bank,Individual,B-,5RY4PJH8HGS,384240
Hiran Kant,Male,6/11/2018,Babra,OBC,No,22021609,Muslim,GANDHI VIDYALAYA,Narmada,,5th,C,720-830-3454,HiranKant@gmail.com,28643,Private,Aarush Jain,Tiya Rama,Malayalam,Bodo,Sales Representative,Librarian,Vocational/Trade School,Doctorate/Ph.D.,6887-8937-5488,2761-9640-1967-3105,Axis Bank,Joint,AB+,L3JR89NZTB0,397148
Parinaaz Dhillon,Male,9/4/2018,Vav,DT,No,52486288,Christian,GANDHI VIDYALAYA,Jamnagar,,1st,C,420-892-8438,ParinaazDhillon@gmail.com,95433,Private,Farhan Wadhwa,Tejas Salvi,Urdu,Kannada,Artist,Librarian,Some College/Associate's Degree,Master's Degree,4948-1277-9683,8999-3423-4562-8620,Axis Bank,Joint,A+,7HRKCLJWG5E,386099
Manikya Bhandari,Female,12/9/2018,Dehgam,General,No,36140110,Christian,GANDHI VIDYALAYA,Panchmahals,,5th,C,996-251-8536,ManikyaBhandari@gmail.com,28520,Private,Taimur Tandon,Indrans Kale,Malayalam,Malayalam,Driver,Government Employee,High School,Middle School,4289-5129-7528,4407-1186-1077-9328,Punjab National Bank,Individual,A+,JSGOQAAFT6B,390959
Ranbir Yogi,Male,3/24/2018,Bagasara,OBC,No,25632633,Christian,GANDHI VIDYALAYA,Mahesana,,6th,B,438-238-6627,RanbirYogi@gmail.com,56215,Private,Lavanya Deshpande,Misha Randhawa,Oriya,Punjabi,Accountant,Pharmacist,No Formal Education,Other/Unknown,2571-9441-6378,7901-5788-8571-3896,HDFC Bank,Individual,A+,3U0KG25F4W9,382435
Ela Uppal,Female,11/14/2018,Visnagar,DT,No,69775235,Christian,GANDHI VIDYALAYA,Junagadh,,10th,D,819-463-2636,ElaUppal@gmail.com,53647,Private,Saanvi Hans,Vritika Tandon,Hindi,Telugu,IT Professional,Other,Primary School,Primary School,9350-3938-3546,2151-1796-4083-6347,Indian Bank,Joint,O+,WHIH8585EIC,393148
Vedika Kothari,Female,12/20/2018,Kapadvanj,SC,No,24253931,Hindu,GANDHI VIDYALAYA,The Dangs,,7th,A,907-177-8507,VedikaKothari@gmail.com,69142,Private,Misha Ghosh,Ayesha Das,Nepali,Telugu,Driver,Sales Representative,Some College/Associate's Degree,Vocational/Trade School,1103-8475-3666,8693-5118-9685-6808,Axis Bank,Individual,O+,KGWOYNZ5RI8,388953
Aayush Kohli,Male,7/13/2018,Vijaynagar,SC,No,99193485,Hindu,GANDHI VIDYALAYA,Amreli,,2nd,B,524-308-3480,AayushKohli@gmail.com,54970,Private,Purab Zacharia,Vedika Bora,Konkani,Kannada,Accountant,Social Worker,Middle School,Doctorate/Ph.D.,1828-1126-5052,9513-4036-9514-2311,Central Bank Of India,Individual,B-,W1PQTHS8P46,399943
Mehul Dada,Male,9/12/2018,Jamnagar,DT,No,59897330,Muslim,GANDHI VIDYALAYA,Mahesana,,12th,A,712-273-2144,MehulDada@gmail.com,96825,Private,Ehsaan Chopra,Shanaya Ravel,Malayalam,Sindhi,Doctor,Business Owner,No Formal Education,Vocational/Trade School,4839-8219-6918,8290-9859-3628-7147,Axis Bank,Individual,B+,75GHU4MPR6Z,387416
Mehul Dhar,Male,7/9/2018,Mandvi,DT,No,58538411,Hindu,GANDHI VIDYALAYA,Dahod,,8th,A,997-119-1500,MehulDhar@gmail.com,99739,Private,Bhamini Baria,Ishaan Maharaj,Manipuri,Others,Artist,Manager,Middle School,Master's Degree,1921-4862-8605,5252-6849-8348-2393,HDFC Bank,Joint,AB+,SPS6CI0B80M,384512
Shayak Varughese,Male,5/13/2018,Mandvi,SEBC,No,43794432,Hindu,GANDHI VIDYALAYA,Valsad,,10th,A,127-965-4903,ShayakVarughese@gmail.com,65238,Private,Tara Loke,Seher Mandal,Dogri,Urdu,Other,Social Worker,Vocational/Trade School,Master's Degree,2594-1221-9679,6068-4826-2792-1453,State Bank Of India,Individual,A-,JYEXX4QQYQK,396508
Rania Chaudhary,Female,9/15/2018,Mahesana,DT,No,32714401,Muslim,GANDHI VIDYALAYA,Amreli,,1st,C,160-316-9300,RaniaChaudhary@gmail.com,86013,Private,Tanya Sem,Jivika Setty,Malayalam,Others,Artist,Manager,Some College/Associate's Degree,Some College/Associate's Degree,9559-3166-6999,1300-7827-5459-1674,Central Bank Of India,Individual,AB+,7OR0KY2B6EJ,396328
Saira Venkatesh,Female,5/8/2018,Lilia,SC,No,69338759,Christian,GANDHI VIDYALAYA,Rajkot,,4th,D,911-274-7076,SairaVenkatesh@gmail.com,93520,Private,Ira Srivastava,Yakshit Mangal,Gujarati,Santali,Lawyer,Social Worker,Primary School,Middle School,3766-7909-5782,6989-2405-1242-1686,IDBI Bank,Individual,A+,7U7JN6D9NKG,394639
Kartik Mahal,Male,2/17/2018,Kalyanpur,ST,No,24551912,Muslim,GANDHI VIDYALAYA,Surendranagar,,3rd,D,482-192-1413,KartikMahal@gmail.com,97090,Private,Ryan Bhardwaj,Indrajit Sachdev,Sindhi,Kashmiri,Sales Representative,Nurse,High School,Doctorate/Ph.D.,8776-1371-4285,9093-3699-3380-8681,Punjab National Bank,Individual,B+,PLD5HVZJNTL,385414
Jiya Dalal,Male,5/16/2018,Halol,NT,No,15077350,Christian,GANDHI VIDYALAYA,Vadodara,,4th,C,554-994-3399,JiyaDalal@gmail.com,48602,Private,Rohan Lalla,Trisha Garde,Santali,Gujarati,Doctor,Retired,Vocational/Trade School,Doctorate/Ph.D.,8125-4508-8259,5275-7126-1426-6104,State Bank Of India,Joint,B+,DK0JQ0EF6I2,396213
Yashvi Choudhary,Female,5/22/2018,Sojitra,ST,No,11565901,Hindu,GANDHI VIDYALAYA,Rajkot,,12th,B,627-868-9335,YashviChoudhary@gmail.com,75840,Private,Yuvaan Malhotra,Anika Maharaj,Assamese,Dogri,Manager,Labour,Master's Degree,Other/Unknown,1179-6983-9190,9710-2427-3016-7688,Punjab National Bank,Individual,A-,3GBJ6MB060L,396469
Kiara Goyal,Male,6/13/2018,Danta,ST,No,61067292,Hindu,GANDHI VIDYALAYA,Anand,,4th,A,129-236-8408,KiaraGoyal@gmail.com,86978,Private,Ranbir Chada,Arnav Bhatia,Others,Malayalam,Chef,Sales Representative,Middle School,No Formal Education,6095-3333-3974,4838-7358-4817-4959,Indian Bank,Joint,B-,PNPSOZ8LZCF,392503
Yashvi Boase,Male,2/4/2018,Mahuva,ST,No,54530821,Hindu,GANDHI VIDYALAYA,Jamnagar,,3rd,B,829-814-4308,YashviBoase@gmail.com,58877,Private,Biju Ranganathan,Nitara Bhandari,Marathi,Kannada,Retired,Nurse,Doctorate/Ph.D.,Doctorate/Ph.D.,5580-5066-3520,7396-6288-7892-2238,Punjab National Bank,Joint,A-,QRXT0SYXL1Z,382337
Hansh Bhat,Female,10/26/2018,Limdi,OBC,No,55000311,Christian,GANDHI VIDYALAYA,Panchmahals,,9th,A,540-479-9119,HanshBhat@gmail.com,54896,Private,Zaina Gupta,Tara Sathe,Urdu,Hindi,Artist,Accountant,Doctorate/Ph.D.,Primary School,2126-6497-3651,5070-4140-8212-5986,IDBI Bank,Joint,O+,RV5WOY1WSBI,391746
Diya Dyal,Male,3/4/2018,Kalol,DT,No,85556519,Muslim,GANDHI VIDYALAYA,Bharuch,,10th,D,706-216-4839,DiyaDyal@gmail.com,29956,Private,Divij Mander,Urvi Kar,Santali,Santali,Farmer,Retired,High School,No Formal Education,3661-4831-3172,1107-4957-7278-6373,Indian Bank,Joint,AB+,B0YULCZ2O7A,398232
