name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Dhruv Kaul,Male,9/21/2018,Ranavav,DT,No,72837320,Christian,NAWANAGAR(GOV) HIGH SCHOOL,Amreli,,11th,D,238-840-3816,DhruvKaul@gmail.com,93480,Government,Eva Karan,Kimaya Baral,Santali,Bangla,Manager,Pharmacist,High School,Other/Unknown,3902-8784-2242,8812-4898-2608-1900,State Bank Of India,Individual,O+,MDJSSM6BKEK,385042
Zara Sampath,Female,8/2/2018,Jambusar,SEBC,No,52273015,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Amreli,,3rd,C,707-325-1286,ZaraSampath@gmail.com,79997,Government,Rati Bhatti,Prerak Lad,Telugu,Urdu,Accountant,Retired,Vocational/Trade School,No Formal Education,3469-7488-1570,3825-4998-8261-7346,Punjab National Bank,Individual,A+,KHWGOXLIIVO,393290
Khushi Borra,Female,2/25/2018,Mandvi,SC,No,52757579,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Amreli,,2nd,D,206-645-3032,KhushiBorra@gmail.com,84322,Government,Urvi Kalita,Lagan Khosla,Konkani,Punjabi,Construction Worker,Nurse,Doctorate/Ph.D.,Middle School,1448-7600-1508,4323-9714-5482-8207,State Bank Of India,Joint,A+,7YJ3WT2XAXI,398183
Shaan Sha,Female,5/16/2018,Chotila,DT,No,66928870,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Ahmedabad,,10th,B,282-414-6910,ShaanSha@gmail.com,62896,Government,Aradhya Das,Ojas Dixit,Maithili,Bodo,Artist,Secretary,High School,Master's Degree,8616-3466-8309,8180-3374-3641-2018,ICICI Bank,Individual,B-,8PKNCPXA87Q,388353
Kavya Ganesh,Female,11/17/2018,Bhuj,DT,No,30512692,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Tapi,,9th,B,957-179-1436,KavyaGanesh@gmail.com,95911,Government,Priyansh Toor,Dishani Kar,Dogri,Oriya,Other,Secretary,Primary School,No Formal Education,3584-9732-5840,7326-1372-9462-6784,ICICI Bank,Joint,A+,LSAS4K4NMDE,381110
Eva Bajaj,Female,9/20/2018,Vanthali,DT,No,99418734,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Anand,,5th,D,930-343-5049,EvaBajaj@gmail.com,35455,Government,Raghav Mand,Adah Choudhury,Urdu,Kashmiri,Teacher,Sales Representative,Middle School,Vocational/Trade School,8651-8980-2928,3781-9210-5238-6588,Punjab National Bank,Individual,AB+,QF2SV059UF0,380991
Jayant Gola,Female,8/26/2018,Lathi,NT,No,55321423,Christian,NAWANAGAR(GOV) HIGH SCHOOL,Navsari,,10th,C,902-184-5657,JayantGola@gmail.com,57900,Government,Dhanuk Rattan,Jiya Zacharia,Marathi,Bangla,Driver,Homemaker,Middle School,Some College/Associate's Degree,8910-2887-5507,1581-2319-9131-7781,Axis Bank,Individual,O+,TBXFOKIIZCE,388588
Romil Shanker,Male,3/4/2018,Jamkandorna,DT,No,24052836,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Valsad,,10th,A,760-587-9014,RomilShanker@gmail.com,89644,Government,Miraan Krishnan,Inaaya  Bala,Others,Punjabi,Business Owner,Homemaker,Vocational/Trade School,Doctorate/Ph.D.,4279-8843-9718,3038-9545-7398-2201,Axis Bank,Individual,B+,LYWZRO82AQL,396131
Zaina Ranganathan,Female,11/22/2018,Talod,DT,No,12973153,Christian,NAWANAGAR(GOV) HIGH SCHOOL,Tapi,,10th,C,539-708-2178,ZainaRanganathan@gmail.com,91587,Government,Diya Dutt,Himmat Kumar,Dogri,Konkani,Doctor,Chef,No Formal Education,Other/Unknown,1276-8509-5461,6103-7764-7683-1575,Indian Bank,Joint,B-,0ME7H3DFXW1,392363
Yuvraj  Borah,Female,6/6/2018,Jamjodhpur,DT,No,29804072,Christian,NAWANAGAR(GOV) HIGH SCHOOL,Sabarkantha,,3rd,A,430-770-3390,YuvrajBorah@gmail.com,85097,Government,Jivin Chakraborty,Kiaan Gupta,Urdu,Malayalam,Sales Representative,Chef,No Formal Education,Primary School,4202-1901-2316,8531-5189-1928-8678,ICICI Bank,Joint,B+,UTY7MT0S4FX,397646
Stuvan Dutta,Male,10/27/2018,Vanthali,SC,No,73578568,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Ahmedabad,,5th,C,134-628-2746,StuvanDutta@gmail.com,30277,Government,Drishya Grewal,Rasha Chad,Kashmiri,Marathi,Retired,IT Professional,Middle School,Bachelor's Degree,3777-1484-2994,3035-6645-6224-9572,Axis Bank,Joint,AB-,6NBLFAUT04Y,393532
Darshit Singhal,Female,9/28/2018,Meghraj,General,No,64564258,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Surendranagar,,1st,C,157-709-4395,DarshitSinghal@gmail.com,43189,Government,Nishith Lanka,Kabir Bassi,Nepali,Maithili,Engineer,Labour,High School,No Formal Education,5657-2276-6743,9435-4833-6688-8146,State Bank Of India,Individual,AB+,T2JZO70X234,382467
Siya Randhawa,Female,3/21/2018,Sanand,ST,No,78965635,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Ahmedabad,,5th,C,497-238-8480,SiyaRandhawa@gmail.com,65224,Government,Dishani Bhardwaj,Azad Golla,Hindi,Bodo,Business Owner,Manager,Middle School,Some College/Associate's Degree,3233-9393-7039,6171-2159-1315-7032,Axis Bank,Individual,AB+,QTJRAZG85QD,397778
Elakshi Chanda,Male,6/8/2018,Mansa,NT,No,32166636,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Anand,,4th,D,648-962-1549,ElakshiChanda@gmail.com,25303,Government,Indrajit Swaminathan,Anya Keer,Kannada,Maithili,Driver,Doctor,Bachelor's Degree,No Formal Education,8580-7223-9576,3127-2324-6167-9364,HDFC Bank,Individual,AB+,XKN06PIIXV0,385302
Sana Raja,Male,7/14/2018,Una,DT,No,97567880,Christian,NAWANAGAR(GOV) HIGH SCHOOL,Anand,,8th,B,909-539-7271,SanaRaja@gmail.com,66645,Government,Mehul Bandi,Divij Aurora,Hindi,Konkani,Construction Worker,Chef,Other/Unknown,Other/Unknown,2230-4516-4269,8715-1787-7617-6921,IDBI Bank,Individual,B-,NS628B9A0MB,391216
Heer Raj,Female,5/18/2018,Dasada,DT,No,99541309,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Junagadh,,2nd,B,435-888-7393,HeerRaj@gmail.com,73116,Government,Uthkarsh Batra,Raghav Krish,Konkani,Dogri,Chef,Secretary,Master's Degree,Vocational/Trade School,7672-3840-6027,4461-5163-6222-1797,Punjab National Bank,Joint,O+,557DBPGBEPD,395724
Vihaan Seshadri,Male,2/2/2018,Anklav,SEBC,No,93980923,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Valsad,,9th,D,171-428-8747,VihaanSeshadri@gmail.com,56124,Government,Jhanvi Vora,Jiya Iyer,Punjabi,Assamese,Other,Secretary,Middle School,No Formal Education,8731-1924-7680,2413-3128-4277-5132,State Bank Of India,Individual,AB-,0WKGUYWD7YK,388691
Vedika Lall,Male,3/13/2018,Halvad,SEBC,No,73300678,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Panchmahals,,12th,A,907-987-8184,VedikaLall@gmail.com,26685,Government,Raghav Chana,Kismat Mall,Punjabi,Nepali,Retired,Manager,Other/Unknown,Bachelor's Degree,5467-1274-1736,7251-3389-3676-5246,State Bank Of India,Individual,AB+,BIGH2TBN4W3,394953
Emir Bahri,Female,5/11/2018,Savarkundla,SEBC,No,17444780,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Panchmahals,,9th,C,871-944-1327,EmirBahri@gmail.com,84805,Government,Damini Jaggi,Mishti Bail,Oriya,Tamil,IT Professional,Artist,Some College/Associate's Degree,Master's Degree,6836-1971-2850,7897-6307-1350-8070,Central Bank Of India,Individual,AB+,VXM089LYGBP,385921
Bhavin Goel,Male,8/14/2018,Kankrej,ST,No,84757009,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Navsari,,6th,B,765-814-9525,BhavinGoel@gmail.com,36290,Government,Divyansh Anand,Hansh Kalla,Assamese,Hindi,Chef,Retired,Primary School,Some College/Associate's Degree,7230-5214-5954,3228-9883-9597-2236,Central Bank Of India,Joint,AB+,NN747U5O2BA,383037
Riaan Chahal,Female,9/11/2018,Bhesan,General,No,85385213,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Tapi,,8th,B,811-297-4695,RiaanChahal@gmail.com,53734,Government,Lavanya Dalal,Tushar Dyal,Kannada,Bodo,Government Employee,Business Owner,Some College/Associate's Degree,Bachelor's Degree,9890-6837-1449,2030-7999-8008-1079,HDFC Bank,Joint,AB+,OJ22THLMXRA,390526
Navya Mallick,Male,6/19/2018,Khanpur,SEBC,No,84121397,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Porbandar,,9th,C,162-518-2923,NavyaMallick@gmail.com,59164,Government,Nitara Ramachandran,Seher Wagle,Maithili,Oriya,IT Professional,Secretary,Vocational/Trade School,Vocational/Trade School,4831-4750-3604,9755-9446-6255-4278,Central Bank Of India,Joint,B+,BNVP1NZS9HP,394120
Piya Badami,Male,4/9/2018,Vijaynagar,ST,No,92361380,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Narmada,,10th,C,962-172-9161,PiyaBadami@gmail.com,59954,Government,Sara Bobal,Saksham Bhagat,Marathi,Sindhi,Driver,IT Professional,Vocational/Trade School,Other/Unknown,9878-8343-6389,9380-6893-4346-4085,IDBI Bank,Joint,A+,ZOT4SPGQFNW,399582
Diya Batta,Male,5/19/2018,Jambusar,ST,No,43893930,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,The Dangs,,11th,C,524-845-5697,DiyaBatta@gmail.com,72949,Government,Chirag Bedi,Neelofar Banerjee,Manipuri,Telugu,Retired,Teacher,Doctorate/Ph.D.,Some College/Associate's Degree,1590-4842-7841,2311-8444-9190-5960,HDFC Bank,Individual,AB+,ZFISCZYCO5Q,399731
