name,gender,dob,city,community,discontinue,usiNo,religion,school,district,discontinueReason,class,section,mobileNumber,emailId,familyIncome,schoolType,fathersName,mothersName,mediumOfInstruction,motherTongue,fathersOccupation,mothersOccupation,fathersEducation,mothersEducation,aadhaar,accountNumber,bankName,accountType,bloodGroup,ifscCode,pincode
Pari Mand,Female,5/19/2010,Bhachau,SC,Yes,31282821,Christian,K.K.M.S. HIGH SCHOOL,Mahesana,Mental Health Issues,9th,Z,837-965-8404,PariMand@gmail.com,70264,Private,Yashvi Edwin,Dishani Chopra,Dogri,Kannada,Lawyer,Nurse,Vocational/Trade School,Bachelor's Degree,8565-5000-5453,9682-6895-2957-8844,ICICI Bank,Joint,A-,49XSGLFYB14,385172
Shamik Mangal,Female,12/22/2015,Kadi,DT,Yes,93255411,Muslim,GOVT. HIGH SEC. SCHOOL,Ahmedabad,Safety Concerns,4th,E,607-905-7372,ShamikMangal@gmail.com,67112,Government,Alia Keer,Anahita Karnik,Urdu,Manipuri,Other,Doctor,Some College/Associate's Degree,Bachelor's Degree,4652-7374-1024,4012-8505-4033-8688,Central Bank Of India,Joint,B+,MS7QXK86GRN,398215
Badal Contractor,Male,10/6/2018,Babra,NT,Yes,27293378,Christian,SHRI GOVERNMENT HIGH SCHOOL,Tapi,Health Issues,11th,G,623-381-8084,BadalContractor@gmail.com,97008,Government,Anika Sandhu,Ayesha Gopal,Marathi,Manipuri,Teacher,Doctor,Vocational/Trade School,Other/Unknown,7841-3804-1360,3202-7946-6330-3750,ICICI Bank,Joint,AB+,BR2U1L4DD26,397659
Yuvraj  Banik,Female,2/12/2012,Modasa,SC,Yes,54358686,Hindu,ALFRED HIGH SCHOOL,Sabarkantha,School Infrastructure,7th,O,981-443-7132,YuvrajBanik@gmail.com,39448,Private,Indranil Tank,Kavya Bajwa,Urdu,Assamese,Sales Representative,Sales Representative,Middle School,High School,3353-8937-9676,5634-3453-1213-2019,Indian Bank,Joint,A+,RPTISNOBMVF,396011
Dishani Handa,Female,5/20/2018,Nakhatrana,SC,Yes,18507235,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Patan,Safety Concerns,11th,T,211-128-3660,DishaniHanda@gmail.com,28042,Private,Sana Kunda,Ishaan Amble,Gujarati,Others,Driver,Labour,Master's Degree,High School,1547-7392-3596,8525-3857-8439-6809,Indian Bank,Joint,A+,XG259J14FHX,398871
Mamooty Sawhney,Female,6/19/2018,Bayad,OBC,Yes,34980246,Hindu,MODEL SCHOOL,Narmada,Teacher Absenteeism,10th,Q,819-885-9420,MamootySawhney@gmail.com,49365,Private,Shlok Vora,Yasmin Sur,Kannada,Bangla,Construction Worker,Sales Representative,Master's Degree,No Formal Education,4894-4017-3224,9492-7543-2729-8492,IDBI Bank,Joint,B-,TP786RL5FX9,390279
Taran Kaul,Female,5/18/2018,Dhrangadhra,DT,Yes,78140873,Muslim,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Bharuch,Bullying/Harassment,10th,Q,146-756-8307,TaranKaul@gmail.com,56640,Government,Reyansh Ramakrishnan,Shamik Lala,Punjabi,Manipuri,Manager,Artist,Some College/Associate's Degree,Master's Degree,6543-3166-3403,5341-9415-5647-5061,State Bank Of India,Joint,O+,RMPPXPYOQF4,388220
Misha Raval,Female,8/17/2018,Dhoraji,General,Yes,25130122,Hindu,RMSA GOVERNMENT SCHOOL,Amreli,Family Responsibilities,11th,H,131-419-6955,MishaRaval@gmail.com,39046,Government,Indrans Sarin,Siya Samra,Manipuri,Urdu,Artist,IT Professional,Master's Degree,Other/Unknown,8618-6751-1207,3747-5650-5880-1784,Punjab National Bank,Joint,A-,HR3GTM6FC7L,393716
Aaryahi Ganguly,Female,2/10/2018,Mahuva,SC,Yes,83284313,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Dahod,Distance to School,10th,Z,456-804-2396,AaryahiGanguly@gmail.com,70737,Government,Emir Sankar,Madhav Sastry,Bangla,Assamese,IT Professional,Chef,High School,No Formal Education,3087-7607-4980,6825-8130-3832-2893,HDFC Bank,Joint,B+,14DYJHO0ZZ9,390846
Zara Contractor,Female,6/4/2018,Jetpur,ST,Yes,67673162,Christian,MODEL SCHOOL,Ahmedabad,Financial Constraints,10th,X,367-893-8017,ZaraContractor@gmail.com,73994,Private,Zara Rajan,Divyansh Lad,Kannada,Punjabi,Retired,Other,Vocational/Trade School,Other/Unknown,2779-1157-7826,2839-3294-1366-6373,Axis Bank,Individual,B+,8498DN22RR1,396590
Aarush Bose,Female,2/9/2018,Jamjodhpur,ST,Yes,42218308,Hindu,GOVT SECONDARY SCHOOL,Vadodara,Physical Disabilities,11th,R,339-563-8902,AarushBose@gmail.com,90265,Government,Raunak Sibal,Saira Dayal,Assamese,Marathi,Retired,Sales Representative,Middle School,High School,8203-7075-7142,6704-8588-1176-7994,Central Bank Of India,Individual,B+,IFO316VTMRX,381159
Nitara Bhatti,Female,6/14/2018,Dasada,SEBC,Yes,35974457,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Amreli,School Infrastructure,11th,U,417-914-4744,NitaraBhatti@gmail.com,52877,Government,Onkar Cherian,Indrans Madan,Oriya,Nepali,Accountant,Artist,Master's Degree,Middle School,8821-9048-1315,3821-3874-2698-8901,Central Bank Of India,Joint,B-,56PMAP071XX,391747
Sana Bal,Male,1/5/2018,Balasinor,OBC,Yes,47960848,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Rajkot,Pregnancy/Parenting,1st,N,733-395-3883,SanaBal@gmail.com,26840,Government,Inaaya  Gupta,Zaina Sengupta,Tamil,Urdu,Other,Sales Representative,No Formal Education,Middle School,5774-1637-1791,8572-5509-4993-4175,Punjab National Bank,Joint,A-,NE5E515EHPQ,386810
Badal DÂ’Alia,Female,10/12/2011,Dantiwada,OBC,Yes,94099631,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Junagadh,Financial Constraints,8th,L,457-603-7039,BadalDÂ’Alia@gmail.com,37643,Private,Zaina Balan,Khushi Contractor,Telugu,Kannada,Manager,Business Owner,Primary School,Vocational/Trade School,2752-6671-4492,7676-4668-6698-9957,State Bank Of India,Joint,B-,7P48QOY0WTK,384095
Badal Kadakia,Female,11/13/2011,Talaja,SC,Yes,84526549,Muslim,SARKARI UCCHATAR MADYAMIK SCHOOL,Bharuch,Family Responsibilities,8th,S,905-685-3214,BadalKadakia@gmail.com,34673,Private,Drishya Sani,Krish Virk,Kashmiri,Bodo,Engineer,Secretary,Middle School,Doctorate/Ph.D.,4781-5213-7795,8955-7071-3280-7932,State Bank Of India,Individual,AB+,0BC2XK1VM6W,395867
Tara Krishnan,Female,5/26/2012,Talala,DT,Yes,32958592,Hindu,MODEL SCHOOL,Vadodara,Family Responsibilities,7th,K,213-441-9022,TaraKrishnan@gmail.com,80149,Private,Samarth Balay,Sumer Chandran,Maithili,Telugu,Manager,Social Worker,Middle School,Vocational/Trade School,2519-3194-9230,5429-6927-6573-6923,Punjab National Bank,Joint,B+,9ESNJNP5F0C,387962
Hunar Sami,Male,9/14/2018,Dhandhuka,DT,Yes,20777357,Hindu,INDIRABAI HIGH SCHOOL,Surat,Pregnancy/Parenting,10th,D,522-948-3842,HunarSami@gmail.com,32038,Private,Divit Shetty,Dhanuk Joshi,Malayalam,Oriya,Manager,Business Owner,Primary School,Doctorate/Ph.D.,6976-7568-7955,3777-2600-8730-5235,IDBI Bank,Joint,A-,B6DRCN7QLGG,385845
Ritvik Chawla,Male,4/10/2018,Lakhpat,ST,Yes,89942995,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Panchmahals,Mental Health Issues,10th,I,920-151-7813,RitvikChawla@gmail.com,37043,Government,Gatik Dhar,Anika Dixit,Assamese,Malayalam,Accountant,IT Professional,Doctorate/Ph.D.,Doctorate/Ph.D.,7486-6878-5165,2280-4822-6537-3355,Axis Bank,Joint,AB+,NZUKXWMNQW4,386731
Samarth Dhaliwal,Female,2/16/2010,Satlasana,DT,Yes,38891052,Hindu,B K GOVT. HIGH SCHOOL,Anand,Lack of Interest,9th,G,795-663-8053,SamarthDhaliwal@gmail.com,79315,Government,Pranay Bhardwaj,Taran Sangha,Sindhi,Bodo,Farmer,Manager,No Formal Education,Primary School,1550-7474-4634,1757-9381-1107-5765,HDFC Bank,Individual,AB+,CGF1D5H1INZ,398880
Miraya Krish,Female,9/14/2018,Babra,DT,Yes,21006025,Christian,K.K.M.S. HIGH SCHOOL,Vadodara,Mental Health Issues,11th,U,525-868-2188,MirayaKrish@gmail.com,97425,Private,Mohanlal Iyengar,Vritika Mall,Kannada,Tamil,Artist,Nurse,High School,No Formal Education,9805-8697-2515,4682-2660-7366-6794,State Bank Of India,Individual,B+,J7ORO31NUQ1,395106
Aarush Savant,Female,4/7/2011,Una,OBC,Yes,75237395,Christian,SARKARI UCCHATAR MADYAMIK SCHOOL,Navsari,Health Issues,8th,Z,283-823-7205,AarushSavant@gmail.com,53230,Private,Adah Vig,Dishani Vora,Others,Sindhi,Government Employee,Social Worker,No Formal Education,Bachelor's Degree,6930-9425-5704,7825-7419-3122-8846,Indian Bank,Joint,AB+,TTCV3SYDZXX,385056
Miraya Bobal,Female,12/27/2018,Kunkavav Vadia,DT,Yes,94006601,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Rajkot,Inadequate Teaching,10th,C,259-174-5946,MirayaBobal@gmail.com,64047,Government,Ishita Dhar,Tejas Bala,Bangla,Santali,Sales Representative,Labour,Doctorate/Ph.D.,High School,5732-2395-9272,7751-2213-6305-1449,State Bank Of India,Individual,AB-,I2AA7V845RE,396632
Tara Bobal,Female,2/25/2018,Gandhinagar,DT,Yes,82651772,Christian,DR VIKRAMSARABHAI VIDHYALAY,Rajkot,Mental Health Issues,10th,G,443-207-6235,TaraBobal@gmail.com,40279,Private,Raunak Butala,Ela Khare,Kannada,Dogri,Sales Representative,Other,No Formal Education,Doctorate/Ph.D.,9612-3740-6396,7024-1116-3311-4650,ICICI Bank,Individual,B-,5GAKSXAOFAY,389763
Taran Rattan,Male,9/26/2014,Visnagar,OBC,Yes,26412486,Christian,GOVERNMENT HIGH SCHOOL,Surendranagar,Health Issues,5th,B,588-542-8946,TaranRattan@gmail.com,27687,Government,Taran Bera,Raunak Bali,Oriya,Bodo,Lawyer,Nurse,Other/Unknown,Bachelor's Degree,2291-3524-8027,6214-4738-9240-2809,IDBI Bank,Individual,AB+,7KVA88YPINR,388958
Elakshi Vohra,Female,1/10/2018,Dhoraji,SEBC,Yes,80159935,Hindu,INDIRABAI HIGH SCHOOL,Panchmahals,Lack of Interest,11th,A,165-179-7395,ElakshiVohra@gmail.com,29390,Private,Anvi Tank,Aarush Rattan,Assamese,Bodo,Lawyer,Pharmacist,Middle School,Other/Unknown,2962-2703-3553,3074-3864-8504-1114,HDFC Bank,Individual,AB+,CUIQBEZ2H65,391038
Tushar Guha,Female,11/24/2018,Bhachau,OBC,Yes,93125756,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Mahesana,Teacher Absenteeism,10th,I,782-936-5630,TusharGuha@gmail.com,51643,Government,Sumer Khurana,Mamooty Kant,Gujarati,Manipuri,Teacher,Artist,Doctorate/Ph.D.,Master's Degree,6056-5006-7432,2679-6210-1611-9374,State Bank Of India,Joint,O+,680C97NJQAQ,396549
Manjari Basu,Female,10/23/2018,Bhabhar,General,Yes,71106320,Christian,GOVT. HIGH SEC. SCHOOL,Bharuch,Pregnancy/Parenting,10th,D,562-491-4274,ManjariBasu@gmail.com,68768,Government,Pihu Khare,Stuvan Dada,Others,Punjabi,Farmer,Other,No Formal Education,High School,3817-5728-1111,8535-1438-7644-5350,Punjab National Bank,Individual,AB+,BTJVCZNQFW8,395430
Zeeshan Gulati,Male,6/8/2018,Talaja,NT,Yes,74837038,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,The Dangs,Academic Struggles,11th,K,631-770-8314,ZeeshanGulati@gmail.com,55892,Government,Raghav Banerjee,Mannat Dugar,Oriya,Urdu,Chef,Retired,Vocational/Trade School,Other/Unknown,4548-7654-7243,5179-5694-2231-4786,Indian Bank,Joint,AB-,5TJ816PE4TJ,389369
Lakshay Gulati,Male,9/21/2018,Jasdan,ST,Yes,74395385,Muslim,ALFRED HIGH SCHOOL,Porbandar,Lack of Awareness,11th,Q,870-908-1691,LakshayGulati@gmail.com,36401,Private,Rati Chaudhary,Taimur Sharma,Telugu,Tamil,Government Employee,Secretary,No Formal Education,Primary School,4595-5860-5534,2648-2835-2802-8647,ICICI Bank,Joint,O+,56M7QJZMQ2L,395655
Bhamini Dara,Female,4/1/2018,Ghoghamba,OBC,Yes,50132742,Christian,RMSA GOVERNMENT SCHOOL,Sabarkantha,Academic Struggles,11th,W,784-529-6837,BhaminiDara@gmail.com,82905,Government,Riya Shere,Kimaya Zachariah,Oriya,Bodo,Farmer,Chef,Doctorate/Ph.D.,Other/Unknown,4061-4235-8360,6313-5982-7976-2852,IDBI Bank,Joint,AB-,40TNW8RBH2O,382012
Vritika Dalal,Male,5/18/2018,Prantij,DT,Yes,82482655,Hindu,SHRI GOVERNMENT HIGH SCHOOL,Gandhinagar,Financial Constraints,11th,O,582-846-4529,VritikaDalal@gmail.com,56924,Government,Saksham Maharaj,Prisha Hayer,Urdu,Punjabi,Lawyer,Artist,Middle School,Some College/Associate's Degree,7796-8326-6047,2187-2862-9379-6065,Punjab National Bank,Individual,AB+,TABS8EQ1GAL,386563
Reyansh Thaman,Female,11/7/2016,Umreth,General,Yes,14323154,Christian,MODEL SCHOOL,Panchmahals,Parental Migration,3rd,N,174-763-8604,ReyanshThaman@gmail.com,77755,Private,Indrans Chakraborty,Ryan Bhagat,Manipuri,Telugu,Sales Representative,Pharmacist,Other/Unknown,Middle School,1631-9459-2465,6216-5822-7392-7908,HDFC Bank,Joint,B+,4TW2QTD8FKX,386850
Rati Bir,Female,1/14/2018,Kalavad,DT,Yes,21751780,Christian,RMSA GOVERNMENT SCHOOL,Dahod,Lack of Awareness,10th,X,642-683-7052,RatiBir@gmail.com,51304,Government,Alisha Tank,Ishita Sunder,Bodo,Assamese,Engineer,Accountant,No Formal Education,Bachelor's Degree,9222-3374-3411,1577-6214-1572-4184,HDFC Bank,Individual,A-,8SACG8SHY22,391550
Samarth Bala,Female,6/17/2018,Vadali,General,Yes,82062790,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Jamnagar,Inadequate Teaching,11th,G,121-763-8115,SamarthBala@gmail.com,56968,Government,Lakshay Hegde,Hiran Jain,Bangla,Bangla,Engineer,IT Professional,Other/Unknown,Primary School,3284-2990-5789,2484-4354-2494-2956,ICICI Bank,Individual,AB+,LC83SWKUZ2B,396514
Samarth Luthra,Male,3/6/2018,Vadnagar,SC,Yes,97065944,Hindu,SARKARI MADYAMIK SCHOOL,Mahesana,Health Issues,10th,D,237-536-5450,SamarthLuthra@gmail.com,53061,Private,Anay Bhalla,Pari Tara,Santali,Others,IT Professional,Secretary,High School,Other/Unknown,4857-9730-5417,2336-5685-1930-8071,HDFC Bank,Joint,A-,7R53IA95F0P,386010
Devansh Basu,Female,8/25/2018,Porbandar,DT,Yes,49971954,Muslim,INDIRABAI HIGH SCHOOL,Surendranagar,Financial Constraints,10th,Q,592-597-9431,DevanshBasu@gmail.com,92090,Private,Saanvi Chander,Saanvi Comar,Sindhi,Others,Farmer,Artist,Master's Degree,Doctorate/Ph.D.,4348-9920-2585,2701-4112-2810-9057,IDBI Bank,Individual,AB+,EP3TK2A5LIJ,394263
Charvi Bava,Female,12/1/2011,Bhanvad,ST,Yes,83050294,Muslim,INDIRABAI HIGH SCHOOL,Sabarkantha,Peer Pressure,8th,F,463-716-4983,CharviBava@gmail.com,98041,Private,Dishani Kohli,Nirvi Deol,Konkani,Nepali,Driver,Retired,Master's Degree,Doctorate/Ph.D.,1611-4945-4573,8759-8202-8732-7458,IDBI Bank,Joint,AB+,B2J7PNXSV5D,380070
Tiya Dayal,Male,11/8/2015,Fata,ST,Yes,77021981,Hindu,NAWANAGAR(GOV) HIGH SCHOOL,Mahesana,Bullying/Harassment,4th,E,945-967-8408,TiyaDayal@gmail.com,83160,Government,Pari Srinivas,Vivaan DÂ’Alia,Dogri,Marathi,Manager,IT Professional,Primary School,Some College/Associate's Degree,4151-8448-8579,8838-4196-8016-4780,Indian Bank,Joint,B+,O8CMLQ2Q84C,395211
Vedika Arya,Male,1/11/2018,Mahuva,ST,Yes,11221682,Christian,SARKARI MADYAMIK SCHOOL,Vadodara,School Infrastructure,11th,N,127-307-8345,VedikaArya@gmail.com,79654,Private,Bhamini Kata,Kiaan Sani,Gujarati,Assamese,Teacher,IT Professional,Other/Unknown,Primary School,3068-2551-4985,8293-4772-1758-8642,ICICI Bank,Joint,B+,PHFUOYTBWV7,382980
Kashvi Bhalla,Female,6/10/2015,Botad,NT,Yes,38098147,Hindu,RMSA GOVERNMENT SCHOOL,Valsad,Financial Constraints,4th,K,319-122-2024,KashviBhalla@gmail.com,69526,Government,Arnav Sibal,Tanya Chatterjee,Bangla,Assamese,Other,Doctor,Vocational/Trade School,Some College/Associate's Degree,3265-8316-5025,5323-3560-7246-3057,Axis Bank,Individual,A+,EI5OWV103QB,396004
Aaina Gupta,Male,9/15/2011,Mahuva,OBC,Yes,68631333,Hindu,B K GOVT. HIGH SCHOOL,Jamnagar,Lack of Interest,8th,H,141-437-7040,AainaGupta@gmail.com,54894,Government,Divit Edwin,Armaan Gopal,Oriya,Sindhi,Driver,Librarian,Primary School,Master's Degree,2852-6929-5855,9425-8660-3930-3541,Axis Bank,Individual,A+,IRIST5F7DE8,394704
Yasmin Karnik,Female,6/1/2018,Meghraj,DT,Yes,53009766,Christian,INDIRABAI HIGH SCHOOL,Patan,Lack of Awareness,10th,O,157-501-8637,YasminKarnik@gmail.com,37449,Private,Anika Madan,Ira Chaudhry,Dogri,Sindhi,Lawyer,Business Owner,High School,Primary School,9970-7597-4711,9965-2873-3633-5536,Axis Bank,Individual,A-,800RW20PP7N,392341
Piya Kamdar,Male,7/11/2014,Borsad,SC,Yes,36369287,Muslim,INDIRABAI HIGH SCHOOL,Anand,Health Issues,5th,S,946-691-6157,PiyaKamdar@gmail.com,94633,Private,Vedika Rana,Trisha Shenoy,Telugu,Manipuri,Driver,Business Owner,Other/Unknown,No Formal Education,3698-5856-2479,4154-4313-4580-3946,ICICI Bank,Individual,B-,6XOTM09N1MX,399635
Kimaya Dayal,Female,9/27/2011,Nadiad,SC,Yes,62209291,Christian,SHREE HARDHOL GOVT. HIGH SCHOOL,Bhavnagar,School Infrastructure,8th,J,611-663-6253,KimayaDayal@gmail.com,87216,Government,Kashvi Balasubramanian,Abram Yadav,Bodo,Santali,Other,Secretary,Doctorate/Ph.D.,Primary School,6470-2712-5101,8284-4090-9019-6236,Central Bank Of India,Joint,A-,QUJJRYHHVDO,384243
Uthkarsh Swamy,Female,1/24/2015,Lalpur,General,Yes,58744516,Hindu,GOVT SECONDARY SCHOOL,Anand,Inadequate Teaching,4th,M,819-246-4298,UthkarshSwamy@gmail.com,53664,Government,Kavya Kalita,Trisha Kala,Sindhi,Malayalam,Chef,Pharmacist,Primary School,No Formal Education,5056-6575-4994,3669-6301-1481-4212,HDFC Bank,Individual,AB-,IMLPW54V8F3,384681
Kanav Chaudhry,Male,9/28/2011,Dantiwada,DT,Yes,78639619,Christian,GOVT SECONDARY SCHOOL,Anand,Teacher Absenteeism,8th,J,260-993-9457,KanavChaudhry@gmail.com,86842,Government,Biju Sekhon,Mannat Viswanathan,Manipuri,Tamil,Teacher,Homemaker,Doctorate/Ph.D.,Some College/Associate's Degree,1418-4515-5928,2077-6972-9318-5876,IDBI Bank,Joint,B+,NIVZJKUXVO2,393665
Bhamini Reddy,Male,11/2/2018,Gadhada,DT,Yes,54243821,Christian,DIGVIJAYSINHJI NEW GOVT.SCHOOL,Junagadh,Mental Health Issues,10th,G,476-392-2942,BhaminiReddy@gmail.com,52919,Government,Charvi Cherian,Samaira Bail,Maithili,Kashmiri,Accountant,Retired,Middle School,High School,6339-5877-7690,2428-4766-4427-5564,Axis Bank,Individual,A-,EX2QOYYOQVS,399868
Tanya Karpe,Male,9/19/2013,Vadali,ST,Yes,91816255,Muslim,NAWANAGAR(GOV) HIGH SCHOOL,Mahesana,Teacher Absenteeism,6th,I,101-723-4855,TanyaKarpe@gmail.com,95299,Government,Damini Sant,Ryan Mammen,Bangla,Maithili,Construction Worker,Nurse,High School,Doctorate/Ph.D.,5860-1543-9897,8397-6290-6494-4948,HDFC Bank,Individual,AB-,2BUE5A6JGUT,390182
Nirvi Rama,Male,7/1/2018,Balasinor,SC,Yes,25321443,Christian,GANDHI VIDYALAYA,Rajkot,Lack of Interest,10th,X,240-330-3017,NirviRama@gmail.com,96321,Private,Heer Datta,Ivana Bhargava,Kannada,Punjabi,Lawyer,IT Professional,Some College/Associate's Degree,Other/Unknown,5139-1001-8431,6759-7072-8837-2773,State Bank Of India,Individual,A-,7JM0MPVW4DP,399779
Kimaya Iyengar,Male,9/21/2018,Dehgam,SC,Yes,26052417,Christian,GOVERNMENT HIGHER SECONDARY SCHOOL,Anand,Distance to School,10th,Q,746-130-2262,KimayaIyengar@gmail.com,84833,Government,Tara Tak,Elakshi Bir,Marathi,Konkani,Chef,Sales Representative,High School,Master's Degree,6155-5524-2233,2324-2997-4866-8403,Punjab National Bank,Individual,A-,V8PU53HRZJ4,398883
Anahita Varty,Female,8/25/2018,Kheda,SC,Yes,70215843,Muslim,GOVERNMENT HIGHER SECONDARY SCHOOL,Bhavnagar,Marriage,10th,S,391-471-1946,AnahitaVarty@gmail.com,44553,Government,Manikya Chowdhury,Romil Baral,Dogri,Others,Farmer,Social Worker,Vocational/Trade School,Master's Degree,5649-2847-3065,1791-7257-8579-6264,IDBI Bank,Individual,AB+,E2GGBZ65UB3,383785
Pihu Yogi,Male,2/18/2010,Godhra,ST,Yes,48344370,Hindu,DR VIKRAMSARABHAI VIDHYALAY,Banaskantha,Family Responsibilities,9th,C,340-817-5986,PihuYogi@gmail.com,68921,Private,Ishita Dass,Yuvraj  Rajagopal,Oriya,Nepali,Construction Worker,Teacher,Middle School,Some College/Associate's Degree,8357-2436-7169,5372-6274-2174-4774,Punjab National Bank,Individual,B+,0DBS3Y1XGPW,385523
Arnav Viswanathan,Female,2/11/2018,Talaja,SEBC,Yes,48244649,Hindu,RMSA GOVERNMENT SCHOOL,Amreli,Bullying/Harassment,10th,P,305-215-3084,ArnavViswanathan@gmail.com,95446,Government,Oorja Golla,Ranbir Toor,Hindi,Gujarati,Teacher,Teacher,Master's Degree,Doctorate/Ph.D.,1780-5768-5872,7121-1882-8951-3005,Punjab National Bank,Individual,O+,L86D6OFEHH7,396852
Darshit Garg,Female,7/7/2018,Khambhalia,SC,Yes,43843236,Hindu,GOVT. HIGH SEC. SCHOOL,Bhavnagar,Family Responsibilities,10th,C,528-162-9213,DarshitGarg@gmail.com,74714,Government,Pari Toor,Jayant Garg,Tamil,Kashmiri,Government Employee,Government Employee,Primary School,No Formal Education,4916-8424-6497,9473-1033-7767-6275,ICICI Bank,Individual,AB+,KXV6NZGQ66F,390675
